#angDist  RA_ICRS    DE_ICRS   umag   gmag   rmag   imag   zmag   e_umag e_gmag e_rmag e_imag  e_zm source_id          
0.062985 211.802233 23.813266 19.302 19.050 19.034 18.932 18.772 0.026  0.010  0.011  0.013   0.03 1256779895497859712
0.064634 211.802226 23.813268 19.279 19.104 19.026 18.968 18.939 0.026  0.009  0.011  0.013   0.04 1256779895497859712
0.072796 211.802221 23.813269 19.251 19.102 19.032 18.963 18.927 0.027  0.009  0.011  0.013   0.04 1256779895497859712
0.093703 211.802226 23.813276 19.274 19.038 19.017 18.916 18.770 0.026  0.010  0.011  0.013   0.03 1256779895497859712
0.047104 211.692158 23.805828 18.848 18.619 18.688 18.474 18.511 0.021  0.007  0.009  0.010   0.03 1256780479613984768
0.047104 211.692158 23.805828 18.847 18.618 18.687 18.472 18.509 0.021  0.007  0.009  0.010   0.03 1256780479613984768
0.051592 211.692151 23.805833 18.817 18.621 18.690 18.470 18.477 0.020  0.008  0.009  0.010   0.03 1256780479613984768
0.110485 211.692158 23.805848 18.884 18.615 18.668 18.482 18.495 0.020  0.008  0.009  0.010   0.03 1256780479613984768
0.110519 211.692158 23.805848 18.885 18.616 18.670 18.485 18.502 0.020  0.008  0.009  0.010   0.03 1256780479613984768
0.119165 211.692150 23.805852 18.862 18.606 18.656 18.469 18.475 0.020  0.008  0.009  0.010   0.03 1256780479613984768
0.072469 211.626016 23.918555 19.596 18.733 18.195 18.096 17.811 0.031  0.008  0.007  0.008   0.01 1256785496135806720
0.101791 211.626011 23.918562 19.601 18.718 18.190 18.099 17.816 0.031  0.008  0.007  0.008   0.01 1256785496135806720
0.101814 211.626033 23.918568 19.579 18.732 18.191 18.089 17.802 0.031  0.008  0.007  0.008   0.01 1256785496135806720
0.120015 211.626016 23.918571 19.576 18.703 18.169 18.084 17.823 0.029  0.008  0.007  0.008   0.01 1256785496135806720
0.120750 211.626028 23.918573 19.584 18.717 18.186 18.099 17.808 0.031  0.008  0.007  0.008   0.02 1256785496135806720
0.122667 211.626000 23.918559 19.558 18.698 18.164 18.080 17.836 0.029  0.008  0.007  0.008   0.02 1256785496135806720
0.135377 211.095138 21.143698 19.216 19.213 19.263 18.999 18.902 0.022  0.010  0.012  0.013   0.03 1247373023766495488
0.163428 211.095147 21.143695 19.205 19.210 19.261 18.993 18.904 0.026  0.010  0.012  0.013   0.03 1247373023766495488
0.016383 210.559772 23.350611 18.402 18.233 18.097 18.088 18.137 0.016  0.007  0.007  0.009   0.01 1256847622837811456
0.016800 210.559772 23.350611 18.395 18.230 18.093 18.083 18.128 0.016  0.007  0.007  0.009   0.01 1256847622837811456
0.057076 210.559773 23.350623 18.392 18.229 18.091 18.084 18.127 0.016  0.007  0.007  0.009   0.02 1256847622837811456
0.046581 210.051140 23.396310 18.571 18.544 18.556 18.358 18.319 0.017  0.008  0.009  0.010   0.02 1256872808526010880
0.046581 210.051140 23.396310 18.570 18.544 18.553 18.358 18.319 0.017  0.008  0.009  0.010   0.02 1256872808526010880
0.031012 209.832067 23.449648 19.250 19.165 18.759 18.627 18.630 0.025  0.010  0.010  0.011   0.02 1256887475838833664
0.044412 209.832073 23.449651 19.258 19.157 18.756 18.618 18.628 0.027  0.010  0.010  0.011   0.03 1256887475838833664
0.018783 211.136150 23.588661 19.208 18.615 18.349 18.293 18.177 0.026  0.008  0.008  0.009   0.02 1256937091301200896
0.018783 211.136150 23.588661 19.208 18.615 18.349 18.293 18.177 0.026  0.008  0.008  0.009   0.02 1256937091301200896
0.039713 211.136150 23.588669 19.189 18.611 18.348 18.290 18.166 0.027  0.008  0.008  0.009   0.02 1256937091301200896
0.042330 211.136167 23.588661 19.216 18.617 18.340 18.301 18.181 0.027  0.008  0.008  0.009   0.02 1256937091301200896
0.042330 211.136167 23.588661 19.216 18.617 18.340 18.301 18.181 0.027  0.008  0.008  0.009   0.02 1256937091301200896
0.054715 211.136166 23.588670 19.192 18.612 18.333 18.298 18.169 0.027  0.008  0.008  0.009   0.02 1256937091301200896
0.029792 211.025244 23.608630 18.845 18.619 18.440 18.463 18.455 0.021  0.008  0.008  0.010   0.02 1256940114958186240
0.058850 211.025245 23.608639 18.835 18.617 18.445 18.459 18.448 0.021  0.008  0.008  0.010   0.02 1256940114958186240
0.067720 211.383521 24.172023 18.715 18.762 18.390 18.364 18.331 0.020  0.008  0.008  0.010   0.02 1256992135602390016
0.088296 211.383527 24.172019 18.725 18.763 18.396 18.369 18.354 0.020  0.008  0.008  0.010   0.02 1256992135602390016
0.007409 210.655788 23.981628 18.873 18.654 18.665 18.478 18.406 0.021  0.008  0.009  0.010   0.02 1257011411415002880
0.008639 210.655788 23.981631 18.896 18.658 18.669 18.477 18.419 0.021  0.008  0.009  0.010   0.02 1257011411415002880
0.009954 210.655790 23.981626 18.843 18.593 18.627 18.440 18.355 0.021  0.008  0.009  0.010   0.03 1257011411415002880
0.021476 210.655795 23.981626 18.878 18.600 18.638 18.454 18.385 0.021  0.008  0.009  0.010   0.03 1257011411415002880
0.046592 211.110230 24.420164 18.892 18.768 18.684 18.856 18.698 0.020  0.008  0.009  0.013   0.03 1257049413286316160
0.050815 211.110229 24.420165 18.860 18.773 18.689 18.830 18.783 0.020  0.008  0.009  0.013   0.03 1257049413286316160
0.059019 211.110236 24.420170 18.896 18.771 18.686 18.844 18.784 0.020  0.008  0.009  0.013   0.03 1257049413286316160
0.061745 211.110232 24.420170 18.862 18.775 18.690 18.861 18.782 0.020  0.008  0.009  0.013   0.03 1257049413286316160
0.105392 211.110222 24.420179 18.923 18.773 18.691 18.871 18.854 0.021  0.008  0.009  0.012   0.03 1257049413286316160
0.106102 211.110231 24.420183 18.903 18.765 18.686 18.858 18.830 0.021  0.008  0.009  0.012   0.03 1257049413286316160
0.048858 212.509099 23.561582 19.061 17.468 16.732 16.413 16.162 0.027  0.005  0.004  0.004   0.00 1257077317688896000
0.048858 212.509099 23.561582 19.061 17.468 16.732 16.413 16.162 0.027  0.005  0.004  0.004   0.00 1257077317688896000
0.058725 212.509100 23.561588 19.001 17.529 16.774 16.444 16.184 0.027  0.005  0.004  0.004   0.00 1257077317688896000
0.064777 212.509104 23.561591 19.066 17.529 16.775 16.450 16.188 0.028  0.005  0.004  0.004   0.00 1257077317688896000
0.064777 212.509104 23.561591 19.066 17.529 16.775 16.450 16.188 0.028  0.005  0.004  0.004   0.00 1257077317688896000
0.083149 212.509088 23.561584 19.000 17.456 16.722 16.400 16.155 0.026  0.005  0.004  0.004   0.00 1257077317688896000
0.012520 212.434320 23.577914 18.292 17.915 17.384 16.926 16.772 0.019  0.006  0.005  0.005   0.01 1257080444425089408
0.013089 212.434320 23.577910 18.296 17.915 17.385 16.940 16.781 0.019  0.006  0.005  0.005   0.01 1257080444425089408
0.014170 212.434325 23.577916 18.371 17.936 17.406 16.959 16.790 0.020  0.006  0.005  0.005   0.01 1257080444425089408
0.019522 212.434323 23.577918 18.377 17.937 17.408 16.956 16.790 0.020  0.006  0.005  0.005   0.01 1257080444425089408
0.077779 212.434320 23.577934 18.316 17.891 17.371 16.921 16.757 0.018  0.006  0.005  0.005   0.01 1257080444425089408
0.095636 212.434308 23.577935 18.259 17.872 17.351 16.900 16.740 0.017  0.006  0.005  0.005   0.01 1257080444425089408
0.044411 212.590779 24.139726 19.621 19.248 19.110 18.929 19.006 0.031  0.010  0.012  0.013   0.04 1257134556717766912
0.055123 212.590778 24.139733 19.599 19.239 19.133 18.930 19.043 0.031  0.011  0.012  0.013   0.04 1257134556717766912
0.058994 212.590788 24.139741 19.521 19.201 19.104 18.901 18.921 0.030  0.011  0.012  0.013   0.04 1257134556717766912
0.083655 212.590768 24.139718 19.543 19.211 19.083 18.900 18.902 0.030  0.010  0.012  0.013   0.04 1257134556717766912
0.009675 212.112430 23.831462 19.038 18.967 18.805 18.743 18.805 0.021  0.009  0.010  0.012   0.03 1257140844549605120
0.068394 212.112416 23.831447 19.035 18.956 18.804 18.747 18.804 0.021  0.009  0.010  0.012   0.03 1257140844549605120
0.098529 212.112421 23.831486 19.115 19.011 18.789 18.769 18.878 0.022  0.010  0.010  0.012   0.03 1257140844549605120
0.101703 212.112418 23.831485 19.128 19.020 18.781 18.759 18.880 0.022  0.010  0.010  0.012   0.03 1257140844549605120
0.141013 212.112441 23.831498 19.102 19.011 18.770 18.748 18.905 0.022  0.009  0.010  0.012   0.04 1257140844549605120
0.141804 212.112443 23.831498 19.089 19.005 18.788 18.769 18.871 0.022  0.009  0.010  0.012   0.03 1257140844549605120
0.061229 212.196565 23.878211 21.150 19.919 19.204 18.928 18.606 0.086  0.017  0.012  0.013   0.03 1257147239756492288
0.061229 212.196565 23.878211 21.150 19.918 19.203 18.927 18.605 0.086  0.017  0.012  0.013   0.03 1257147239756492288
0.061510 212.196545 23.878206 21.255 19.901 19.165 18.917 18.544 0.091  0.016  0.012  0.014   0.03 1257147239756492288
0.090697 212.196563 23.878219 21.241 19.905 19.177 18.926 18.579 0.092  0.016  0.012  0.014   0.03 1257147239756492288
0.139008 212.196588 23.878223 21.038 19.911 19.200 18.926 18.595 0.079  0.017  0.012  0.013   0.03 1257147239756492288
0.034234 212.243638 23.919381 18.353 18.230 18.266 18.333 18.267 0.014  0.007  0.007  0.009   0.02 1257148889023934720
0.049075 212.243657 23.919383 18.416 18.231 18.275 18.349 18.232 0.015  0.006  0.007  0.009   0.02 1257148889023934720
0.074399 212.243654 23.919393 18.356 18.232 18.272 18.336 18.287 0.014  0.007  0.007  0.009   0.02 1257148889023934720
0.112601 212.243672 23.919394 18.405 18.228 18.272 18.346 18.212 0.015  0.006  0.007  0.009   0.02 1257148889023934720
0.052127 211.871460 24.144577 17.236 15.462 14.692 14.324 14.015 0.015  0.003  0.002  0.002   0.00 1257169951543806080
0.063453 211.871462 24.144580 17.257 15.471 14.705 14.340 14.037 0.015  0.003  0.002  0.002   0.00 1257169951543806080
0.063454 211.871462 24.144580 17.262 15.475 14.708 14.343 14.040 0.015  0.003  0.002  0.002   0.00 1257169951543806080
0.089985 213.276214 24.252787 19.485 19.587 19.376 19.284 19.291 0.032  0.013  0.014  0.017   0.05 1257219326487537152
0.098513 213.276212 24.252789 19.456 19.579 19.373 19.281 19.234 0.032  0.013  0.014  0.019   0.05 1257219326487537152
0.066685 212.912900 24.200623 18.630 18.655 18.551 18.307 18.097 0.017  0.008  0.009  0.009   0.02 1257226228499266688
0.075549 212.912911 24.200637 18.625 18.654 18.553 18.311 18.144 0.018  0.008  0.008  0.009   0.02 1257226228499266688
0.090350 212.912892 24.200615 18.612 18.649 18.552 18.297 18.075 0.017  0.008  0.009  0.009   0.02 1257226228499266688
0.097195 212.912920 24.200645 18.605 18.644 18.544 18.305 18.141 0.018  0.008  0.008  0.009   0.02 1257226228499266688
0.161079 212.912877 24.200639 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1257226228499266688
0.177138 212.912868 24.200631 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1257226228499266688
0.021012 213.363037 24.392320 18.765 18.697 18.678 18.631 18.540 0.019  0.008  0.009  0.011   0.03 1257244718334194304
0.036782 213.363040 24.392324 18.778 18.702 18.683 18.640 18.550 0.019  0.008  0.009  0.011   0.03 1257244718334194304
0.036782 213.363040 24.392324 18.778 18.701 18.683 18.640 18.550 0.019  0.008  0.009  0.011   0.03 1257244718334194304
0.040850 213.363048 24.392322 18.777 18.739 18.681 18.620 18.580 0.020  0.008  0.009  0.011   0.03 1257244718334194304
0.063889 213.363057 24.392320 18.767 18.734 18.681 18.610 18.547 0.020  0.008  0.009  0.011   0.03 1257244718334194304
0.069590 213.363018 24.392317 18.762 18.701 18.684 18.631 18.513 0.021  0.008  0.009  0.011   0.03 1257244718334194304
0.071930 213.363017 24.392310 18.785 18.709 18.687 18.637 18.540 0.021  0.008  0.009  0.011   0.02 1257244718334194304
0.071930 213.363017 24.392310 18.785 18.709 18.687 18.637 18.540 0.021  0.008  0.009  0.011   0.02 1257244718334194304
0.008507 213.565897 24.458808 19.328 19.120 19.025 18.929 18.820 0.028  0.010  0.011  0.014   0.04 1257246088428604544
0.024545 213.565900 24.458801 19.303 19.099 19.007 18.884 18.799 0.026  0.010  0.011  0.013   0.04 1257246088428604544
0.026291 213.565906 24.458803 19.325 19.118 19.028 18.908 18.840 0.026  0.010  0.011  0.013   0.04 1257246088428604544
0.026401 213.565907 24.458805 19.308 19.108 19.006 18.897 18.768 0.028  0.010  0.011  0.014   0.04 1257246088428604544
0.056079 213.386464 24.881662 17.836 17.783 17.728 17.894 17.899 0.012  0.005  0.006  0.007   0.02 1257277497524652160
0.060723 213.386473 24.881659 17.852 17.791 17.733 17.884 17.910 0.012  0.005  0.006  0.007   0.02 1257277497524652160
0.061212 213.386473 24.881659 17.830 17.778 17.727 17.897 17.875 0.012  0.005  0.006  0.007   0.02 1257277497524652160
0.061473 213.386471 24.881661 17.841 17.788 17.730 17.885 17.900 0.012  0.005  0.006  0.007   0.02 1257277497524652160
0.010260 212.981289 24.665403 19.951 19.152 18.874 18.782 18.725 0.041  0.010  0.010  0.012   0.04 1257291168405144704
0.011957 212.981289 24.665402 19.932 19.155 18.888 18.780 18.811 0.041  0.010  0.010  0.012   0.04 1257291168405144704
0.026529 212.981278 24.665403 20.045 19.187 18.869 18.751 18.803 0.040  0.010  0.010  0.012   0.03 1257291168405144704
0.027544 212.981280 24.665409 20.054 19.188 18.877 18.758 18.794 0.039  0.010  0.010  0.012   0.03 1257291168405144704
0.036245 212.981275 24.665403 19.940 19.164 18.898 18.788 18.803 0.040  0.010  0.010  0.012   0.04 1257291168405144704
0.048963 212.981271 24.665404 19.957 19.158 18.881 18.784 18.766 0.040  0.010  0.010  0.012   0.04 1257291168405144704
0.018208 212.864574 24.635986 17.896 16.620 16.199 16.005 15.816 0.013  0.004  0.003  0.004   0.00 1257293749681021696
0.023304 212.864561 24.635985 17.915 16.639 16.220 16.008 15.825 0.013  0.004  0.004  0.004   0.00 1257293749681021696
0.023304 212.864561 24.635985 17.916 16.639 16.221 16.008 15.825 0.013  0.004  0.004  0.004   0.00 1257293749681021696
0.035173 212.864560 24.635979 17.905 16.637 16.213 16.000 15.808 0.013  0.004  0.004  0.004   0.00 1257293749681021696
0.041031 212.864556 24.635989 17.902 16.624 16.203 16.009 15.822 0.013  0.004  0.003  0.004   0.00 1257293749681021696
0.061987 213.119268 24.816945 19.113 19.021 18.799 18.697 18.709 0.027  0.009  0.010  0.012   0.04 1257317659763843328
0.073813 213.119265 24.816951 19.117 19.020 18.805 18.706 18.735 0.026  0.009  0.010  0.012   0.04 1257317659763843328
0.073813 213.119265 24.816951 19.117 19.020 18.805 18.706 18.735 0.026  0.009  0.010  0.012   0.04 1257317659763843328
0.050162 213.028295 25.255050 19.153 18.904 18.882 18.681 18.765 0.024  0.009  0.010  0.012   0.03 1257348549168759040
0.050162 213.028295 25.255050 19.153 18.904 18.881 18.680 18.764 0.024  0.009  0.010  0.012   0.03 1257348549168759040
0.061851 213.028299 25.255048 19.133 18.897 18.862 18.661 18.743 0.025  0.009  0.010  0.012   0.03 1257348549168759040
0.008746 211.523074 24.119347 17.977 17.910 17.821 17.930 17.281 0.012  0.006  0.006  0.008   0.01 1257354257179352064
0.014547 211.523071 24.119344 17.914 17.896 17.811 17.906 17.315 0.013  0.006  0.006  0.008   0.01 1257354257179352064
0.033428 211.523067 24.119351 17.922 17.899 17.824 17.923 17.324 0.013  0.006  0.006  0.008   0.01 1257354257179352064
0.038704 211.523079 24.119356 17.954 17.938 17.851 17.934 17.281 0.012  0.006  0.006  0.008   0.01 1257354257179352064
0.038704 211.523079 24.119356 17.954 17.938 17.851 17.934 17.281 0.012  0.006  0.006  0.008   0.01 1257354257179352064
0.049282 211.523082 24.119358 17.942 17.935 17.843 17.921 17.281 0.012  0.006  0.006  0.008   0.01 1257354257179352064
0.057960 211.523060 24.119338 17.965 17.903 17.812 17.921 17.282 0.012  0.006  0.006  0.008   0.01 1257354257179352064
0.046893 211.792807 24.314896 18.871 18.696 18.498 18.307 18.203 0.021  0.008  0.008  0.009   0.02 1257362705380102528
0.075499 211.792797 24.314900 18.856 18.708 18.483 18.281 18.243 0.020  0.008  0.008  0.009   0.02 1257362705380102528
0.084821 211.792813 24.314907 18.858 18.689 18.494 18.304 18.178 0.021  0.008  0.008  0.009   0.02 1257362705380102528
0.087247 211.792785 24.314888 18.837 18.709 18.476 18.272 18.235 0.019  0.008  0.008  0.009   0.02 1257362705380102528
0.063023 211.764810 24.526939 18.649 18.573 18.538 18.438 18.231 0.019  0.008  0.009  0.010   0.02 1257402670051449600
0.067053 211.764807 24.526942 18.659 18.580 18.551 18.453 18.261 0.019  0.008  0.009  0.010   0.02 1257402670051449600
0.072661 211.507850 24.728929 19.181 19.089 18.770 18.688 18.601 0.025  0.010  0.010  0.012   0.03 1257435548025878784
0.084106 211.507851 24.728925 19.168 19.086 18.761 18.679 18.611 0.026  0.010  0.010  0.012   0.03 1257435548025878784
0.030762 211.422483 24.825255 18.303 17.892 17.832 17.726 17.755 0.015  0.006  0.006  0.007   0.01 1257448742165485056
0.038025 211.422494 24.825252 18.290 17.892 17.829 17.724 17.737 0.015  0.006  0.006  0.007   0.02 1257448742165485056
0.062105 211.422467 24.825252 18.281 17.887 17.826 17.716 17.764 0.014  0.006  0.006  0.007   0.01 1257448742165485056
0.069488 211.422464 24.825243 18.279 17.886 17.827 17.715 17.754 0.014  0.006  0.006  0.007   0.02 1257448742165485056
0.013602 211.457197 24.874292 18.504 18.283 18.054 18.108 18.026 0.017  0.006  0.007  0.008   0.02 1257473141874860032
0.032616 211.457209 24.874291 18.489 18.281 18.048 18.104 17.999 0.016  0.006  0.007  0.008   0.02 1257473141874860032
0.049961 211.457185 24.874293 18.516 18.269 18.054 17.999 17.955 0.016  0.006  0.007  0.008   0.02 1257473141874860032
0.063719 211.457180 24.874286 18.507 18.268 18.055 17.997 17.953 0.016  0.006  0.007  0.008   0.02 1257473141874860032
0.025992 211.531654 25.035083 20.530 18.981 18.061 17.564 17.234 0.062  0.009  0.007  0.006   0.01 1257479184893794432
0.025992 211.531654 25.035083 20.530 18.981 18.061 17.564 17.234 0.062  0.009  0.007  0.006   0.01 1257479184893794432
0.047705 211.531643 25.035092 20.531 18.975 18.061 17.561 17.231 0.062  0.009  0.007  0.006   0.01 1257479184893794432
0.083296 211.531634 25.035100 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1257479184893794432
0.036090 211.611478 25.040931 18.921 18.593 18.501 18.227 18.211 0.023  0.008  0.009  0.009   0.02 1257481968032605440
0.077722 211.611488 25.040922 18.933 18.608 18.508 18.241 18.227 0.022  0.008  0.009  0.009   0.02 1257481968032605440
0.058583 211.610861 25.155841 17.165 16.895 16.764 16.888 16.827 0.009  0.004  0.004  0.005   0.01 1257487603029752576
0.070675 211.610847 25.155849 17.165 16.898 16.766 16.892 16.832 0.009  0.004  0.004  0.005   0.01 1257487603029752576
0.070722 211.610847 25.155849 17.165 16.898 16.765 16.891 16.830 0.009  0.004  0.004  0.005   0.01 1257487603029752576
0.058958 212.220753 24.942070 18.504 18.476 18.288 18.292 18.396 0.018  0.007  0.008  0.009   0.03 1257510456550663680
0.059678 212.220752 24.942070 18.489 18.468 18.280 18.284 18.364 0.018  0.007  0.008  0.009   0.03 1257510456550663680
0.065539 212.220749 24.942074 18.487 18.468 18.277 18.282 18.355 0.018  0.007  0.007  0.009   0.03 1257510456550663680
0.032916 212.124752 25.048599 18.608 18.555 18.317 18.246 17.997 0.019  0.008  0.008  0.009   0.02 1257515163834828544
0.032916 212.124752 25.048599 18.608 18.555 18.317 18.246 17.997 0.019  0.008  0.008  0.009   0.02 1257515163834828544
0.035064 212.124750 25.048597 18.585 18.555 18.314 18.244 17.986 0.019  0.008  0.008  0.009   0.02 1257515163834828544
0.049518 212.287737 25.016940 19.421 18.611 18.339 18.247 18.051 0.030  0.008  0.008  0.009   0.02 1257517019260693504
0.067350 212.287733 25.016943 19.418 18.610 18.338 18.245 18.058 0.031  0.008  0.008  0.009   0.02 1257517019260693504
0.011199 212.745469 25.017575 18.112 16.349 15.578 15.220 14.932 0.020  0.003  0.003  0.003   0.00 1257525231238208512
0.011199 212.745469 25.017575 18.111 16.349 15.578 15.220 14.931 0.020  0.003  0.003  0.003   0.00 1257525231238208512
0.053732 212.745484 25.017571 18.009 16.305 15.539 15.175 14.891 0.019  0.003  0.003  0.003   0.00 1257525231238208512
0.072997 212.449944 25.323621 21.026 20.082 19.514 19.177 18.841 0.082  0.018  0.015  0.016   0.03 1257548488485829760
0.073143 212.449944 25.323621 21.017 20.075 19.509 19.175 18.841 0.082  0.018  0.015  0.016   0.03 1257548488485829760
0.034306 212.292192 25.508213 19.658 19.204 19.210 19.220 18.989 0.030  0.010  0.012  0.017   0.04 1257602776872600960
0.040957 212.292192 25.508211 19.652 19.206 19.196 19.202 18.984 0.032  0.010  0.012  0.020   0.04 1257602776872600960
0.071970 212.292202 25.508203 19.675 19.215 19.204 19.227 19.007 0.033  0.010  0.013  0.018   0.04 1257602776872600960
0.105492 212.292212 25.508197 19.661 19.198 19.193 19.211 18.990 0.034  0.010  0.012  0.018   0.04 1257602776872600960
0.004506 212.198020 25.538572 19.663 19.185 19.240 19.213 18.979 0.031  0.010  0.012  0.017   0.04 1257613535765798528
0.005353 212.198019 25.538570 19.661 19.186 19.249 19.218 18.972 0.029  0.010  0.012  0.017   0.04 1257613535765798528
0.013261 212.198018 25.538569 19.637 19.163 19.209 19.190 18.958 0.032  0.010  0.013  0.017   0.04 1257613535765798528
0.038628 212.198027 25.538562 19.628 19.150 19.204 19.184 18.953 0.033  0.010  0.012  0.017   0.04 1257613535765798528
0.050215 209.094083 23.739370 19.143 19.228 19.054 19.071 19.134 0.023  0.010  0.011  0.014   0.04 1257704962734535168
0.062079 209.094087 23.739372 19.170 19.237 19.068 19.087 19.177 0.023  0.010  0.011  0.014   0.04 1257704962734535168
0.092814 208.990207 24.041008 19.159 18.730 18.878 18.898 18.868 0.027  0.008  0.010  0.013   0.03 1257725990894483968
0.105540 208.990216 24.041013 19.155 18.725 18.879 18.893 18.837 0.027  0.008  0.010  0.012   0.03 1257725990894483968
0.088837 208.997896 24.054382 18.647 18.434 18.273 18.027 18.013 0.020  0.007  0.008  0.008   0.01 1257726025254224000
0.088837 208.997896 24.054382 18.647 18.434 18.272 18.026 18.012 0.020  0.007  0.008  0.008   0.01 1257726025254224000
0.100655 208.997904 24.054386 18.647 18.430 18.272 18.021 18.005 0.020  0.007  0.008  0.008   0.02 1257726025254224000
0.013198 210.730509 24.595947 19.060 19.030 18.756 18.837 19.022 0.022  0.009  0.010  0.012   0.04 1257819896059124864
0.013198 210.730509 24.595947 19.060 19.030 18.756 18.838 19.022 0.022  0.009  0.010  0.012   0.04 1257819896059124864
0.017991 210.730509 24.595949 19.049 19.024 18.753 18.853 18.902 0.023  0.010  0.010  0.012   0.03 1257819896059124864
0.027136 210.730502 24.595939 19.051 19.013 18.742 18.826 18.974 0.023  0.009  0.009  0.012   0.04 1257819896059124864
0.008991 209.864725 24.448412 18.668 18.785 18.386 18.315 18.302 0.020  0.009  0.008  0.009   0.02 1257846387417208192
0.031245 209.864716 24.448409 18.658 18.782 18.384 18.318 18.294 0.020  0.009  0.008  0.009   0.02 1257846387417208192
0.062533 209.770304 24.642244 18.829 18.619 18.713 18.621 18.778 0.022  0.008  0.010  0.012   0.03 1257862437710607744
0.069539 209.770311 24.642247 18.890 18.656 18.793 18.694 18.858 0.023  0.008  0.010  0.012   0.03 1257862437710607744
0.069589 209.770311 24.642247 18.890 18.657 18.794 18.695 18.861 0.023  0.008  0.010  0.012   0.03 1257862437710607744
0.030981 210.422142 25.017292 19.953 19.562 19.256 18.944 18.756 0.037  0.012  0.012  0.013   0.03 1257892326387997568
0.041475 210.422148 25.017304 19.966 19.574 19.261 18.915 18.819 0.039  0.012  0.013  0.013   0.03 1257892326387997568
0.049130 210.422145 25.017288 19.947 19.558 19.252 18.935 18.784 0.037  0.012  0.012  0.013   0.03 1257892326387997568
0.086235 210.422163 25.017303 19.931 19.563 19.249 18.908 18.792 0.038  0.012  0.013  0.013   0.03 1257892326387997568
0.053589 209.046364 24.258941 18.657 18.421 18.168 17.941 17.857 0.019  0.007  0.007  0.008   0.01 1257923769843623168
0.075362 209.046357 24.258944 18.643 18.404 18.125 17.926 17.912 0.018  0.007  0.007  0.008   0.02 1257923769843623168
0.075362 209.046357 24.258944 18.643 18.404 18.125 17.926 17.912 0.018  0.007  0.007  0.008   0.02 1257923769843623168
0.085283 209.046363 24.258951 18.671 18.424 18.167 17.942 17.870 0.019  0.007  0.007  0.008   0.01 1257923769843623168
0.085283 209.046363 24.258951 18.671 18.424 18.167 17.942 17.870 0.019  0.007  0.007  0.008   0.01 1257923769843623168
0.109471 209.046351 24.258951 18.633 18.397 18.115 17.919 17.897 0.018  0.007  0.007  0.008   0.02 1257923769843623168
0.055001 209.168235 24.516732 17.896 17.877 17.755 17.813 17.807 0.011  0.006  0.006  0.007   0.01 1257953933398500992
0.066916 209.168247 24.516744 17.895 17.876 17.755 17.814 17.797 0.011  0.006  0.006  0.007   0.01 1257953933398500992
0.092353 209.168231 24.516744 17.902 17.887 17.760 17.820 17.828 0.011  0.006  0.006  0.007   0.01 1257953933398500992
0.092353 209.168231 24.516744 17.902 17.887 17.760 17.820 17.828 0.011  0.006  0.006  0.007   0.01 1257953933398500992
0.110375 209.168218 24.516736 17.896 17.884 17.757 17.814 17.805 0.011  0.006  0.006  0.007   0.01 1257953933398500992
0.017578 209.248701 24.540537 18.180 18.116 17.965 17.941 17.988 0.015  0.006  0.007  0.008   0.02 1257954173916680704
0.020774 209.248710 24.540534 18.191 18.123 17.979 17.965 18.046 0.015  0.006  0.007  0.008   0.02 1257954173916680704
0.022171 209.248710 24.540535 18.179 18.117 17.971 17.947 17.999 0.015  0.006  0.007  0.008   0.02 1257954173916680704
0.067988 209.248695 24.540550 18.099 18.133 17.970 17.930 18.012 0.012  0.006  0.007  0.008   0.02 1257954173916680704
0.075651 209.248682 24.540540 18.093 18.127 17.969 17.930 18.002 0.012  0.006  0.007  0.008   0.02 1257954173916680704
0.086022 209.248704 24.540556 18.330 18.226 18.128 18.099 18.066 0.014  0.007  0.007  0.008   0.02 1257954173916680704
0.102804 209.248690 24.540558 18.125 18.109 17.972 17.932 17.980 0.013  0.006  0.006  0.008   0.02 1257954173916680704
0.128706 209.248698 24.540568 18.122 18.105 17.970 17.931 17.977 0.013  0.006  0.006  0.008   0.02 1257954173916680704
0.133103 209.248699 24.540569 18.137 18.110 17.974 17.940 17.997 0.013  0.006  0.006  0.008   0.02 1257954173916680704
0.045985 208.603738 24.501746 17.758 17.709 17.718 17.544 17.536 0.010  0.005  0.006  0.007   0.01 1257986059753706752
0.051214 208.603754 24.501754 17.768 17.713 17.721 17.554 17.528 0.010  0.005  0.006  0.007   0.01 1257986059753706752
0.051214 208.603754 24.501754 17.768 17.713 17.721 17.554 17.528 0.010  0.005  0.006  0.007   0.01 1257986059753706752
0.084097 208.603759 24.501763 17.736 17.718 17.731 17.572 17.541 0.011  0.005  0.006  0.006   0.01 1257986059753706752
0.095506 208.603723 24.501746 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  1257986059753706752
0.140100 208.603769 24.501776 17.723 17.715 17.730 17.566 17.531 0.011  0.005  0.006  0.006   0.01 1257986059753706752
0.071620 209.068352 25.030727 18.723 18.618 18.328 18.291 18.335 0.020  0.008  0.008  0.009   0.02 1258033304394499584
0.078463 209.068350 25.030728 18.723 18.612 18.329 18.291 18.305 0.020  0.008  0.008  0.009   0.02 1258033304394499584
