#angDist  RA_ICRS    DE_ICRS   umag   gmag   rmag   imag   zmag   e_umag e_gmag e_rmag e_imag  e_zm source_id          
0.062639 171.645764 20.756476 18.312 18.290 18.297 18.035 18.063 0.016  0.007  0.008  0.008   0.02 3978602066560996480
0.024144 172.619611 14.106596 18.079 17.730 17.509 17.510 17.561 0.012  0.005  0.006  0.006   0.01 3966087429509341312
0.028966 172.619613 14.106599 18.067 17.731 17.507 17.510 17.559 0.012  0.005  0.006  0.006   0.01 3966087429509341312
0.056781 172.619613 14.106608 18.027 17.720 17.489 17.499 17.574 0.012  0.006  0.006  0.007   0.01 3966087429509341312
0.063260 172.619608 14.106607 18.036 17.720 17.491 17.500 17.579 0.012  0.006  0.006  0.007   0.01 3966087429509341312
0.054186 174.630829 15.204254 18.895 18.613 18.582 18.464 18.492 0.018  0.008  0.009  0.011   0.03 3972241151276482048
0.054186 174.630829 15.204254 18.895 18.613 18.582 18.464 18.492 0.018  0.008  0.009  0.011   0.03 3972241151276482048
0.075404 174.630835 15.204251 18.884 18.606 18.580 18.464 18.497 0.018  0.008  0.009  0.011   0.03 3972241151276482048
0.048902 174.038639 15.062171 19.079 18.757 18.593 18.417 18.174 0.022  0.008  0.009  0.010   0.02 3972253726940370304
0.049272 174.038640 15.062171 19.094 18.778 18.608 18.434 18.208 0.022  0.008  0.009  0.010   0.02 3972253726940370304
0.070672 174.038648 15.062170 19.028 18.695 18.540 18.375 18.207 0.021  0.008  0.009  0.010   0.02 3972253726940370304
0.075935 174.038647 15.062174 19.072 18.754 18.590 18.415 18.168 0.022  0.008  0.009  0.010   0.02 3972253726940370304
0.090241 174.038652 15.062175 19.051 18.701 18.550 18.386 18.208 0.021  0.008  0.009  0.010   0.02 3972253726940370304
0.091077 174.038652 15.062174 19.079 18.719 18.567 18.412 18.247 0.021  0.008  0.009  0.010   0.02 3972253726940370304
0.055719 186.898831 25.762011 21.570 19.170 18.307 18.163 18.119 0.101  0.010  0.008  0.009   0.02 3960349726863566720
0.059900 186.898829 25.762002 21.597 19.181 18.304 18.162 18.152 0.102  0.010  0.008  0.009   0.02 3960349726863566720
0.013115 187.053269 25.826345 18.120 17.118 16.514 16.149 15.923 0.018  0.004  0.004  0.004   0.00 3960350968109482112
0.030654 187.053273 25.826349 18.175 17.138 16.533 16.171 15.930 0.018  0.004  0.004  0.004   0.00 3960350968109482112
0.066754 187.053284 25.826330 18.333 17.186 16.529 16.161 15.914 0.017  0.005  0.004  0.004   0.00 3960350968109482112
0.086997 187.053280 25.826320 18.355 17.203 16.540 16.169 15.927 0.017  0.005  0.004  0.004   0.00 3960350968109482112
0.019250 170.235996 21.848339 19.193 18.745 18.549 18.352 18.434 0.026  0.008  0.009  0.009   0.03 3990886841258851840
0.024851 170.235993 21.848328 19.204 18.748 18.550 18.356 18.416 0.025  0.008  0.009  0.009   0.03 3990886841258851840
0.007427 172.148091 21.043711 19.007 18.935 18.835 18.719 18.770 0.020  0.009  0.010  0.011   0.03 3978634536514228864
0.032400 172.148097 21.043716 18.982 18.929 18.829 18.711 18.745 0.020  0.009  0.010  0.011   0.03 3978634536514228864
0.060958 188.605401 25.052376 17.524 17.354 16.811 16.536 16.141 0.018  0.007  0.006  0.006   0.01 3960370033468926336
0.065751 188.605399 25.052376 18.042 17.907 17.857 17.751 17.575 0.014  0.006  0.007  0.007   0.01 3960370033468926336
0.075092 188.605399 25.052381 17.455 17.263 16.698 16.420 16.120 0.019  0.007  0.006  0.006   0.01 3960370033468926336
0.081090 188.605398 25.052382 18.040 17.963 17.905 17.752 17.601 0.014  0.006  0.007  0.007   0.01 3960370033468926336
0.032845 172.015574 21.124520 18.800 18.494 18.350 18.247 18.296 0.018  0.007  0.008  0.009   0.02 3978637697610185088
0.033924 172.015580 21.124517 18.780 18.492 18.348 18.241 18.269 0.018  0.007  0.008  0.009   0.02 3978637697610185088
0.013173 174.274953 15.246518 19.791 19.498 19.632 19.449 19.081 0.029  0.012  0.016  0.022   0.04 3972286093814302720
0.013173 174.274953 15.246518 19.791 19.498 19.632 19.450 19.083 0.029  0.012  0.016  0.022   0.04 3972286093814302720
0.041148 174.274960 15.246516 19.764 19.482 19.597 19.416 19.017 0.031  0.012  0.016  0.024   0.04 3972286093814302720
0.038763 170.902235 21.870768 18.335 18.206 17.851 17.437 17.396 0.016  0.007  0.007  0.007   0.01 3990923060718930176
0.038766 170.902235 21.870768 18.316 18.180 17.816 17.403 17.352 0.017  0.007  0.007  0.007   0.01 3990923060718930176
0.049949 170.902244 21.870769 18.316 18.178 17.815 17.399 17.346 0.017  0.007  0.007  0.007   0.02 3990923060718930176
0.027917 188.632358 25.366173 19.511 19.394 19.354 19.164 19.119 0.029  0.011  0.013  0.015   0.05 3960413189300385024
0.027917 188.632358 25.366173 19.511 19.393 19.354 19.164 19.119 0.029  0.011  0.013  0.015   0.05 3960413189300385024
0.051944 188.632362 25.366181 19.526 19.385 19.348 19.157 19.113 0.030  0.011  0.013  0.021   0.05 3960413189300385024
0.042916 188.812584 25.417619 18.700 18.632 18.334 18.120 18.068 0.018  0.008  0.008  0.009   0.01 3960416384756065920
0.075819 188.812593 25.417623 18.686 18.629 18.331 18.119 18.070 0.018  0.008  0.008  0.009   0.02 3960416384756065920
0.024390 188.748335 25.463109 19.208 19.061 18.967 18.749 18.777 0.024  0.010  0.011  0.012   0.03 3960419855089650944
0.062860 188.748346 25.463114 19.199 19.056 18.964 18.745 18.789 0.024  0.009  0.011  0.012   0.03 3960419855089650944
0.026470 171.124136 20.643085 18.363 18.064 17.754 17.716 17.421 0.018  0.006  0.006  0.007   0.01 3978690478463065728
0.044093 171.124148 20.643095 18.614 18.211 18.007 17.902 17.670 0.016  0.007  0.007  0.008   0.01 3978690478463065728
0.045941 171.124130 20.643082 18.564 18.217 17.939 17.974 17.663 0.019  0.006  0.006  0.008   0.01 3978690478463065728
0.052296 173.827111 14.385962 21.995 19.707 18.807 18.412 18.176 0.156  0.013  0.010  0.010   0.02 3966177172850299648
0.052296 173.827111 14.385962 21.995 19.707 18.807 18.412 18.176 0.156  0.013  0.010  0.010   0.02 3966177172850299648
0.065939 173.827119 14.385957 21.806 19.702 18.807 18.404 18.200 0.134  0.013  0.010  0.010   0.02 3966177172850299648
0.041918 188.319888 25.288661 19.070 17.378 16.560 16.218 15.904 0.027  0.005  0.004  0.004   0.00 3960435596145193216
0.066627 188.319894 25.288666 19.052 17.375 16.562 16.215 15.900 0.028  0.005  0.004  0.004   0.00 3960435596145193216
0.082039 170.948012 20.726742 19.133 18.551 18.501 18.493 18.308 0.021  0.008  0.008  0.010   0.02 3978706485806168704
0.084700 170.948013 20.726743 19.109 18.534 18.481 18.468 18.268 0.021  0.008  0.008  0.010   0.02 3978706485806168704
0.101280 170.948014 20.726748 19.102 18.530 18.478 18.466 18.244 0.021  0.008  0.008  0.010   0.02 3978706485806168704
0.018185 171.019288 20.872989 18.565 18.363 18.249 18.044 18.028 0.016  0.007  0.008  0.008   0.01 3978710200952853248
0.018185 171.019288 20.872989 18.565 18.364 18.249 18.044 18.028 0.016  0.007  0.008  0.008   0.01 3978710200952853248
0.038317 171.019295 20.872989 18.552 18.360 18.246 18.042 18.023 0.015  0.007  0.008  0.008   0.02 3978710200952853248
0.055501 175.390732 15.444684 17.331 17.297 17.224 16.800 16.897 0.008  0.004  0.005  0.005   0.01 3972351141094380544
0.072486 175.390731 15.444675 17.344 17.303 17.234 16.812 16.917 0.009  0.004  0.005  0.005   0.01 3972351141094380544
0.072486 175.390731 15.444675 17.344 17.303 17.234 16.812 16.917 0.009  0.004  0.005  0.005   0.01 3972351141094380544
0.092232 175.390743 15.444682 17.614 17.517 17.403 16.923 17.026 0.010  0.005  0.006  0.006   0.01 3972351141094380544
0.098718 175.390742 15.444675 17.618 17.520 17.404 16.924 17.027 0.010  0.005  0.006  0.006   0.01 3972351141094380544
0.098718 175.390742 15.444675 17.618 17.520 17.405 16.924 17.027 0.010  0.005  0.006  0.006   0.01 3972351141094380544
0.023703 171.346931 20.923863 18.415 18.426 18.393 18.041 18.057 0.014  0.007  0.008  0.008   0.02 3978713563912326144
0.035720 171.346924 20.923863 18.429 18.431 18.396 18.043 18.074 0.014  0.007  0.008  0.008   0.02 3978713563912326144
0.078996 174.125831 14.663527 19.135 18.991 18.950 18.683 18.669 0.021  0.009  0.011  0.012   0.03 3966188717723099264
0.086468 174.125828 14.663544 19.091 18.997 18.950 18.714 18.735 0.021  0.009  0.010  0.011   0.03 3966188717723099264
0.091190 174.125834 14.663523 19.127 18.986 18.950 18.684 18.628 0.021  0.009  0.011  0.012   0.03 3966188717723099264
0.116373 174.125838 14.663544 19.075 18.994 18.948 18.711 18.734 0.021  0.009  0.010  0.011   0.03 3966188717723099264
0.054521 170.473687 20.518971 18.859 18.102 18.010 17.896 17.647 0.021  0.006  0.006  0.007   0.01 3978720710737980416
0.066987 170.473674 20.518973 18.878 18.103 18.010 17.898 17.657 0.021  0.006  0.006  0.007   0.01 3978720710737980416
0.066987 170.473674 20.518973 18.878 18.103 18.010 17.898 17.657 0.021  0.006  0.006  0.007   0.01 3978720710737980416
0.067796 175.619418 15.738958 19.581 19.084 19.062 19.051 18.813 0.028  0.009  0.011  0.017   0.04 3972366220723954048
0.070089 175.619418 15.738957 19.614 19.097 19.078 19.078 18.832 0.028  0.009  0.011  0.017   0.04 3972366220723954048
0.105418 175.619428 15.738955 19.563 19.080 19.062 19.055 18.813 0.028  0.009  0.011  0.017   0.04 3972366220723954048
0.036601 175.667777 15.802563 19.073 18.976 18.997 18.778 18.726 0.020  0.009  0.011  0.014   0.03 3972366976638204032
0.068735 175.667787 15.802558 19.062 18.972 18.994 18.768 18.740 0.020  0.009  0.011  0.014   0.04 3972366976638204032
0.036045 188.564958 25.597827 18.945 18.864 18.578 18.745 18.437 0.020  0.009  0.009  0.012   0.02 3960472326705534592
0.037061 188.564958 25.597827 18.945 18.875 18.590 18.772 18.825 0.020  0.009  0.009  0.013   0.03 3960472326705534592
0.045709 188.564959 25.597830 18.945 18.861 18.574 18.756 18.793 0.020  0.009  0.009  0.018   0.04 3960472326705534592
0.052481 170.552745 20.919114 21.687 19.569 18.525 18.075 17.787 0.112  0.013  0.008  0.008   0.01 3978749263680201856
0.053655 170.552745 20.919120 21.619 19.561 18.522 18.076 17.771 0.106  0.013  0.008  0.008   0.01 3978749263680201856
0.077416 174.599750 15.682795 21.111 18.764 18.359 18.218 18.144 0.078  0.008  0.008  0.009   0.02 3972406868294505216
0.077416 174.599750 15.682795 21.111 18.764 18.359 18.218 18.144 0.078  0.008  0.008  0.009   0.02 3972406868294505216
0.104896 174.599757 15.682790 21.054 18.765 18.361 18.217 18.138 0.075  0.008  0.008  0.009   0.02 3972406868294505216
0.049878 170.814984 21.274360 18.123 17.951 17.967 17.950 17.832 0.013  0.006  0.007  0.008   0.01 3978788433781925760
0.049878 170.814984 21.274360 18.123 17.951 17.967 17.950 17.832 0.013  0.006  0.007  0.008   0.01 3978788433781925760
0.091735 170.814999 21.274371 18.113 17.949 17.964 17.949 17.829 0.013  0.006  0.007  0.008   0.01 3978788433781925760
0.068925 173.375750 14.799694 21.132 18.699 18.220 17.941 17.854 0.074  0.008  0.008  0.008   0.02 3966252248878900480
0.068925 173.375750 14.799694 21.133 18.699 18.220 17.941 17.855 0.074  0.008  0.008  0.008   0.02 3966252248878900480
0.102966 173.375760 14.799695 21.113 18.701 18.220 17.937 17.841 0.073  0.008  0.008  0.008   0.02 3966252248878900480
0.094587 174.938370 16.115421 20.115 19.331 18.741 18.571 18.349 0.052  0.013  0.010  0.012   0.03 3972446381993874048
0.094588 174.938370 16.115421 20.115 19.332 18.742 18.571 18.349 0.052  0.013  0.010  0.012   0.03 3972446381993874048
0.098938 174.938375 16.115413 20.117 19.337 18.742 18.579 18.346 0.052  0.013  0.010  0.012   0.03 3972446381993874048
0.098939 174.938375 16.115413 20.116 19.337 18.742 18.579 18.346 0.052  0.013  0.010  0.012   0.03 3972446381993874048
0.105111 174.938376 16.115418 20.083 19.318 18.727 18.547 18.357 0.051  0.013  0.010  0.012   0.03 3972446381993874048
0.116651 174.938381 16.115410 20.095 19.325 18.742 18.580 18.333 0.051  0.013  0.010  0.012   0.03 3972446381993874048
0.073512 189.571621 25.739336 19.086 18.849 18.746 18.822 18.721 0.021  0.009  0.009  0.013   0.03 3960531356736053760
0.080948 189.571637 25.739346 19.080 18.848 18.744 18.820 18.693 0.021  0.009  0.009  0.013   0.03 3960531356736053760
0.068631 189.589399 26.130045 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3960559115109071104
0.077745 189.589398 26.130047 20.310 19.185 19.014 19.046 18.828 0.048  0.010  0.011  0.015   0.04 3960559115109071104
0.096184 189.589396 26.130052 20.250 19.176 19.009 19.040 18.757 0.046  0.010  0.011  0.018   0.03 3960559115109071104
0.436529 189.589496 26.129942 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3960559115109071104
0.018607 171.960687 14.180527 18.797 18.724 18.490 18.496 18.556 0.017  0.008  0.008  0.011   0.03 3966287398891592192
0.034745 171.960688 14.180532 18.786 18.717 18.483 18.491 18.547 0.017  0.008  0.008  0.011   0.03 3966287398891592192
0.039508 172.192838 14.277350 18.106 17.922 17.712 17.679 17.674 0.012  0.006  0.007  0.008   0.01 3966294824890088960
0.039508 172.192838 14.277350 18.106 17.922 17.712 17.679 17.672 0.012  0.006  0.007  0.008   0.01 3966294824890088960
0.068557 172.192848 14.277349 18.100 17.920 17.711 17.679 17.672 0.012  0.006  0.007  0.008   0.02 3966294824890088960
0.018501 189.045400 26.013150 17.433 16.125 15.501 15.085 14.745 0.051  0.007  0.006  0.007   0.01 3960577153972989952
0.031658 189.045389 26.013148 19.557 19.114 18.965 18.484 18.500 0.031  0.010  0.011  0.012   0.03 3960577153972989952
0.065199 171.282589 21.339504 19.527 19.068 19.015 18.948 18.858 0.028  0.010  0.011  0.013   0.03 3978873409710156288
0.071936 171.282596 21.339506 19.498 19.064 19.013 18.949 18.852 0.028  0.010  0.011  0.017   0.03 3978873409710156288
0.114484 174.116038 15.644267 19.163 19.063 18.911 18.921 18.910 0.022  0.009  0.010  0.015   0.04 3972504724829812096
0.115152 174.116038 15.644267 19.163 19.062 18.907 18.915 18.892 0.022  0.009  0.010  0.015   0.04 3972504724829812096
0.122924 174.116046 15.644269 19.138 19.058 18.900 18.897 18.872 0.022  0.009  0.010  0.015   0.04 3972504724829812096
0.113148 174.261927 15.782462 19.160 18.706 18.656 18.449 18.377 0.021  0.008  0.009  0.011   0.03 3972507615342804480
0.128304 174.261942 15.782459 19.153 18.704 18.653 18.456 18.357 0.021  0.008  0.009  0.011   0.03 3972507615342804480
0.041785 174.155583 15.808703 19.868 19.053 18.841 18.889 18.654 0.035  0.009  0.010  0.012   0.03 3972508435681512832
0.043339 174.155581 15.808694 19.690 18.969 18.739 18.831 18.570 0.031  0.009  0.010  0.013   0.03 3972508435681512832
0.062091 174.155587 15.808693 19.734 18.981 18.752 18.849 18.577 0.031  0.009  0.010  0.013   0.03 3972508435681512832
0.079240 174.155593 15.808694 19.895 19.058 18.840 18.889 18.657 0.034  0.009  0.010  0.012   0.03 3972508435681512832
0.039194 174.039855 15.846888 18.465 16.847 16.218 15.871 15.635 0.024  0.004  0.004  0.004   0.00 3972520019208333056
0.041137 174.039859 15.846868 18.466 16.832 16.199 15.887 15.645 0.022  0.004  0.003  0.004   0.00 3972520019208333056
0.041138 174.039859 15.846868 18.468 16.834 16.201 15.889 15.647 0.022  0.004  0.003  0.004   0.00 3972520019208333056
0.047124 174.039857 15.846867 18.427 16.813 16.184 15.870 15.625 0.022  0.004  0.003  0.004   0.00 3972520019208333056
0.048568 174.039848 15.846880 18.514 16.859 16.237 15.894 15.653 0.023  0.004  0.004  0.004   0.00 3972520019208333056
0.048568 174.039848 15.846880 18.512 16.857 16.236 15.892 15.651 0.023  0.004  0.004  0.004   0.00 3972520019208333056
0.090096 189.244753 26.154470 18.468 18.288 18.078 17.886 18.008 0.016  0.007  0.007  0.008   0.02 3960603267372880512
0.118238 189.244749 26.154480 18.465 18.286 18.075 17.887 17.992 0.016  0.007  0.007  0.008   0.02 3960603267372880512
0.031723 173.557774 15.645406 19.252 18.540 18.477 18.485 18.320 0.023  0.007  0.008  0.011   0.03 3972536301429248896
0.067541 173.557784 15.645407 19.226 18.535 18.471 18.484 18.319 0.022  0.007  0.008  0.011   0.03 3972536301429248896
0.075317 171.873233 21.680731 20.045 18.948 18.667 18.597 18.533 0.040  0.009  0.009  0.010   0.02 3978906665641897856
0.075499 171.873233 21.680731 20.043 18.947 18.665 18.273 17.897 0.040  0.009  0.009  0.009   0.01 3978906665641897856
0.059009 173.507621 15.841370 19.555 18.777 18.537 18.373 18.336 0.029  0.008  0.009  0.009   0.02 3972544204168611840
0.061100 173.507617 15.841374 19.540 18.813 18.516 18.405 18.289 0.029  0.008  0.008  0.010   0.02 3972544204168611840
0.071491 173.507624 15.841372 19.529 18.770 18.526 18.364 18.334 0.030  0.008  0.009  0.009   0.02 3972544204168611840
0.078982 173.507621 15.841377 19.563 18.816 18.524 18.411 18.320 0.029  0.008  0.008  0.010   0.02 3972544204168611840
0.033612 172.544396 14.643888 18.867 18.693 18.708 18.851 18.780 0.018  0.008  0.009  0.013   0.03 3966330799536399616
0.033804 172.544402 14.643887 18.843 18.687 18.699 18.845 18.751 0.018  0.008  0.009  0.013   0.03 3966330799536399616
0.033864 172.544396 14.643888 18.869 18.701 18.717 18.862 18.811 0.018  0.008  0.009  0.013   0.03 3966330799536399616
0.035668 172.544391 14.643901 18.939 18.745 18.764 18.869 18.827 0.019  0.008  0.010  0.012   0.03 3966330799536399616
0.068782 172.544381 14.643899 18.949 18.750 18.765 18.874 18.827 0.020  0.008  0.010  0.012   0.03 3966330799536399616
0.069129 172.544381 14.643899 18.959 18.755 18.771 18.882 18.842 0.020  0.008  0.010  0.012   0.03 3966330799536399616
0.012988 171.359491 21.641096 18.343 18.280 18.083 18.086 18.188 0.014  0.007  0.007  0.008   0.02 3978914224784212608
0.037453 171.359496 21.641103 18.337 18.276 18.080 18.086 18.159 0.014  0.007  0.007  0.008   0.02 3978914224784212608
0.024846 188.989472 26.223303 19.455 19.178 19.019 18.751 18.712 0.025  0.011  0.011  0.012   0.03 3960618591816213760
0.034719 188.989472 26.223309 19.455 19.171 19.009 18.737 18.684 0.026  0.011  0.011  0.012   0.03 3960618591816213760
0.026012 173.150300 15.813963 19.867 19.178 19.130 19.054 18.860 0.035  0.010  0.011  0.014   0.03 3972552592240246400
0.027292 173.150300 15.813963 19.903 19.196 19.149 19.079 18.904 0.035  0.010  0.012  0.014   0.03 3972552592240246400
0.044258 173.150303 15.813970 19.837 19.174 19.127 19.044 18.868 0.035  0.010  0.011  0.014   0.03 3972552592240246400
0.044744 173.150295 15.813951 19.911 19.176 19.138 19.069 18.884 0.035  0.010  0.012  0.015   0.04 3972552592240246400
0.045007 173.150295 15.813951 19.968 19.188 19.147 19.078 18.917 0.037  0.010  0.012  0.015   0.04 3972552592240246400
0.051618 173.150291 15.813949 19.869 19.166 19.139 19.072 18.884 0.034  0.010  0.012  0.015   0.04 3972552592240246400
0.017616 171.623826 14.454428 18.211 18.087 17.965 18.092 18.028 0.013  0.006  0.007  0.008   0.02 3966357393973721600
0.039771 171.623832 14.454432 18.197 18.084 17.963 18.089 18.021 0.013  0.006  0.007  0.008   0.02 3966357393973721600
0.004143 173.781348 15.981253 19.349 19.133 19.014 18.911 18.752 0.027  0.010  0.011  0.013   0.03 3972575231012421760
0.009189 173.781345 15.981255 19.155 18.912 18.844 18.737 18.661 0.028  0.010  0.011  0.015   0.04 3972575231012421760
0.011515 173.781350 15.981252 19.121 18.904 18.836 18.722 18.652 0.028  0.010  0.011  0.015   0.04 3972575231012421760
0.013315 173.781351 15.981253 19.248 19.128 19.022 18.915 18.814 0.024  0.010  0.011  0.015   0.04 3972575231012421760
0.022246 173.781354 15.981256 19.213 19.109 19.021 18.912 18.804 0.024  0.009  0.011  0.015   0.04 3972575231012421760
0.022707 173.781341 15.981255 19.375 19.136 19.010 18.918 18.777 0.025  0.010  0.011  0.013   0.03 3972575231012421760
0.029431 173.781352 15.981247 19.226 19.105 19.010 18.871 18.795 0.024  0.009  0.011  0.015   0.04 3972575231012421760
0.040906 173.781351 15.981243 19.262 19.124 19.028 18.893 18.823 0.024  0.010  0.011  0.015   0.04 3972575231012421760
0.031843 171.983393 14.565964 18.158 17.806 17.515 17.176 17.206 0.013  0.006  0.006  0.006   0.01 3966361448422843648
0.036124 171.983395 14.565964 18.105 17.799 17.510 17.122 17.180 0.012  0.005  0.006  0.006   0.01 3966361448422843648
0.050717 171.983401 14.565967 18.091 17.794 17.508 17.119 17.166 0.012  0.005  0.006  0.006   0.01 3966361448422843648
0.056053 171.983402 14.565966 18.154 17.804 17.511 17.172 17.198 0.013  0.006  0.006  0.006   0.01 3966361448422843648
0.031898 173.485733 15.939027 19.727 19.279 18.801 18.452 18.311 0.032  0.010  0.010  0.010   0.02 3972580762930282624
0.046656 173.485744 15.939018 19.758 19.186 18.751 18.391 18.271 0.042  0.012  0.011  0.011   0.03 3972580762930282624
0.072958 173.485741 15.939037 19.889 19.264 18.778 18.424 18.356 0.036  0.010  0.010  0.011   0.03 3972580762930282624
0.037382 174.270541 19.923789 17.564 15.837 15.039 14.671 14.348 0.015  0.003  0.002  0.002   0.00 3978961542439520000
0.103109 174.270524 19.923799 17.610 15.852 15.048 14.685 14.357 0.016  0.003  0.002  0.002   0.00 3978961542439520000
0.103118 174.270524 19.923799 17.612 15.854 15.049 14.689 14.363 0.016  0.003  0.002  0.002   0.00 3978961542439520000
0.083505 174.641411 16.019770 20.585 19.671 19.102 18.709 18.588 0.073  0.016  0.013  0.013   0.04 3972608594318735616
0.092052 174.641426 16.019784 20.459 19.658 19.112 18.683 18.641 0.052  0.013  0.012  0.012   0.03 3972608594318735616
0.099529 174.641427 16.019780 20.522 19.660 19.115 18.687 18.666 0.054  0.013  0.012  0.012   0.03 3972608594318735616
0.163014 174.641432 16.019757 20.491 19.606 19.058 18.653 18.603 0.050  0.012  0.011  0.011   0.03 3972608594318735616
0.177105 174.641431 16.019752 20.522 19.609 19.063 18.662 18.617 0.051  0.012  0.011  0.011   0.02 3972608594318735616
0.186202 174.641431 16.019748 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3972608594318735616
0.035254 170.097564 22.454203 20.329 18.413 17.770 17.538 17.527 0.045  0.007  0.006  0.007   0.01 3991202401096249088
0.048221 170.097558 22.454201 20.336 18.418 17.773 17.539 17.535 0.044  0.007  0.006  0.007   0.01 3991202401096249088
0.083323 187.965293 25.871567 19.101 18.952 18.903 18.725 18.569 0.025  0.009  0.010  0.012   0.03 3960687929768265728
0.086171 187.965287 25.871568 19.127 18.949 18.898 18.723 18.573 0.025  0.009  0.010  0.012   0.02 3960687929768265728
0.043887 170.170856 22.650687 18.811 18.752 18.515 18.538 18.743 0.018  0.008  0.008  0.010   0.03 3991209513562435584
0.075597 170.170847 22.650683 18.816 18.757 18.518 18.541 18.747 0.018  0.008  0.008  0.011   0.03 3991209513562435584
0.075597 170.170847 22.650683 18.816 18.757 18.518 18.541 18.747 0.018  0.008  0.008  0.011   0.03 3991209513562435584
0.049466 174.138372 16.089731 19.385 18.996 18.871 18.575 18.497 0.032  0.011  0.012  0.013   0.03 3972622647451303680
0.037206 172.648363 14.776587 18.664 18.509 18.276 18.253 18.360 0.016  0.007  0.008  0.009   0.02 3966427998940546304
0.037206 172.648363 14.776587 18.665 18.509 18.277 18.253 18.360 0.016  0.007  0.008  0.009   0.02 3966427998940546304
0.052693 172.648372 14.776590 18.655 18.508 18.276 18.253 18.359 0.016  0.007  0.008  0.009   0.03 3966427998940546304
0.026456 174.816752 16.260461 19.382 18.917 18.628 18.597 18.391 0.029  0.010  0.009  0.012   0.03 3972645462318045696
0.026456 174.816752 16.260461 19.382 18.917 18.628 18.597 18.391 0.029  0.010  0.009  0.012   0.03 3972645462318045696
0.038067 174.816755 16.260459 19.378 18.913 18.624 18.599 18.362 0.030  0.010  0.009  0.012   0.03 3972645462318045696
0.018746 174.791080 16.282336 17.814 17.639 17.830 17.738 17.562 0.012  0.006  0.007  0.007   0.02 3972645737195956224
0.022469 174.791079 16.282338 17.826 17.643 17.837 17.749 17.565 0.012  0.006  0.007  0.007   0.01 3972645737195956224
0.052479 174.791091 16.282333 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3972645737195956224
0.075023 174.791095 16.282342 99.999 99.999 99.999 99.999 99.999 9.999  9.999  9.999  9.999  9.999  3972645737195956224
0.005560 187.240797 26.062862 19.089 18.689 18.542 18.533 18.358 0.022  0.008  0.009  0.011   0.02 3960730776362104320
0.005560 187.240797 26.062862 19.089 18.689 18.542 18.533 18.357 0.022  0.008  0.009  0.011   0.02 3960730776362104320
0.027923 187.240795 26.062871 19.091 18.694 18.548 18.544 18.334 0.023  0.008  0.009  0.011   0.02 3960730776362104320
0.025798 173.633539 15.113823 19.581 19.407 19.176 19.159 19.166 0.030  0.011  0.012  0.016   0.05 3966451810239141504
0.050430 173.633539 15.113831 19.545 19.400 19.167 19.160 19.160 0.030  0.011  0.012  0.016   0.05 3966451810239141504
0.059828 173.633548 15.113826 19.682 19.527 19.238 19.274 19.172 0.030  0.012  0.013  0.015   0.04 3966451810239141504
0.084107 173.633551 15.113834 19.670 19.522 19.223 19.282 19.165 0.032  0.012  0.012  0.022   0.04 3966451810239141504
0.062650 174.584011 20.377792 18.988 18.907 18.856 18.686 18.673 0.021  0.009  0.010  0.011   0.02 3979046441057677440
0.110404 174.584025 20.377795 18.977 18.904 18.851 18.686 18.676 0.021  0.009  0.010  0.011   0.03 3979046441057677440
0.054488 173.916715 16.164864 19.419 19.132 18.974 18.663 18.542 0.031  0.011  0.011  0.012   0.03 3972673087547119872
0.080039 173.916701 16.164864 19.426 19.137 18.970 18.661 18.536 0.030  0.011  0.011  0.012   0.03 3972673087547119872
0.054220 188.073778 26.281948 19.004 18.786 18.523 18.557 18.547 0.019  0.008  0.009  0.011   0.03 3960751667082705920
0.058247 188.073766 26.281952 19.010 18.796 18.535 18.566 18.577 0.019  0.008  0.009  0.011   0.03 3960751667082705920
0.066946 173.802866 16.264059 18.948 18.586 18.357 18.410 17.924 0.024  0.008  0.008  0.010   0.02 3972686556564570880
0.085265 173.802863 16.264063 18.955 18.591 18.364 18.416 17.940 0.022  0.008  0.008  0.010   0.02 3972686556564570880
0.028577 175.013878 20.359922 19.361 19.109 18.652 18.260 18.305 0.029  0.010  0.009  0.009   0.02 3979079082808750592
0.035184 175.013876 20.359926 19.363 19.114 18.653 18.263 18.310 0.026  0.010  0.009  0.009   0.02 3979079082808750592
0.012677 187.709540 26.476049 19.709 19.514 19.242 18.854 18.940 0.033  0.013  0.013  0.014   0.04 3960773210638694656
0.041027 187.709542 26.476058 19.708 19.503 19.247 18.859 18.938 0.033  0.013  0.013  0.014   0.04 3960773210638694656
0.025852 174.885488 20.393749 18.937 18.787 18.738 18.550 18.574 0.020  0.009  0.009  0.010   0.02 3979090627680848768
0.025852 174.885488 20.393749 18.937 18.787 18.738 18.550 18.574 0.020  0.009  0.009  0.010   0.02 3979090627680848768
0.044956 174.885494 20.393750 18.929 18.785 18.733 18.548 18.559 0.020  0.009  0.009  0.010   0.02 3979090627680848768
0.142492 175.038913 20.699590 17.251 15.471 14.645 14.218 13.893 0.016  0.003  0.002  0.002   0.00 3979105990779521024
0.154853 175.038917 20.699591 17.162 15.405 14.565 14.144 13.829 0.016  0.003  0.002  0.002   0.00 3979105990779521024
