Filename,Object_name,RA,Dec,GAIA_ID,GAIA_Gmag,Type,Subtype,Method,Chi2,z,z_std,AB,AB_std,compoM_AB,compoM_AB_std,best_compoM_extinct_params,best_compoM_Chi2,LOF_val,SDSS-u,err_SDSS-u,SDSS-g,err_SDSS-g,SDSS-r,err_SDSS-r,SDSS-i,err_SDSS-i,SDSS-z,err_SDSS-z,SDSS_phot_method,UKIDSS_Y,err_UKIDSS_Y,UKIDSS_J,err_UKIDSS_J,UKIDSS_H,err_UKIDSS_H,UKIDSS_K,err_UKIDSS_K,UKIDSS_phot_method,WISE_W1,err_WISE_W1,WISE_W2,err_WISE_W2,WISE_W3,err_WISE_W3,WISE_W4,err_WISE_W4,WISE_phot_method
spec-1975-53734-0085.fits,SDSS J124445.49+311233.7,191.1895419971899,31.209366000947544,1.5133466732319232e+18,18.964181900024414,QSO,QSO,xPCA,8870.57295469664,2.717027286272107,0.0003518446265159852,,,0.1341240796263737,0.005377039948307544,MW,11780.052258500662,-1.8102497562297188,20.171,0.047,19.177,0.011,19.094,0.012,19.035,0.016,18.848,0.04,Surveyphotometry.dat crossmatch,99.999,99.999,17.992,0.041,17.529,0.046,17.099,0.056,Surveyphotometry.dat crossmatch,16.136,0.055,15.038,0.07,11.418,0.166,8.982,0.487,Surveyphotometry.dat crossmatch
spec-2009-53857-0523.fits,SDSS J131222.10+293747.7,198.0920958987482,29.629931246277824,1.4626692588916974e+18,18.52851104736328,QSO,QSO,xPCA,7399.7850802502435,0.2463786468730389,2.0778087881498604e-05,,,0.8967339662545393,0.007345384688455137,LMC,7882.654775952716,-2.8811647013129926,18.358,0.018,18.305,0.007,17.975,0.007,17.605,0.007,17.398,0.02,Surveyphotometry.dat crossmatch,99.999,99.999,16.702,0.012,15.871,0.014,14.75,0.009,Surveyphotometry.dat crossmatch,13.482,0.025,12.61,0.024,10.198,0.056,7.849,0.162,Surveyphotometry.dat crossmatch
spec-2117-54115-0514.fits,SDSS J135417.90+334859.8,208.5746324746592,33.81661193054181,1.4587662674909996e+18,18.250858306884766,QSO,QSO,xPCA,41613.601892177365,2.2513402870268306,0.00017540908103846423,,,0.18406744945249318,0.0012372623965913182,SMC,60357.07068288115,-1.3768344761092488,18.754,0.021,18.158,0.006,18.029,0.007,17.979,0.008,17.736,0.01,Surveyphotometry.dat crossmatch,99.999,99.999,16.886,0.019,16.356,0.018,15.522,0.017,Surveyphotometry.dat crossmatch,14.865,0.031,13.491,0.031,10.101,0.051,8.37,0.26,Surveyphotometry.dat crossmatch
sdssJ130548+244845_combined.dat,sdssJ130548+244845_combined,196.45300962838067,24.812774370560746,3.957183614412036e+18,,QSO,QSO,xPCA,134.69003735609581,1.02,0.01,,,7.692509910040956e-09,0.0006548376768873629,MW,596.3184802275887,-1.2154353218279224,19.81,0.033,19.528,0.012,19.203,0.012,19.278,0.016,19.292,0.05,Surveyphotometry.dat crossmatch,99.999,99.999,18.389,0.091,17.784,0.064,17.108,0.063,Surveyphotometry.dat crossmatch,15.493,0.041,14.435,0.052,11.898,0.301,99.999,99.999,Surveyphotometry.dat crossmatch
spec-2119-53792-0366.fits,SDSS J135650.26+260446.2,209.2094458352369,26.079483598577276,1.4503632799390587e+18,18.819358825683594,QSO,QSO,xPCA,3399.769871918403,1.1539221382043836,0.00028340275285892893,,,0.023765948223366164,0.004510560918553853,MW,4008.884923184959,-1.1102480255265235,19.109,0.024,18.959,0.009,18.742,0.009,18.679,0.011,18.708,0.03,Surveyphotometry.dat crossmatch,99.999,99.999,18.133,0.041,17.538,0.037,16.626,0.035,Surveyphotometry.dat crossmatch,15.169,0.034,13.677,0.032,10.625,0.078,7.947,0.192,Surveyphotometry.dat crossmatch
spec-6486-56328-0846.fits,SDSS J131707.49+294119.5,199.2812105550561,29.688758739111773,1.4626975326602542e+18,18.20993423461914,BAL_QSO,QSO,xPCA,140846.17340360046,2.254666817907074,0.0001502272410568652,,,0.270175309533045,0.000614490935790496,SMC,259719.6120144366,-1.4721590813545762,19.737,0.036,18.997,0.01,18.795,0.01,18.607,0.013,18.299,0.02,Surveyphotometry.dat crossmatch,99.999,99.999,17.252,0.021,16.842,0.032,16.014,0.024,Surveyphotometry.dat crossmatch,15.357,0.039,14.087,0.04,10.529,0.079,8.407,0.285,Surveyphotometry.dat crossmatch
spec-2020-53431-0591.fits,spec-2020-53431-0591,190.5791776600253,34.234858333307066,1.5152383829875584e+18,18.864009857177734,QSO,QSO,xPCA,6302.452851326625,0.1784468503635117,3.105483108309689e-05,,,1.0095380227028978,0.004631759567669258,SMC,48534.516987223185,-1.2722824330554308,19.198,0.026,18.65,0.008,18.114,0.007,17.732,0.007,17.604,0.01,Surveyphotometry.dat crossmatch,99.999,99.999,16.331,0.012,15.55,0.01,14.661,0.009,Surveyphotometry.dat crossmatch,13.81,0.025,12.884,0.025,9.876,0.043,7.364,0.126,Surveyphotometry.dat crossmatch
spec-2653-54230-0339.fits,SDSS J132846.41+221429.4,202.19337345328543,22.241520637249348,1.4424872376307052e+18,18.997541427612305,QSO,QSO,xPCA,5194.812644098451,1.6154122050514752,0.0003007436049223215,,,0.2018261445349328,0.003742617797172637,SMC,5879.25393149784,-1.4746364946422061,19.483,0.026,19.28,0.01,19.05,0.011,18.79,0.012,18.681,0.02,Surveyphotometry.dat crossmatch,99.999,99.999,17.779,0.036,17.103,0.027,16.864,0.042,Surveyphotometry.dat crossmatch,15.763,0.045,14.717,0.059,11.83,0.261,9.098,0.487,Surveyphotometry.dat crossmatch
spec-1994-53845-0388.fits,SDSS J125338.20+322005.8,193.40918488397276,32.33496728608442,1.5139203434236475e+18,18.188133239746094,QSO,QSO,xPCA,8282.17250049455,2.0946936113603676,0.0003421183433927666,,,0.06856235352304625,0.00176768455019128,SMC,9135.359321329677,-1.096934981608049,18.857,0.023,18.644,0.008,18.529,0.009,18.404,0.01,18.142,0.03,Surveyphotometry.dat crossmatch,99.999,99.999,17.34,0.027,16.977,0.039,16.285,0.037,Surveyphotometry.dat crossmatch,15.313,0.037,14.326,0.044,10.776,0.088,8.666,0.34,Surveyphotometry.dat crossmatch
spec-2245-54208-0326.fits,SDSS J132836.74+272250.0,202.15310331075227,27.38056378841913,1.449237173873813e+18,18.923076629638672,QSO,QSO-MIDZ,xPCA,5303.033191466104,1.153426236398687,0.00042777718855493757,,,0.19450142571227894,0.006320217682833598,LMC,5877.270868480877,-1.5414027255626657,19.588,0.03,19.441,0.011,19.074,0.011,19.021,0.014,19.149,0.04,Surveyphotometry.dat crossmatch,99.999,99.999,18.112,0.05,17.539,0.058,16.916,0.058,Surveyphotometry.dat crossmatch,15.365,0.039,13.989,0.036,10.803,0.092,8.268,0.282,Surveyphotometry.dat crossmatch
SDSS_J1359_3126_combined.dat,SDSS_J1359_3126_combined,209.8638884430396,31.437424475366697,1.454478339644579e+18,,STAR,K5_-1.0_Dwarf.fits,Stellar-templates,199.31815342151302,,,,,7.15680990327392,0.2522660159446888,LMC,677.8252814258789,-1.6100818859619808,21.777,0.155,19.105,0.011,18.038,0.007,17.549,0.006,17.219,0.01,Surveyphotometry.dat crossmatch,99.999,99.999,16.086,0.009,15.517,0.013,15.376,0.017,Surveyphotometry.dat crossmatch,15.269,0.033,15.306,0.076,99.999,99.999,99.999,99.999,Surveyphotometry.dat crossmatch
spec-2028-53818-0202.fits,SDSS J134324.83+331232.2,205.85349307075347,33.20896560569587,1.458451837228754e+18,18.88431739807129,QSO,QSO-MIDZ,xPCA,4448.222996914572,1.0203781759539745,0.0003799424561346241,,,0.05931089984877935,0.003713476058339136,MW,5599.966673876568,-1.109650303236627,19.203,0.027,18.892,0.008,18.606,0.009,18.654,0.011,18.68,0.03,Surveyphotometry.dat crossmatch,99.999,99.999,17.832,0.047,17.301,0.039,16.27,0.033,Surveyphotometry.dat crossmatch,14.697,0.03,13.366,0.03,10.365,0.066,8.096,0.217,Surveyphotometry.dat crossmatch
spec-2114-53848-0370.fits,SDSS J134826.53+284317.3,207.1105666455478,28.72150661799509,1.4522271239467986e+18,18.323396682739258,QSO,QSO,xPCA,7937.806724316932,2.047403766609423,0.00027126490277187663,,,3.99201613605904e-12,0.00020683838018255028,MW,8404.86116612853,-1.1556137289100545,18.964,0.022,18.894,0.009,18.779,0.011,18.599,0.013,18.354,0.03,Surveyphotometry.dat crossmatch,99.999,99.999,17.426,0.028,16.855,0.026,16.424,0.037,Surveyphotometry.dat crossmatch,15.565,0.041,14.609,0.05,11.379,0.144,99.999,99.999,Surveyphotometry.dat crossmatch
spec-6496-56363-0972.fits,SDSS J134444.32+315007.6,206.18471758006407,31.835484534578,1.456614866832098e+18,17.79931640625,BAL_QSO,QSO,xPCA,19175.849067013718,1.437325700983052,0.00017218181157936058,,,0.30920314182167097,0.0014635823008844473,SMC,22804.931553634946,-1.0308993304906404,18.426,0.017,17.842,0.006,17.524,0.005,17.292,0.006,17.218,0.01,Surveyphotometry.dat crossmatch,99.999,99.999,16.297,0.01,15.69,0.013,15.315,0.013,Surveyphotometry.dat crossmatch,13.947,0.026,12.503,0.023,9.392,0.035,6.943,0.082,Surveyphotometry.dat crossmatch
spec-2239-53726-0258.fits,SDSS J124641.86+285906.3,191.67444646155465,28.98512513511761,3.9628743429998505e+18,18.725357055664062,QSO,QSO-MIDZ,xPCA,3832.5719406029316,0.8282265012008356,0.00024068423930971916,,,0.026644221836853967,0.00541640612679937,SMC,4533.713074036982,-1.3387363438318556,19.15,0.026,18.925,0.01,18.89,0.011,18.895,0.014,18.653,0.04,Surveyphotometry.dat crossmatch,99.999,99.999,17.422,0.026,17.091,0.029,16.142,0.027,Surveyphotometry.dat crossmatch,14.523,0.029,13.356,0.031,10.564,0.081,7.828,0.219,Surveyphotometry.dat crossmatch
spec-2023-53851-0150.fits,SDSS J131958.47+343425.5,199.99365645988803,34.57375076947493,1.4731109385669384e+18,18.591970443725586,QSO,QSO-MIDZ,xPCA,3695.429937660848,1.3800714784064936,0.0003486427363639923,,,0.051309232814356454,0.004964884550442927,MW,4048.532756437208,-1.2784135102521847,19.397,0.026,19.226,0.01,18.922,0.01,18.843,0.013,18.794,0.03,Surveyphotometry.dat crossmatch,99.999,99.999,17.874,0.043,17.149,0.054,16.667,0.063,Surveyphotometry.dat crossmatch,15.314,0.036,13.947,0.035,11.171,0.099,99.999,99.999,Surveyphotometry.dat crossmatch
spec-6003-56311-0727.fits,SDSS J133901.05+281424.5,204.75439411545625,28.24016425970424,1.4549548791510328e+18,18.98890495300293,QSO,QSO,xPCA,22300.14576822925,2.517825175669125,0.00011583154036586308,,,0.31982830688173985,0.004718278717447483,MW,44616.737659053724,-1.4106015029867116,20.188,0.05,19.137,0.01,19.101,0.012,19.146,0.016,18.756,0.04,Surveyphotometry.dat crossmatch,99.999,99.999,18.002,0.045,17.453,0.047,16.511,0.04,Surveyphotometry.dat crossmatch,15.879,0.05,14.972,0.069,12.123,0.287,8.598,0.388,Surveyphotometry.dat crossmatch
spec-2666-54230-0352.fits,SDSS J133754.40+234317.4,204.47669776725303,23.721503708912824,1.4438155550519327e+18,17.825532913208008,QSO,QSO-MIDZ,xPCA,4255.750457021582,0.9732858424365278,0.0002194119042344228,,,0.17080329802434613,0.0025648932378149886,SMC,5612.327337257804,-1.0864597272935712,18.394,0.015,18.167,0.006,17.916,0.007,17.983,0.008,17.864,0.01,Surveyphotometry.dat crossmatch,99.999,99.999,16.339,0.01,16.304,0.014,15.465,0.014,Surveyphotometry.dat crossmatch,13.957,0.026,12.713,0.025,9.891,0.053,7.252,0.096,Surveyphotometry.dat crossmatch
spec-2246-53767-0125.fits,SDSS J134108.19+251043.9,205.2841469904812,25.17887968827901,1.4451266496528492e+18,18.72694206237793,QSO,QSO,xPCA,4103.5615468766955,1.9350894134959313,0.0002999767367425583,,,0.0631423558777088,0.002646905214053929,SMC,4737.9054955433385,-1.1659702077583407,18.896,0.022,18.959,0.01,18.88,0.011,18.602,0.012,18.43,0.03,Surveyphotometry.dat crossmatch,99.999,99.999,17.486,0.027,17.013,0.049,16.42,0.038,Surveyphotometry.dat crossmatch,15.51,0.038,14.586,0.049,11.752,0.169,9.068,0.516,Surveyphotometry.dat crossmatch
spec-2109-53468-0352.fits,SDSS J133102.95+324716.1,202.76232000855404,32.787818490738246,1.469108583099993e+18,18.371522903442383,QSO,QSO-MIDZ,xPCA,9301.599608936154,1.7897458063358362,0.0004840965181327079,,,0.6882415252249748,0.003250870049955834,SMC,14333.479616662707,-1.7125866319130727,19.856,0.033,19.3,0.011,18.606,0.009,18.204,0.008,18.165,0.02,Surveyphotometry.dat crossmatch,99.999,99.999,16.873,0.018,16.328,0.027,15.776,0.023,Surveyphotometry.dat crossmatch,15.036,0.03,14.186,0.037,11.213,0.133,8.289,0.263,Surveyphotometry.dat crossmatch
spec-2119-53792-0281.fits,SDSS J135424.90+243006.3,208.60375126178567,24.50174044125764,1.2579860597537068e+18,17.58994483947754,QSO,QSO,xPCA,4639.375787436088,1.8850762568287796,0.0004230279753380196,,,6.279575061438232e-10,2.4597700923834417e-05,LMC,11361.779580246426,-1.0009997034817537,17.758,0.01,17.709,0.005,17.718,0.006,17.544,0.007,17.536,0.01,Surveyphotometry.dat crossmatch,99.999,99.999,16.648,0.014,16.34,0.017,15.903,0.023,Surveyphotometry.dat crossmatch,14.801,0.032,13.363,0.03,9.976,0.047,7.937,0.165,Surveyphotometry.dat crossmatch
spec-6005-56090-0364.fits,SDSS J135256.37+250915.3,208.23486655658192,25.154268546724555,1.4501894540224932e+18,18.191774368286133,QSO,QSO,xPCA,6794.195906254818,1.9291474426710287,0.0005272291713500513,,,6.416526652456428e-12,1.6491750415160013e-05,SMC,16565.63960433141,-1.0007698468245028,18.69,0.02,18.562,0.008,18.46,0.009,18.372,0.01,18.281,0.02,Surveyphotometry.dat crossmatch,99.999,99.999,17.467,0.028,17.153,0.044,16.636,0.049,Surveyphotometry.dat crossmatch,15.331,0.037,14.208,0.04,10.858,0.09,8.774,0.372,Surveyphotometry.dat crossmatch
spec-2652-54508-0396.fits,SDSS J132111.20+221612.1,200.29667727321396,22.27003006265244,1.4426831267947548e+18,18.681140899658203,QSO,QSO-MIDZ,xPCA,4067.2440549013136,0.9454048757180975,0.0004829006026976673,,,0.766484205630289,0.004618230431778669,SMC,7756.623290396899,-1.1707846713786065,19.482,0.027,19.09,0.01,18.727,0.009,18.463,0.01,18.152,0.02,Surveyphotometry.dat crossmatch,99.999,99.999,16.455,0.011,15.938,0.01,14.922,0.009,Surveyphotometry.dat crossmatch,13.775,0.025,12.59,0.024,9.188,0.033,6.738,0.073,Surveyphotometry.dat crossmatch
spec-6489-56329-0352.fits,SDSS J132202.29+285840.8,200.5095548644868,28.978048147025685,1.4616784228195384e+18,18.729944229125977,QSO,QSO,xPCA,92852.57468703334,3.312200091141472,0.0002431502815094285,,,0.17997844340298094,0.0011477668227533877,SMC,101543.15620092752,-2.903071380930936,20.729,0.062,19.23,0.01,18.689,0.009,18.49,0.01,18.254,0.02,Surveyphotometry.dat crossmatch,99.999,99.999,16.961,0.015,16.593,0.019,16.008,0.024,Surveyphotometry.dat crossmatch,15.093,0.034,14.481,0.045,11.09,0.136,8.423,0.301,Surveyphotometry.dat crossmatch
spec-2109-53468-0073.fits,SDSS J133926.81+322706.8,204.8617368694267,32.4519215600433,1.4688894323912166e+18,18.626985549926758,QSO,QSO-MIDZ,xPCA,3498.9212726610904,0.9137711353393543,0.0004413361249685024,,,0.5331112434005552,0.0078052687842098956,SMC,4032.305925562689,-1.6526579843172409,19.467,0.026,19.326,0.011,19.02,0.011,18.158,0.008,17.333,0.01,Surveyphotometry.dat crossmatch,99.999,99.999,17.465,0.029,16.957,0.043,15.854,0.025,Surveyphotometry.dat crossmatch,14.01,0.03,12.724,0.027,10.032,0.054,8.024,0.266,Surveyphotometry.dat crossmatch
spec-2663-54234-0333.fits,SDSS J130845.71+252417.8,197.19048500979048,25.404932438271786,1.4592298447844818e+18,18.613805770874023,QSO,QSO,xPCA,4808.284441188574,2.083238519262937,0.0006518483563368971,,,1.951340743990785e-09,5.4516352918886204e-05,LMC,8885.635489837343,-1.0721527452803987,18.696,0.02,18.472,0.007,18.403,0.008,18.342,0.009,18.209,0.02,Surveyphotometry.dat crossmatch,99.999,99.999,17.444,0.025,17.032,0.029,16.422,0.031,Surveyphotometry.dat crossmatch,15.489,0.043,14.317,0.051,10.725,0.088,8.531,0.32,Surveyphotometry.dat crossmatch
spec-5997-56309-0921.fits,SDSS J132246.82+272633.0,200.69510308478812,27.44250422729981,1.4493812786159447e+18,18.818410873413086,BAL_QSO,QSO,xPCA,10099.566135725603,2.0176286039977778,0.0005062811306116296,,,0.31253294720907987,0.0016325164043221874,SMC,26000.556633718184,-1.1554160208282027,19.518,0.029,19.484,0.013,19.11,0.012,18.769,0.013,18.576,0.03,Surveyphotometry.dat crossmatch,99.999,99.999,17.716,0.031,17.18,0.033,16.617,0.037,Surveyphotometry.dat crossmatch,15.85,0.044,15.006,0.066,11.914,0.243,99.999,99.999,Surveyphotometry.dat crossmatch
spec-1994-53845-0154.fits,SDSS J125404.65+312611.5,193.5194180234514,31.43652371606586,1.4656998865985267e+18,18.952110290527344,QSO,QSO-MIDZ,xPCA,4131.708690116567,1.49020145112634,0.0006720410530577711,,,1.277030952230411e-10,9.591596164480165e-05,LMC,6848.1322996597855,-1.503023742738009,19.23,0.027,18.922,0.009,18.869,0.011,18.745,0.013,18.91,0.04,Surveyphotometry.dat crossmatch,99.999,99.999,18.125,0.043,17.557,0.084,17.054,0.065,Surveyphotometry.dat crossmatch,15.68,0.042,14.24,0.041,11.239,0.158,8.668,0.36,Surveyphotometry.dat crossmatch
spec-2236-53729-0092.fits,SDSS J124035.17+261334.4,190.1465215358544,26.22622949751479,3.961302316249937e+18,18.51167106628418,QSO,QSO,xPCA,3529.2923322882207,1.5528727209422264,0.0003298522830832456,,,7.76651998735025e-10,0.00028110732411610294,SMC,3952.172746054421,-1.2483944524388895,19.305,0.023,19.115,0.01,19.039,0.011,18.828,0.014,18.898,0.04,Surveyphotometry.dat crossmatch,99.999,99.999,17.785,0.04,17.291,0.038,16.87,0.055,Surveyphotometry.dat crossmatch,15.621,0.044,14.285,0.045,11.282,0.137,99.999,99.999,Surveyphotometry.dat crossmatch
spec-2002-53471-0040.fits,SDSS J132613.76+285143.7,201.557353885572,28.862144575810657,1.4499784508690703e+18,18.405471801757812,QSO,QSO-MIDZ,xPCA,4326.731797571405,1.3004559024399294,0.0004824548208232827,,,1.417343092934356e-10,1.2532515822419874e-05,LMC,16130.096068295614,-1.078180023343273,18.131,0.014,18.021,0.006,17.853,0.006,17.826,0.008,17.879,0.02,Surveyphotometry.dat crossmatch,99.999,99.999,17.776,0.029,16.853,0.024,16.528,0.035,Surveyphotometry.dat crossmatch,14.985,0.032,13.775,0.032,11.144,0.12,8.439,0.269,Surveyphotometry.dat crossmatch
