angDist,source_id,ra,dec,l,b,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ref_epoch,JName,ra,dec,yAperMag3,j_1AperMag3,hAperMag3,kAperMag3,yAperMag3Err,j_1AperMag3Err,hAperMag3Err,kAperMag3Err,sourceID,mode,epoch,mergedClass
0.160316,3961189444509588096,191.96405882963845,26.36649089230651,256.34089795071264,88.89562911432293,-0.11804906016394276,0.15461083,0.09746890456654064,0.13507006,0.05260699951902759,0.15202636,18.138384,1046.1489705549168,1.6548427,18.372301,17.745813,0.62648773,2016.0,J124751.38+262159.4,191.964100,+26.366516,17.883,17.530,16.750,16.397,0.022,0.025,0.022,0.032,433799228469,1,2010.1656,-1
0.214035,3961189444509588096,191.96405882963845,26.36649089230651,256.34089795071264,88.89562911432293,-0.11804906016394276,0.15461083,0.09746890456654064,0.13507006,0.05260699951902759,0.15202636,18.138384,1046.1489705549168,1.6548427,18.372301,17.745813,0.62648773,2016.0,J124751.38+262159.5,191.964102,+26.366536,17.922,17.570,16.741,16.601,0.023,0.025,0.021,0.039,433799233335,2,2010.1656,-2
0.185131,3961207625107052672,190.65421351538373,25.538465451685795,251.25067885187931,87.46363839241637,0.07176971697688132,0.24918114,-0.050026601965777254,0.26525667,0.23262753471552003,0.25699198,18.943003,498.59205359227445,2.420958,19.150827,18.556698,0.59412956,2016.0,J124237.01+253218.6,190.654240,+25.538511,18.399,18.138,17.694,17.155,0.035,0.046,0.043,0.066,433800274568,1,2010.1633,-1
0.191735,3961214424039096832,190.73885436523088,25.71751246098423,249.06293019895332,87.63434270218781,-0.04121192209295847,0.19590776,-0.16650546583715087,0.1972691,-0.0017257688309631107,0.19202079,18.673935,638.8118457804158,4.4198284,18.739708,18.395063,0.34464455,2016.0,J124257.33+254303.0,190.738911,+25.717528,18.413,17.355,17.199,16.240,0.037,0.024,0.032,0.030,433800029742,1,2010.1656,1
0.324543,3961214424039096832,190.73885436523088,25.71751246098423,249.06293019895332,87.63434270218781,-0.04121192209295847,0.19590776,-0.16650546583715087,0.1972691,-0.0017257688309631107,0.19202079,18.673935,638.8118457804158,4.4198284,18.739708,18.395063,0.34464455,2016.0,J124257.30+254303.1,190.738765,+25.717553,18.716,17.467,17.118,16.372,0.048,0.028,0.032,0.034,433800005824,2,2010.1656,1
0.203884,3961219273058336896,190.44982113162433,25.68347162350899,246.19057815857533,87.40291255795842,0.06750741423789607,0.2133033,-0.0361366502559185,0.21182494,-0.2541495179813522,0.2005569,18.41829,808.4090922228827,3.6300545,18.200682,17.131102,1.0695801,2016.0,J124147.94+254100.3,190.449769,+25.683440,16.758,16.152,15.365,14.477,0.010,0.009,0.007,0.007,433799996826,1,2010.1656,1
0.122977,3961219474920607104,190.30838948265546,25.558672913773076,246.83229728239735,87.22703005786934,-0.20908842905558464,0.19884129,0.09464576734265664,0.16073985,0.1820263524379085,0.15639612,18.423895,804.2459614086317,3.8486624,18.535978,18.150843,0.38513565,2016.0,J124114.02+253331.2,190.308427,+25.558669,18.067,17.797,17.460,16.917,0.032,0.040,0.039,0.054,433800239161,1,2010.1633,-1
0.157457,3961269816233444864,190.20565752884448,25.750376738868187,242.4433300013614,87.2532885802843,-0.12168246754020871,0.48734593,-0.042929164660996645,0.45125657,0.011521401577294588,0.44857842,18.423471,804.5588671066711,5.7491407,16.690739,15.395757,1.294982,2016.0,J124049.36+254501.2,190.205668,+25.750334,14.975,14.461,13.812,13.428,0.004,0.003,0.003,0.003,433799972710,1,2010.1656,1
0.089154,3961277547174583680,190.39996231808027,25.880816085413734,241.92126791335107,87.47015843752222,-0.23431315099255537,0.14336628,-0.10324550965310311,0.1481215,-0.11855243086723265,0.1595463,18.12712,1057.0596327776548,2.6814647,18.192257,17.79614,0.39611626,2016.0,J124135.99+255251.0,190.399975,+25.880838,17.645,17.399,16.780,15.855,0.022,0.024,0.023,0.021,433799726318,1,2010.1656,1
0.318967,3961297540246285184,190.26653053373468,26.097116675091648,236.32622591607173,87.46286918346817,-0.3237141375583447,0.2236716,0.2327024524072746,0.17292374,0.10959509070348214,0.18042,18.543434,720.3995788476634,1.7125163,18.835781,18.025438,0.8103428,2016.0,J124103.99+260549.6,190.266627,+26.097135,17.379,17.109,16.509,15.755,0.017,0.021,0.018,0.021,433799473827,1,2010.1656,-1
0.127776,3961302316249937024,190.14652153585442,26.22622949751479,232.72911842956668,87.4135400556442,0.030652735425465243,0.18005371,-0.0967990452953778,0.1645268,0.1922031900529787,0.158041,18.511671,741.7848472509925,1.6005812,18.680449,18.199987,0.48046112,2016.0,J124035.17+261334.5,190.146549,+26.226255,18.288,17.785,17.291,16.870,0.035,0.040,0.038,0.055,433799451915,1,2010.1656,-1
