angDist,source_id,ra,dec,l,b,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ref_epoch,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M
0.111757,3957987082533657728,192.64406233071725,24.985593533905455,297.7234095366977,87.84862367956711,-0.0937790067133485,0.22110876,0.09665575561457651,0.2188139,0.29744511467207874,0.20621336,18.691835,628.3656115940029,3.3054209,18.801651,18.472725,0.3289261,2016.0,J125034.56+245908.2,192.6440383,+24.9856157,0.0537,0.0528,9.7,14.463,13.167,10.426,8.105,,,,0.029,0.028,0.073,0.255,,,,1932124201351065682,0000,0,111n,AAAB,118,152,116,155,
0.153423,3958000139234257408,192.96029457375457,25.077365235530024,305.48180090457066,87.94711839812534,-0.27463431431156077,0.25220585,-0.14479691585858886,0.22958949,0.21146524010168907,0.21620634,18.856586,539.8982282848954,1.44362,19.058746,18.537663,0.52108383,2016.0,J125150.46+250438.5,192.9602507,+25.0773807,0.1121,0.1012,17.3,15.824,14.518,11.576,8.655,,,,0.048,0.052,0.195,,,,,1933125701351009067,0000,0,11nn,AABU,541,359,112,396,
0.030331,3958015085720485248,192.8167452947234,25.22808993595973,301.7661855685344,88.09945301152787,-0.004423375554942273,0.21226111,0.3059020553723366,0.23460126,0.05374466660802525,0.21454045,18.748854,596.2185103840096,1.6798314,19.018616,18.419498,0.5991173,2016.0,J125116.02+251341.1,192.8167546,+25.2280893,0.1241,0.1141,14.4,15.943,14.918,11.181,8.542,,,,0.050,0.067,0.127,,,,,1933125701351009092,0000,0,00nn,AABU,61,424,-124,460,
0.111404,3958039721652877440,192.51801467972146,25.161825049992032,293.9962367075236,88.00983166554967,0.2006911680767131,0.19629514,0.2518688111920603,0.18211517,-0.01837774220205171,0.17847227,18.559599,709.7523695713094,1.5718,18.705055,18.269695,0.43535995,2016.0,J125004.32+250942.6,192.5180258,+25.1618543,0.0925,0.0866,8.3,15.480,14.213,11.314,8.896,,,,0.042,0.043,0.143,0.443,,,,1933125701351011839,0000,0,11nn,AABC,322,273,286,294,
0.258965,3958054943017124224,192.1272825705542,25.30160790342352,282.98986264521494,88.05885180587097,0.25554962869942077,0.18583526,-0.038833983290534564,0.17006263,-0.16925864327614082,0.19759491,18.586788,692.1993058592982,2.4423575,18.806858,18.177542,0.62931633,2016.0,J124830.56+251805.7,192.1273613,+25.3015975,0.1229,0.1147,11.6,15.907,14.728,11.027,8.801,,,,0.052,0.060,0.140,0.533,,,,1916125701351021831,0000,0,000n,AABC,156,420,-54,451,
1.112092,3958060371855841792,192.4245650758362,25.477469978375428,289.54629345709486,88.30380803604041,0.34695790704285884,0.23315716,-0.08644451659938503,0.20308241,-0.058881757346613404,0.23801747,18.8035,566.953421877137,3.38777,18.968143,18.49391,0.47423363,2016.0,J124941.91+252839.9,192.4246619,+25.4777663,0.1238,0.1128,13.9,15.717,14.942,11.955,8.861,,,,0.046,0.075,0.317,,,,,1916125701351024380,0000,0,00nn,AABU,375,383,698,420,
0.786772,3958075352701777536,192.86953322587235,25.504483702767605,303.25212661215966,88.3762087011341,-0.20198856247325767,0.24630705,-0.2095895457221516,0.23341152,0.12909465720715685,0.23688948,18.87044,533.0537190496714,1.5117471,19.092844,18.57676,0.5160847,2016.0,J125128.66+253016.8,192.8694186,+25.5046762,0.1432,0.1317,14.0,16.082,15.144,11.234,9.040,,,,0.055,0.081,0.142,0.505,,,,1933125701351017792,0000,0,00nn,AABC,-136,505,-332,544,
0.065852,3943674297294334080,199.37835923401045,22.279397214664108,355.0264073156671,82.34860555116101,0.22902444334349792,0.21841104,0.12369960073386266,0.113359526,-0.2617449921268831,0.17638722,18.63435,662.531777376852,1.7286803,18.837515,18.282333,0.5551815,2016.0,J131730.80+221645.8,199.3783396,+22.2793997,0.0713,0.0665,6.9,15.045,13.650,10.677,7.804,,,,0.034,0.035,0.094,0.161,,,,1987122701351023746,0000,0,1100,AAAB,86,222,233,232,
0.107694,3943876671857771904,197.43743696814786,22.44222728670497,345.48716604891956,83.73773986884241,-0.07735884695659395,0.17928958,-0.15297161484239383,0.22562997,-0.11905783243458198,0.1628755,18.14616,1038.6828477453878,1.8964028,18.334736,17.762442,0.57229424,2016.0,J130944.98+222631.9,197.4374361,+22.4421974,0.0683,0.0639,12.1,15.129,13.738,10.288,7.977,16.731,16.390,15.743,0.033,0.035,0.067,0.211,0.125,0.234,0.183,1971122701351020964,0000,0,000n,AAAB,260,286,92,271,0.509
0.086959,3943881619660112512,197.61684854153248,22.524656853784613,347.12065000792796,83.68990280425756,0.18105437750297718,0.26280293,0.2409775143651645,0.31145576,-0.0018224034876534873,0.2248083,18.960482,490.62988371978,2.064796,19.074203,18.5475,0.5267029,2016.0,J131028.04+223128.8,197.6168553,+22.5246802,0.1195,0.1085,12.4,16.039,14.799,12.013,8.496,,,,0.048,0.058,0.273,,,,,1971122701351023632,0000,0,00nn,AABU,568,402,-285,438,
0.120331,3943909867660329472,197.98921366516888,22.33805924463039,348.23962510304233,83.31939434311131,0.24177354763089115,0.25448832,0.02583832486479894,0.20332628,0.13282926989578375,0.22156404,18.6607,646.6462447184712,2.4027953,18.826729,18.292593,0.5341358,2016.0,J131157.40+222016.9,197.9891949,+22.3380307,0.1232,0.1138,9.8,15.904,14.936,11.221,9.011,,,,0.049,0.066,0.147,0.495,,,,1987122701351013421,0000,0,00nn,AABC,-40,423,-161,452,
0.082550,3943914334426348288,198.24681805419323,22.426492083901174,350.22406977446605,83.21714160670994,0.3222517146029221,0.47574425,-0.5271657913179172,0.495387,-0.04798322320544047,0.40021282,17.98554,1204.289562608446,9.572649,16.28449,15.081361,1.2031298,2016.0,J131259.23+222535.4,198.2468214,+22.4265148,0.0412,0.0384,141.2,12.079,12.148,11.436,8.454,13.821,13.170,12.840,0.022,0.022,0.175,,0.073,0.079,0.064,1987122701351015803,0000,5,22nn,AABU,0,49,0,52,0.173
0.168240,3943940993287785216,198.40354739683494,22.60274928496508,352.15172606012976,83.23559991729019,-0.1993145881485164,0.26478913,-0.2777956877961417,0.28273925,0.029803300516559182,0.20031099,18.806005,565.6456080057959,1.5874965,18.99844,18.385462,0.612978,2016.0,J131336.85+223610.0,198.4035791,+22.6027857,0.1274,0.1159,14.5,16.074,14.693,11.213,8.642,,,,0.055,0.057,0.155,,,,,1987122701351034857,0000,0,01nn,AABU,-46,428,-30,466,
0.056976,3943967901258441856,198.11741893398266,22.64380893776674,350.8328039999804,83.45488673244782,-0.05678187641413796,0.1840532,0.33861563330559613,0.1855141,-0.05381422675168389,0.15120013,18.155005,1030.2554483675553,6.145283,18.179956,17.049973,1.1299839,2016.0,J131228.18+223837.7,198.1174272,+22.6438228,0.0453,0.0439,98.6,13.678,12.745,9.885,7.515,16.274,15.512,14.806,0.026,0.025,0.051,0.144,0.109,0.130,0.095,1987122701351037371,0000,0,110n,AAAB,164,65,146,415,0.211
0.415048,3943991334600324480,197.90438944227358,22.915503094364333,351.36323119929233,83.78492287550732,-1.3871240148993926,0.7335034,0.22369395298090208,0.7592822,-0.1691345826231443,0.5990894,18.726507,608.6165215054102,7.1425605,15.927452,14.442056,1.4853964,2016.0,J131137.04+225456.2,197.9043670,+22.9156165,0.0306,0.0298,141.8,10.354,10.366,7.411,5.174,12.918,12.294,11.877,0.021,0.021,0.016,0.033,0.099,0.109,0.088,1971122701351049180,0000,5,3111,AAAA,-263,55,-329,69,0.396
0.293098,3943996175027702912,198.39477515232653,22.861197265005757,353.74907230026304,83.41560438648159,-0.015693782957818043,0.26012817,-0.002394467561386464,0.30910772,0.010182510519750257,0.21522775,18.804031,566.6755819140535,1.3153236,19.018461,18.4153,0.60316086,2016.0,J131334.73+225140.5,198.3947403,+22.8612721,0.1093,0.1008,10.9,15.803,14.636,10.731,8.477,,,,0.046,0.058,0.094,0.405,,,,1987122701351034818,0000,0,110n,AAAC,-176,376,434,405,
0.126589,3944009163008976256,198.40412251378663,23.09521651629957,355.3625892306337,83.56177826247176,0.3556493375567633,0.19450238,0.05067531407577962,0.18930332,0.04550769929837418,0.15775108,18.408903,815.4282391737745,1.9846953,18.622002,18.048046,0.57395554,2016.0,J131336.99+230542.9,198.4041280,+23.0952513,0.0706,0.0668,12.6,15.164,13.831,10.948,8.364,,,,0.034,0.035,0.106,0.283,,,,1987122701351042605,0000,0,000n,AAAB,383,210,138,219,
0.125060,3944025415165243776,198.3086680614585,23.2050292089694,355.61709017553363,83.69949188822837,-0.08354025650401523,0.23672287,0.09825150461556795,0.25917968,-0.04614013011648914,0.19269626,18.767273,586.188753799339,1.7460494,18.815428,18.239128,0.57629967,2016.0,J131314.08+231218.2,198.3086782,+23.2050627,0.0677,0.0649,8.2,14.846,13.847,11.310,8.423,,,,0.032,0.036,0.140,,,,,1987122701351061472,0000,0,00nn,AABU,228,168,248,177,
0.109758,3944231607955101440,196.50234400964627,22.140799720474202,337.2906178520317,84.01439304726199,-0.04183818010440937,0.29735923,0.5152918520854104,0.31444708,-0.3111546300154099,0.21629575,18.86877,533.8732218232878,1.3376299,19.096819,18.463877,0.6329422,2016.0,J130600.56+220826.9,196.5023386,+22.1408298,0.0981,0.0930,16.1,15.604,14.397,11.180,8.390,,,,0.043,0.050,0.128,0.315,,,,1971122701351010811,0000,0,nnnn,AABB,301,310,38,331,
0.382227,3944280398783161216,196.19928564188132,22.214751140682694,335.3473707559684,84.22560629945986,0.065353852745063,0.31120384,-0.10751484148616362,0.3947593,0.01480595733604173,0.25857282,18.740122,601.0325548467181,2.506704,18.95629,18.359324,0.5969658,2016.0,J130447.81+221252.7,196.1992391,+22.2146541,0.0797,0.0760,7.6,15.200,14.306,10.865,9.021,,,,0.035,0.046,0.104,0.520,,,,1954122701351000078,0000,0,000n,AAAC,62,250,123,265,
0.149878,3944291192036922880,196.32929659848466,22.491092892363014,337.86059125995496,84.39521368915103,-0.2483709369343042,0.20716415,-0.04669577445950554,0.25440973,-0.09036040094529343,0.18694814,18.48645,759.2179966446369,1.4860476,18.71149,18.01409,0.69740105,2016.0,J130519.02+222927.7,196.3292844,+22.4910528,0.0910,0.0852,11.2,15.519,14.214,10.732,8.217,,,,0.040,0.046,0.096,0.236,,,,1971122701351013275,0000,0,001n,AAAB,-296,295,-72,316,
0.138591,3944423236512052352,194.95346750254149,22.198252643389253,324.4837938270925,84.71583184116665,-0.05976087114458074,0.27496752,-0.15870115770010051,0.26392367,0.31732885983867837,0.23679805,18.895472,520.904443260586,1.3807467,19.148468,18.439402,0.7090664,2016.0,J125948.84+221153.6,194.9535084,+22.1982456,0.1101,0.1009,17.3,15.733,14.355,10.875,8.852,,,,0.048,0.053,0.121,0.471,,,,1954122701351010331,0000,0,110n,AABC,141,364,87,394,
0.085056,3944429348248935168,194.84947951478625,22.382558829617857,324.2028096334302,84.92218825578527,-0.30752345618558924,0.23168963,0.15362357823046233,0.22020088,-0.12370338450324606,0.2046411,18.52493,732.7829776297825,2.2193532,18.699257,18.199633,0.49962425,2016.0,J125923.86+222257.2,194.8494562,+22.3825685,0.0788,0.0744,3.6,15.293,13.999,11.258,8.453,,,,0.037,0.039,0.159,0.392,,,,1954122701351012745,0000,0,00nn,AABC,159,234,47,256,
0.154412,3944433540137551104,194.55850608110543,22.2821945661192,320.96063497017826,84.91430078130105,0.01062252356717305,0.17212611,-0.058043683949700914,0.19579019,-0.0735668659406964,0.14965676,18.359394,853.4717054904263,0.97803926,18.681936,17.850729,0.8312073,2016.0,J125814.03+221656.0,194.5584738,+22.2822254,0.1010,0.0921,14.0,15.504,14.645,11.909,8.535,,,,0.041,0.056,0.258,0.343,,,,1938122701351023607,0000,0,11nn,AABB,281,302,450,331,
0.168261,3944437079190608512,194.56396038694604,22.339756598372247,321.2108825761759,84.96770398585927,0.175353839845058,0.32455477,-0.4568262682854912,0.31152657,0.1452046273884775,0.26408565,18.984007,480.11373656560215,1.0641278,19.22293,18.591501,0.6314297,2016.0,J125815.34+222023.0,194.5639215,+22.3397268,0.1051,0.0975,13.2,15.811,14.503,11.374,8.730,,,,0.047,0.051,0.155,0.422,,,,1938122701351023665,0000,0,11nn,AABC,281,354,-568,385,
0.042384,3944449757933476864,195.49558561334027,22.06748376426602,328.83548886236764,84.40088015927321,-0.11839447123002894,0.2544711,-0.04593535900807065,0.2586502,-0.21214003740936474,0.18909045,18.630413,664.9380778717637,2.253863,18.78901,18.259909,0.5291004,2016.0,J130158.93+220402.9,195.4955729,+22.0674832,0.0881,0.0824,14.5,15.370,14.227,11.676,8.305,,,,0.040,0.043,0.220,,,,,1954122701351005046,0000,0,00nn,AABU,199,258,95,277,
0.340033,3944532530543512448,195.33404216425936,22.68843449742961,330.2800376033474,85.02557190931195,-0.09169735228570612,0.19016895,-0.2258101548585828,0.21343395,-0.13868497496943322,0.14727665,18.284098,914.7607061028723,2.2609897,18.442125,17.99767,0.4444561,2016.0,J130120.18+224118.6,195.3341134,+22.6885024,0.0857,0.0803,24.3,15.241,14.530,11.394,8.661,16.968,16.465,15.587,0.036,0.052,0.195,0.375,0.167,0.216,0.188,1954122701351031129,hh00,0,11nn,AABC,523,260,28,277,0.451
0.469367,3944538685232562176,194.91078547304147,22.57533201606177,325.60678852884496,85.08160342949608,0.2013147035371829,0.3085245,-0.3227230787175049,0.274007,0.1087295946053245,0.23439169,18.91735,510.5129001734707,1.4036639,19.131405,18.583548,0.5478573,2016.0,J125938.56+223430.8,194.9106942,+22.5752325,0.1210,0.1106,14.5,15.896,14.586,11.404,8.620,,,,0.050,0.057,0.195,0.355,,,,1954122701351036619,0000,0,00nn,AABB,-125,402,-618,437,
0.117144,3944607984529472384,196.6839214222626,22.20182619198297,338.9515744752699,83.97207404891441,0.185267314802645,0.2675534,0.2451893273602349,0.3131515,-0.29413808647217304,0.2168188,18.664207,644.5606916453912,2.6111686,18.828178,18.35114,0.47703934,2016.0,J130644.14+221206.6,196.6839533,+22.2018399,0.0981,0.0910,11.8,15.532,14.514,10.897,8.275,,,,0.041,0.054,0.123,0.257,,,,1971122701351008295,0000,0,011n,AABB,166,320,4,349,
0.042953,3944624408483670016,196.83097479918573,22.559631048085002,342.053849238807,84.1820501704836,-0.17123583193380815,0.28124893,-0.07051269098643125,0.32916898,-0.0524222809659707,0.24687554,18.941391,499.33308020782295,1.2634616,19.173916,18.58144,0.5924759,2016.0,J130719.43+223334.7,196.8309771,+22.5596428,0.2113,0.1894,21.1,16.679,15.313,11.834,8.921,,,,0.085,0.092,0.281,0.439,,,,1971122701351016141,0000,0,nnnn,AABC,67,762,-1033,830,
0.019757,3944682820038828544,196.28136361111822,22.61227387169395,338.1740053479304,84.52062659636951,0.06270188761692594,0.15196072,0.018534009357416673,0.19155629,0.005011580820752394,0.12368226,18.101156,1082.6411272610924,2.10914,18.238598,17.794853,0.44374466,2016.0,J130507.52+223644.1,196.2813692,+22.6122720,0.0492,0.0481,3.1,14.032,12.857,10.073,7.954,16.606,16.254,15.644,0.027,0.027,0.052,0.182,0.130,0.233,0.167,1954122701351025711,0000,0,111n,AAAB,199,125,95,136,0.404
0.196108,3944731576508120960,197.58180953267197,22.739809288121766,348.24959517479704,83.86984168972002,0.49016374455578676,0.29421884,0.20748962012558247,0.29715362,0.026363619087771975,0.23307057,18.920835,508.87681131879845,1.5494926,18.97056,18.286186,0.68437386,2016.0,J131019.62+224423.4,197.5817635,+22.7398434,0.0671,0.0649,17.1,14.896,13.988,11.159,8.316,,,,0.031,0.038,0.143,0.255,,,,1971122701351028752,0000,0,01nn,AABB,442,196,-18,201,
0.091210,3944780405991685504,198.05657097179403,23.332942002181962,355.1514994540766,83.95928568086879,0.0873220154499269,0.118720815,-0.08010083738515794,0.14018215,-0.1290146038315414,0.09704626,17.486881,1906.3117494388057,2.6373837,17.769077,17.026405,0.74267197,2016.0,J131213.57+231958.6,198.0565660,+23.3329669,0.0469,0.0455,159.2,14.140,12.780,9.946,7.990,16.268,15.448,15.405,0.027,0.025,0.052,0.219,0.107,0.117,0.141,1987122701351064119,0000,0,000n,AAAB,190,205,101,199,0.035
0.343663,3944836343645998336,197.20389265829866,23.587648396817443,351.83473931925323,84.71431956830361,-0.26558690738781,0.18074493,-0.22480412346252102,0.24795064,-0.1083258401114024,0.1670189,18.11663,1067.3187919820937,1.4925631,18.583643,17.472445,1.1111984,2016.0,J130848.91+233515.7,197.2038068,+23.5877024,0.1680,0.1531,7.1,16.130,16.331,12.521,8.884,16.370,17.605,16.983,0.055,0.209,,,0.125,,,1965124201351000263,0000,0,0nnn,ABUU,-203,547,1047,611,0.274
0.188074,3944861318879927168,197.39583157643392,23.71569990582897,354.13380118997827,84.66879177392067,-0.1640493616324077,0.36473796,-0.07694574557033443,0.35207283,0.09320952564527793,0.27438903,18.991543,476.79303498493687,2.1866925,19.176971,18.717745,0.4592266,2016.0,J130935.00+234256.7,197.3958390,+23.7157517,0.1492,0.1377,15.3,16.306,14.966,11.590,8.687,,,,0.062,0.068,0.223,,,,,1981124201351009500,0000,0,00nn,AABU,237,532,404,580,
0.107620,3944912205652844288,196.46192654685177,23.14482812421684,343.02032598518275,84.8525830805397,-0.20482472717726793,0.28315848,-0.17964333173735403,0.38134843,0.08551863252322545,0.24624723,17.68974,1581.4342537810003,2.785557,18.427286,16.768787,1.6584988,2016.0,J130550.86+230841.3,196.4619540,+23.1448121,0.0752,0.0725,174.0,14.764,14.837,12.153,9.177,15.759,14.904,14.825,0.030,0.068,,,0.075,0.068,0.116,1971122701351039515,0000,0,00nn,AAUU,-151,186,68,199,0.128
0.193417,3944924643877731328,196.3414599839179,23.177402490658004,342.2679582214543,84.94668390413821,0.39135426853167704,0.35496652,0.13041180089156504,0.41782984,-0.10691085490509462,0.31908384,18.965622,488.31259627352426,1.6562812,19.17484,18.645813,0.52902794,2016.0,J130521.96+231038.7,196.3415132,+23.1774248,0.1230,0.1119,13.8,15.924,14.589,11.121,8.350,,,,0.050,0.059,0.147,0.255,,,,1971122701351039631,0000,0,01nn,AABB,-98,416,-543,455,
0.094809,3944928938845116544,196.4417306529686,23.387681409203847,344.6074845749251,85.05215827469931,0.16327226347241286,0.29690844,0.19761571982249684,0.29796976,-0.0558449717588468,0.22818732,18.801949,567.7631775915573,2.4017644,19.100475,18.414341,0.68613434,2016.0,J130546.01+232315.5,196.4417346,+23.3876553,0.0891,0.0819,14.5,15.495,14.107,10.813,8.556,,,,0.042,0.043,0.096,0.330,,,,1971122701351062126,0000,0,001n,AAAB,439,273,177,295,
0.149676,3944965570621883776,195.49928537916097,23.3206508226918,335.5996367077994,85.50588240242688,-0.2088678828835378,0.14460304,0.03499074919231751,0.16862461,-0.03809613574599112,0.11961375,17.670307,1609.9917608113496,3.3681626,17.914553,17.264019,0.6505337,2016.0,J130159.83+231914.4,195.4993002,+23.3206901,0.1046,0.0972,9.7,15.542,14.405,11.269,8.254,16.768,16.066,15.822,0.044,0.052,0.161,0.268,0.145,0.151,,1954122701351058055,0000,0,11nn,AABB,1044,335,46,361,0.095
0.028802,3944965703765157760,195.52073175712857,23.33600978015526,335.91656127596644,85.50860366862821,0.10706257729236372,0.1836572,0.09792289547690372,0.21497115,-0.09112255569070714,0.15701249,18.02095,1165.6461942434005,7.2672224,18.091398,17.676712,0.4146862,2016.0,J130204.97+232009.6,195.5207243,+23.3360139,0.0504,0.0487,8.0,14.131,12.835,9.711,6.983,,,,0.028,0.027,0.041,0.098,,,,1954122701351057985,0000,0,2100,AAAA,166,158,185,167,
0.089167,3945034182724056960,196.80226102844574,23.683565452054715,349.7490160303084,85.04594572628935,0.18246399014784015,0.2865301,-0.05503531256186846,0.28695506,0.254977608003518,0.20833918,18.654358,650.4346597316911,1.5513916,18.867943,18.259771,0.60817146,2016.0,J130712.53+234100.8,196.8022346,+23.6835709,0.0927,0.0865,4.2,15.349,14.627,11.305,8.775,,,,0.038,0.055,0.152,0.391,,,,1965124201351002695,0000,0,00nn,AABC,463,303,100,326,
0.445672,3945048235856756608,197.22680892540782,23.707842294691677,352.95879319145376,84.77987587058041,0.4420880497930213,0.29450634,0.10196470961295363,0.29636562,0.22831916150985565,0.22026348,18.759186,590.5716076728493,3.3900204,18.85711,18.510515,0.34659386,2016.0,J130854.40+234228.1,197.2266798,+23.7078056,0.0677,0.0653,3.8,14.831,13.959,11.637,8.755,,,,0.031,0.038,0.196,0.399,,,,1965124201351000067,d000,0,00nn,AABC,-220,174,18,184,
1.860561,3945052981796394240,197.17182272870843,23.804587674783484,353.3904542042951,84.88175865773506,-0.03722964674350691,0.2699252,-0.26646354772839737,0.32445064,0.06102003736215903,0.2227593,18.781801,578.3971268923532,2.9602637,18.985388,18.687464,0.29792404,2016.0,J130841.31+234818.0,197.1721307,+23.8050209,0.0901,0.0844,13.7,15.395,14.377,11.640,8.283,,,,0.039,0.045,0.237,,,,,1965124201351023719,0000,0,11nn,AABU,-305,265,396,285,
0.074609,3945054558048657536,197.24541412994023,23.85531322203634,354.31290017275796,84.86416368661212,-0.45780973923378165,0.34144312,-0.40189555874105704,0.39787948,0.1860523288769115,0.2770539,18.902054,517.7564424907214,1.7948138,19.055195,18.558558,0.49663734,2016.0,J130858.89+235119.1,197.2454005,+23.8553298,0.1034,0.0954,16.6,15.747,14.322,11.274,8.142,,,,0.046,0.049,0.166,,,,,1965124201351023742,00P0,0,00nn,AABU,468,335,193,362,
0.166411,3958112323780256512,194.32625563751066,24.911841083289147,333.9967252500423,87.42134196635679,-0.17306781400294763,0.13868919,0.0627902700216207,0.12953252,0.20959087376526447,0.12457406,17.839262,1377.9771801618556,2.6067948,17.98403,17.558258,0.4257717,2016.0,J125718.29+245442.5,194.3262097,+24.9118211,0.0658,0.0620,9.3,15.156,13.818,10.647,8.482,,,,0.033,0.033,0.090,0.346,,,,1948124201351062538,0000,0,011n,AAAB,259,187,454,204,
0.044151,3958118405453986816,194.26586190023346,25.082648828051955,334.9343535990397,87.59601974797562,0.13388372591745445,0.21855879,-0.12621663973360273,0.21713108,0.21798065843594147,0.21384397,18.773415,582.8825409304221,1.1771297,18.911592,18.37514,0.53645325,2016.0,J125703.80+250457.5,194.2658666,+25.0826603,0.0552,0.0533,161.6,14.587,13.433,10.476,7.508,,,,0.028,0.029,0.078,0.163,,,,1950125701351010608,0000,0,0110,AAAB,277,137,215,147,
0.811396,3958211009244854400,194.14367795946316,25.506556264933096,338.58614718534807,88.01134674770832,-0.22272737557725708,0.31886005,-0.06195112704738451,0.3389146,0.27021344080891885,0.2461791,18.99712,474.34979777330375,2.1910026,19.2086,18.607277,0.6013222,2016.0,J125634.51+253024.2,194.1438313,+25.5067342,0.0975,0.0900,18.9,15.702,14.559,11.228,8.382,,,,0.043,0.048,0.149,,,,,1933125701351026138,0000,0,01nn,AABU,267,305,-238,328,
0.135965,3958245502125890816,194.77338833803168,25.452813086754688,349.04366911418947,87.60185537829584,-0.12300081183172042,0.19337021,0.003934759829119507,0.26189306,-0.08835089013115091,0.22315969,18.515724,739.0209209593052,2.0660086,18.66576,18.203375,0.46238518,2016.0,J125905.60+252710.1,194.7733467,+25.4528163,0.0730,0.0687,18.4,15.384,13.831,10.777,8.356,,,,0.036,0.035,0.097,0.351,,,,1950125701351015905,0000,0,001n,AAAB,-197,209,-150,227,
0.070380,3958261548123726592,194.60100906513895,25.582858147199538,348.60047691037886,87.80383772309631,-0.03456734089681551,0.18127553,0.07123278596564842,0.2037033,0.11705107462359451,0.2062746,18.502209,748.2778695313688,2.454818,18.69972,18.087954,0.6117668,2016.0,J125824.23+253458.2,194.6009874,+25.5828594,0.0641,0.0616,19.4,14.981,13.787,10.820,8.232,,,,0.032,0.033,0.089,0.220,,,,1950125701351015881,0000,0,110n,AAAB,-141,176,370,188,
0.081896,3958329649125308672,194.56274766869618,26.083569786958144,358.86641995102934,88.15325948977875,0.09396653827305317,0.19257705,-0.03146154239603327,0.24513553,-0.15865172342836042,0.20801997,18.53081,728.8248637318338,1.4357549,18.753323,18.098505,0.6548176,2016.0,J125815.05+260500.9,194.5627458,+26.0835925,0.0752,0.0708,20.7,15.373,14.023,10.989,8.829,,,,0.036,0.036,0.105,0.408,,,,1950125701351043812,0000,0,000n,AAAC,490,226,-528,242,
0.148724,3958377134283800576,194.81326303059384,26.421693036784564,11.322934493790342,88.11806211983313,0.14920760520131177,0.1740063,-0.017618357186462076,0.21658053,-0.243623440933553,0.16877373,18.468748,771.6983538530177,1.3298233,18.803713,18.02927,0.7744427,2016.0,J125915.17+262518.0,194.8132263,+26.4216680,0.0832,0.0766,178.4,15.227,14.537,10.803,8.296,,,,0.034,0.052,0.107,0.275,,,,1950125701351061769,0000,0,000n,AAAB,45,252,32,276,
0.112459,3958388133695666432,193.23755254850883,25.417775441750155,314.2267749853798,88.25625688513558,0.11189046564817129,0.18315324,-0.056506648543491404,0.17460085,0.07960334764319274,0.1755062,18.383972,834.3686221105266,1.6518805,18.412045,17.693878,0.71816635,2016.0,J125257.01+252504.0,193.2375635,+25.4178051,0.0453,0.0451,157.6,13.829,12.787,9.854,7.577,16.614,16.289,15.074,0.026,0.025,0.044,0.130,,,0.144,1933125701351020415,0000,0,1100,AAAB,188,178,156,148,0.081
0.050160,3958437474279991168,193.53822823300447,25.9235281490594,329.8367828350002,88.65087389459437,-0.06676037538305629,0.19128823,0.2993912646090344,0.19695869,-0.05625183093530478,0.22293259,18.436424,795.0182264875355,4.4523764,18.241577,17.27323,0.96834755,2016.0,J125409.17+255524.7,193.5382283,+25.9235421,0.0402,0.0388,150.1,13.281,12.252,8.980,6.150,16.173,15.361,14.689,0.024,0.024,0.030,0.050,0.102,0.111,0.090,1933125701351050728,0000,0,4500,AAAA,170,55,142,59,0.185
0.189074,3958439909525804288,193.47703153871555,25.892568042410346,327.1653817590732,88.64638435360182,-0.07257013983289504,0.21065211,-0.32505823944958756,0.17361057,0.09448141624649478,0.18598062,18.702955,621.9633338701509,1.2906154,18.940575,18.240759,0.69981575,2016.0,J125354.47+255333.2,193.4769735,+25.8925621,0.0946,0.0888,6.3,15.368,14.511,11.123,9.149,,,,0.040,0.051,0.131,0.533,,,,1933125701351034163,0000,0,11nn,AABC,-278,293,343,313,
0.320884,3958459872533784448,192.99114672453467,25.82452873585548,308.12692141184846,88.69096278683696,0.08306391192997738,0.21135397,-0.05768598815755411,0.21516341,0.05659732101625588,0.21708299,18.707355,619.4471018836284,1.3608803,19.041739,18.21868,0.8230591,2016.0,J125157.89+254928.3,192.9912457,+25.8245282,0.0890,0.0826,15.8,15.440,14.375,10.701,8.655,,,,0.040,0.046,0.095,0.333,,,,1933125701351036872,0000,0,000n,AAAB,549,285,184,310,
0.179382,3958504132171648512,193.59518018378714,26.33475610986049,342.7252712049232,88.9697755863348,-0.14621252578461663,0.10811962,0.05356189302647212,0.12667514,-0.044960576094543986,0.10842108,17.603436,1712.2710400365258,7.2489038,17.787193,17.21043,0.57676315,2016.0,J125422.83+262004.9,193.5951399,+26.3347218,0.0463,0.0454,170.4,14.174,12.762,9.384,7.190,16.543,15.883,15.115,0.027,0.025,0.035,0.099,0.128,0.165,0.125,1933125701351058764,0000,0,1100,AAAA,255,225,162,197,0.332
