angDist,source_id,ra,dec,l,b,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ref_epoch,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M
0.047018,1462360880239394432,199.98476603485574,30.118987898852637,60.16561301640172,83.06930440547882,0.1946158894608591,0.47684366,0.4135286107075538,0.41798732,-0.5644831314172026,0.6058365,18.444788,788.9169170437051,3.7396083,16.488998,15.133408,1.3555908,2016.0,J131956.34+300708.4,199.9847715,+30.1190001,0.0374,0.0359,121.5,11.763,11.792,9.155,7.619,13.672,13.019,12.573,0.022,0.021,0.030,0.131,0.068,0.078,0.045,2000130201351018504,0000,5,110n,AAAB,-17,75,52,90,0.360
0.154269,1473278618386769152,201.49200342132684,34.75740076983815,80.94213401197273,79.37802176406231,-0.009059139306387872,0.10596621,0.0750475348920317,0.083968095,0.09074319652073087,0.1359321,18.293087,907.2189913454438,1.4050908,18.502924,17.893055,0.609869,2016.0,J132558.09+344526.7,201.4920480,+34.7574230,0.0453,0.0443,173.9,14.387,12.867,9.843,7.698,,,,0.028,0.024,0.038,0.139,,,,2010134801351029369,0000,0,110n,AAAB,296,150,401,150,
0.131174,1467846373813913088,197.09234090208784,34.2790857622805,97.01513560620234,81.97856607487493,0.12025883764159322,0.1260952,0.08232472202667677,0.11950192,0.12434310029032779,0.16018052,18.516203,738.6952739873695,3.2486165,18.558292,18.303131,0.2551613,2016.0,J130822.17+341644.6,197.0923775,+34.2790655,0.0549,0.0525,174.7,14.436,13.316,10.675,7.805,,,,0.028,0.029,0.075,0.145,,,,1973134801351008241,0000,0,000n,AAAB,172,143,139,150,
0.074708,1467857162771756160,197.54026557466963,34.274786475280244,94.71319978747229,81.80086847339592,0.004344943511610722,0.09934313,0.00736392091917663,0.091894485,0.028733040967357695,0.11611493,17.981813,1208.4293641368497,3.2444324,18.01827,17.680847,0.33742332,2016.0,J131009.66+341629.2,197.5402781,+34.2748045,0.0460,0.0444,164.8,13.883,12.706,9.878,7.587,,,,0.027,0.025,0.043,0.118,,,,1973134801351005438,0000,0,000n,AAAB,104,149,314,153,
0.402336,1467868505781639680,197.90329214739413,34.58298708988617,94.04582316877618,81.38238251215719,-0.03161783857851913,0.16826287,-0.275704370091053,0.15335888,0.290657067569045,0.17668478,18.789568,574.274280673194,1.3636863,19.039381,18.301247,0.7381344,2016.0,J131136.81+343459.0,197.9033810,+34.5830716,0.0846,0.0794,8.6,15.412,14.250,10.851,9.135,,,,0.039,0.043,0.086,0.501,,,,1973134801351021475,0000,0,001n,AAAC,247,269,176,289,
0.034858,1473310847821239808,200.7555419444207,34.65439359139054,82.90261115325097,79.88070867203929,-0.10404284001188664,0.0963139,0.046122936663775524,0.09040414,-0.08548899495447804,0.10156363,17.94849,1246.0928426057164,2.8555298,18.253536,17.487381,0.76615524,2016.0,J132301.32+343915.8,200.7555305,+34.6543914,0.0723,0.0685,18.5,15.101,14.634,11.945,9.210,16.523,16.587,15.901,0.031,0.047,0.200,,0.155,,0.250,2010134801351016257,0000,0,01nn,AABU,248,203,-7,219,1.023
0.049763,1462401493450158976,200.40082229416217,30.588857315907894,62.36947543504786,82.54618860928562,0.6138968850330093,0.682847,0.6463366070499144,0.66303676,0.4694448703344494,0.82813174,18.911697,513.1777301165986,3.5523274,16.915369,15.599902,1.3154669,2016.0,J132136.19+303519.9,200.4008245,+30.5888710,0.0422,0.0404,125.3,12.535,12.553,10.390,8.559,14.145,13.508,13.212,0.023,0.024,0.064,0.320,0.053,0.067,0.052,2000130201351046931,0000,5,110n,AAAB,75,62,-81,60,0.129
0.105401,1467886265470363904,197.69345552389606,34.77512841874537,95.68267885090282,81.30487746474046,0.3300728930814551,0.1922906,0.061182279893175935,0.15629148,-0.1857400956909929,0.21381131,18.861115,537.6513820180197,1.5921189,19.008743,18.317854,0.69088936,2016.0,J131046.42+344630.5,197.6934563,+34.7751577,0.0743,0.0706,19.4,14.957,14.166,11.031,8.447,,,,0.033,0.040,0.115,0.258,,,,1973134801351029467,0000,0,000n,AABB,385,229,34,232,
0.051826,1467895920556519808,196.2483697760944,33.70832156990224,99.82604199602787,82.80152012869517,-0.09931155925978198,0.14548005,-0.022161732606966956,0.114689596,0.07307559746813673,0.18484786,18.613518,675.3666199060954,1.4867686,18.823195,18.172539,0.65065575,2016.0,J130459.61+334229.9,196.2483865,+33.7083179,0.0942,0.0867,14.8,15.740,14.397,11.100,8.911,,,,0.042,0.044,0.128,0.431,,,,1961133301351045551,0000,0,110n,AABC,111,308,81,331,
0.122468,1473354209811078400,201.06459040004745,35.28079900850828,84.26998172497017,79.25201095341568,-0.1404699058467496,0.11624722,-0.04394142613956341,0.11126705,0.05235793945623753,0.20847668,18.888275,524.3689635725082,0.88111883,19.47583,18.21127,1.2645607,2016.0,J132415.49+351650.7,201.0645826,+35.2807656,0.0813,0.0763,15.4,15.379,14.710,11.038,8.508,,,,0.035,0.049,0.089,0.200,,,,2010134801351045303,0000,0,000n,AAAB,504,257,143,274,
0.060829,1467924473498891520,196.09685298532443,34.07725588781307,101.89007752722621,82.51448023341966,0.024861093757649517,0.1501105,-0.03225604155101654,0.11805667,-0.022543770738035332,0.16899368,18.587004,692.0626703099567,1.2142562,18.745157,18.244774,0.5003834,2016.0,J130423.24+340438.1,196.0968511,+34.0772727,0.0774,0.0743,19.1,15.140,14.422,11.600,8.732,,,,0.034,0.046,0.168,,,,,1955134801351002599,0000,0,11nn,AABU,-212,221,61,236,
0.041355,1467929872274278912,196.60400040901575,34.0266516761073,98.81721838269851,82.3872309474497,-0.012516026066656086,0.17320746,0.017791675249875946,0.13151339,0.06455370759428015,0.19421612,18.669163,641.6254831540998,4.087616,18.634466,18.069965,0.5645008,2016.0,J130624.96+340135.9,196.6040047,+34.0266626,0.0458,0.0443,140.7,13.842,12.738,10.144,8.243,17.118,16.551,15.407,0.026,0.025,0.052,0.209,0.204,0.251,0.161,1961133301351056124,0000,0,220n,AAAB,224,177,331,151,0.483
0.078078,1467931139288592512,196.61258224919774,34.077562119427476,98.93684586282023,82.33834669862227,0.031813441362368536,0.105847925,-0.04926106349425805,0.09158966,-0.05562096070589114,0.12893382,18.20416,984.6518085280879,2.6905253,18.273844,17.95298,0.32086372,2016.0,J130627.02+340439.2,196.6126084,+34.0775619,0.0578,0.0554,0.3,14.641,13.550,10.637,8.406,,,,0.030,0.030,0.082,0.285,,,,1973134801351010936,0000,0,111n,AAAB,55,178,7,181,
0.089017,1473392383480439552,202.09061051938488,35.29403416420515,81.21302054549012,78.65303815899371,-0.007783501373188412,0.073179394,0.13242622200641596,0.08916685,-0.10503791166464194,0.13746981,18.342098,867.1768741251126,1.5795897,18.398354,17.988764,0.40958977,2016.0,J132821.75+351738.5,202.0906407,+35.2940366,0.0434,0.0425,116.3,13.739,12.657,9.987,7.967,17.156,16.045,15.570,0.025,0.024,0.045,0.193,0.190,0.155,0.168,2028134801351040156,0000,0,000n,AAAB,66,133,182,126,0.315
0.118632,1462479352617386112,200.6343072726066,30.53662561346863,61.355441628198186,82.3865779464627,-0.06001365855970076,0.1227949,0.08291573387722467,0.1086776,-0.030841287686002583,0.14759262,18.14378,1040.9615441941478,2.1296365,18.339037,17.798208,0.5408287,2016.0,J132232.23+303211.9,200.6343127,+30.5366582,0.0566,0.0545,177.8,14.690,13.540,10.333,7.912,16.508,15.929,15.574,0.029,0.030,0.061,0.183,0.136,,0.212,2000130201351049446,0000,0,110n,AAAB,283,278,99,252,0.645
0.127032,1467954710069153792,196.49177686304066,34.299176759225745,100.30868142667904,82.1803481198048,-0.1116398888495161,0.18476756,-0.016596868977937322,0.13920571,-0.3294408734887512,0.19202256,18.895777,520.7580104500092,1.246758,19.131529,18.491413,0.64011574,2016.0,J130558.03+341756.9,196.4918169,+34.2991644,0.1245,0.1165,12.2,16.046,14.904,11.246,9.023,,,,0.053,0.061,0.134,0.437,,,,1973134801351011086,0000,0,11nn,AABC,244,429,-44,456,
0.033072,1467955264120918912,196.53483460018165,34.34527659607678,100.2120156193844,82.12364251617682,-0.028860183944309677,0.074338734,0.004756228703870793,0.057843506,-0.06379879996160044,0.08494498,17.272512,2322.4249923573575,4.105284,17.370691,17.014345,0.35634613,2016.0,J130608.35+342043.0,196.5348324,+34.3452856,0.0431,0.0422,131.8,13.447,12.352,9.771,7.361,16.095,15.672,15.398,0.026,0.024,0.039,0.105,0.082,0.122,0.165,1973134801351010889,0000,0,1111,AAAA,80,57,205,212,0.147
0.127827,1473421932855755648,202.00474154299093,35.51443674555015,82.26112886796086,78.55021705216795,0.08565424578272333,0.09865499,0.027994124857783353,0.12946862,-0.20434096323877532,0.20399046,18.936394,501.6363919910443,1.0164627,19.119192,18.646101,0.47309113,2016.0,J132801.14+353052.0,202.0047561,+35.5144702,0.0917,0.0849,14.9,15.757,14.464,11.309,8.762,,,,0.041,0.044,0.137,,,,,2028134801351064492,0000,0,00nn,AABU,298,295,145,321,
0.020158,1467976665941512192,195.86498593857524,34.19086951909481,103.57797841113766,82.48022928682512,0.2759098680430055,0.19437617,-0.056559881667710116,0.13403493,-0.12079771107481296,0.20873573,18.771807,583.7463525141352,1.633249,19.131277,18.210524,0.9207535,2016.0,J130327.59+341127.1,195.8649873,+34.1908640,0.0564,0.0547,178.9,14.828,13.254,9.966,7.817,,,,0.031,0.028,0.059,0.179,,,,1955134801351002556,0000,0,110n,AAAB,396,204,183,202,
0.056240,1473434302361568896,202.02962016535037,35.58777363803892,82.4518025756523,78.48428367132706,-0.10382280140901974,0.05926535,0.0697172091505708,0.08393478,-0.012595693035713491,0.12777896,18.198242,990.034070130822,1.1317401,18.407475,17.725204,0.68227005,2016.0,J132807.10+353516.0,202.0296100,+35.5877869,0.0654,0.0636,3.9,15.100,13.919,10.720,9.125,16.998,16.565,15.958,0.032,0.036,0.078,0.456,0.174,0.257,0.239,2014136301351000053,0000,0,000n,AAAC,0,197,110,207,0.355
0.704665,1462517178392651392,201.11484559868327,30.977900939916005,62.971959561004056,81.82442518435468,0.2699666561096083,0.32906303,-0.12914193569144639,0.3670675,0.19519778124975676,0.44251546,18.357195,855.2026532708735,5.56782,16.205215,14.86063,1.3445854,2016.0,J132427.59+305841.0,201.1149769,+30.9780611,0.0568,0.0422,38.0,12.080,12.180,11.463,8.712,13.490,12.906,12.588,0.029,0.030,0.203,,0.056,0.067,0.050,2017130201351064285,0000,4,nnnn,AABU,15,39,26,42,0.558
0.394053,1462519721013800448,201.2514606174903,31.015255868395784,62.849050574156294,81.70277313769944,0.14485960789398417,0.12892386,0.0023950579342329036,0.13409021,-0.14863742895410906,0.15762877,18.599422,684.1918425385319,1.3023556,18.808353,18.26062,0.5477333,2016.0,J132500.35+310055.3,201.2514852,+31.0153633,0.0844,0.0786,13.4,15.661,14.358,11.092,8.462,,,,0.039,0.040,0.124,,,,,2017130201351061720,0000,0,000n,AABU,217,293,-40,321,
0.081344,1473443334675773056,202.20797671150117,35.79358623217867,82.6701046220148,78.23648780050588,-2.8919988258619984E-4,0.0831617,0.020926781689121515,0.12788971,0.05042899577201246,0.18016814,18.860561,537.9257697780105,1.6422254,19.042572,18.487246,0.55532646,2016.0,J132849.90+354736.8,202.2079532,+35.7935741,0.1121,0.1032,19.1,16.019,14.861,11.478,9.352,,,,0.047,0.056,0.134,,,,,2014136301351000159,0000,0,00nn,AABU,16,378,109,407,
0.074776,1473484158341503872,201.46157229817942,35.89266279185645,85.18790277397318,78.5830593633159,-0.07141385212283675,0.04831454,0.007068789964645611,0.07686789,0.02648532918521237,0.10297559,17.90703,1294.5979997819397,1.2676215,18.057636,17.611525,0.44611168,2016.0,J132550.77+355333.5,201.4615538,+35.8926484,0.0495,0.0485,28.0,14.848,13.242,10.088,8.045,,,,0.029,0.026,0.043,0.150,,,,2014136301351019037,hh00,0,111n,AAAB,216,148,45,153,
0.102929,1468047756240478720,196.99159699435882,34.63050341769254,98.6689225842796,81.70410002502922,-0.03880308081507477,0.17871638,-4.085996875567466E-4,0.13933937,0.08409507791336313,0.19162428,18.76355,588.2023251866437,2.0173965,18.812023,18.465002,0.3470211,2016.0,J130757.98+343749.7,196.9916075,+34.6304762,0.0734,0.0698,14.6,15.052,14.118,11.972,8.551,,,,0.034,0.039,0.257,,,,,1973134801351016088,0000,0,00nn,AABU,213,192,58,207,
0.100176,1462584562136698368,198.59637274694677,29.16718660313578,56.221829766904484,84.54701515733443,-0.054402509624295686,0.087794654,-0.12318600442316052,0.075666755,-0.006648827560112938,0.113777615,17.818712,1404.3064823421603,3.524003,17.971827,17.5089,0.46292686,2016.0,J131423.12+291001.8,198.5963418,+29.1671934,0.0618,0.0596,10.7,14.628,13.464,10.715,7.814,17.181,16.756,15.669,0.031,0.033,0.109,0.186,0.181,0.259,0.165,1988128701351041613,0000,0,111n,AABB,82,156,11,167,0.370
0.066304,1462593839266064256,198.6569282549579,29.31802723563459,57.488706607012126,84.44320495348124,0.2662439005714581,0.20096482,0.07681375991762468,0.17587507,-0.41384903836154596,0.3085407,18.514624,739.7707266038814,2.3380451,17.687159,16.661974,1.0251846,2016.0,J131437.65+291904.9,198.6569130,+29.3180400,0.0592,0.0579,164.6,14.002,14.017,11.883,8.966,15.522,14.821,14.652,0.027,0.041,0.373,,0.084,0.080,0.098,1988128701351059872,0000,0,00nn,AACU,244,123,34,130,0.140
0.025173,1468070609762563712,197.30998987517876,34.75293748551258,97.45624619793867,81.47590153404893,-0.18690517761457492,0.1625847,-0.01510527947613231,0.16317561,-0.21460592201177922,0.20220938,18.437971,793.8869526136255,5.4707246,18.177227,17.188463,0.9887638,2016.0,J130914.39+344510.5,197.3099941,+34.7529314,0.0377,0.0364,141.4,12.967,11.927,8.770,6.101,15.903,15.138,14.389,0.023,0.023,0.024,0.047,0.085,0.083,0.076,1973134801351032054,0000,0,0000,AAAA,131,50,45,53,0.134
0.089597,1473551056751684224,200.5124593014072,35.513885659556095,86.92133894814543,79.37541256027217,0.030701586057177304,0.2585938,-0.1768238547573251,0.3204886,-0.6544561837514271,0.453328,18.57042,702.71468531584,6.403843,16.075708,14.735244,1.3404646,2016.0,J132202.99+353049.9,200.5124826,+35.5138696,0.0396,0.0372,131.4,11.261,11.371,10.697,9.309,13.018,12.577,12.258,0.023,0.022,0.068,0.460,0.050,0.071,0.060,2010134801351061169,0000,1,320n,AAAC,-50,38,66,39,0.310
0.062181,1462631944216325888,197.754670230424,29.1568241916008,59.244258591161234,85.23126323263314,0.16223120346143888,0.15401694,0.1727763915870327,0.12528925,0.3383681197752815,0.2200803,18.77,584.718404712532,3.1012013,18.837055,18.404554,0.43250084,2016.0,J131101.11+290924.5,197.7546641,+29.1568078,0.0592,0.0563,13.1,14.687,13.588,10.867,8.355,,,,0.030,0.032,0.087,0.234,,,,1971128701351049115,0000,0,000n,AAAB,179,157,74,166,
0.109239,1468092045943379328,196.95678340882705,35.02787962253386,100.01449584771575,81.35844943976832,-0.06723030581121299,0.10140188,-0.007331800854970917,0.09065802,3.741988032928542E-4,0.09580206,17.609116,1703.3363834865847,25.74811,17.546335,16.912169,0.6341667,2016.0,J130749.62+350140.2,196.9567804,+35.0278494,0.0372,0.0357,121.9,12.586,11.471,8.916,7.080,15.910,15.123,14.252,0.024,0.021,0.028,0.087,0.080,0.072,0.063,1973134801351043015,0000,0,4400,AAAA,147,42,125,43,0.041
0.056551,1473570671865913984,200.8945621842003,35.69113812801957,86.27242014105191,79.03899472766088,0.009150647252495406,0.10232539,-0.0724253828275627,0.118821345,0.17790060231623492,0.2063203,18.980448,481.689921499147,1.6520046,19.167473,18.623304,0.5441685,2016.0,J132334.69+354128.1,200.8945673,+35.6911533,0.0738,0.0704,7.2,15.399,14.182,11.416,8.776,,,,0.034,0.038,0.126,,,,,2014136301351008211,0000,0,11nn,AABU,50,221,-23,236,
0.271423,1462658087680179584,198.2738213056748,29.61146583412171,61.73023184940508,84.62856985454762,0.1921275144445708,0.17819427,-0.020585040487122983,0.13835613,-0.28949623437355293,0.21869054,18.960735,490.5151033690571,1.8795704,19.166594,18.600721,0.5658722,2016.0,J131305.72+293641.5,198.2738512,+29.6115366,0.1086,0.1000,18.7,15.911,14.530,11.582,8.762,,,,0.048,0.048,0.173,0.371,,,,1982130201351005239,0000,0,00nn,AABC,-592,346,-166,373,
0.094367,1462665238802362368,198.44867455552924,29.70037870069506,61.86214924959537,84.45296601105007,-0.009713369885794907,0.11501612,-0.01876418592876019,0.09731103,0.12214288066150453,0.16683875,18.191204,996.4725465889711,1.6249441,18.356651,17.836264,0.52038765,2016.0,J131347.67+294201.3,198.4486464,+29.7003882,0.0630,0.0594,15.3,15.118,13.698,10.008,7.839,,,,0.033,0.032,0.050,0.144,,,,1982130201351002419,0000,0,011n,AAAB,260,205,90,212,
0.007528,1462669258891697408,198.0920958987482,29.629931246277824,62.67738579451276,84.76134843842043,0.1013856653242177,0.13928072,-0.09273063797216563,0.119730145,-0.14326162028445355,0.18070409,18.524715,732.9264547387904,5.4665737,18.35658,17.517096,0.83948517,2016.0,J131222.10+293747.7,198.0920955,+29.6299292,0.0436,0.0431,106.1,13.482,12.610,10.198,7.849,16.357,15.422,14.449,0.025,0.024,0.056,0.162,0.127,0.132,0.077,1982130201351005092,0000,0,110n,AAAB,107,109,28,98,0.117
0.163845,1468132178117442432,196.59571567307546,35.11768317329246,102.05916803789752,81.39620074716545,-0.04841497776538448,0.13297793,0.058230481700141966,0.13578735,0.09487140893260591,0.18427661,18.829906,553.3301664169153,1.5766522,19.060205,18.477673,0.5825329,2016.0,J130622.97+350703.5,196.5957299,+35.1176392,0.1445,0.1320,19.8,16.186,15.203,11.858,8.769,,,,0.056,0.075,0.241,,,,,1973134801351040645,0000,0,00nn,AABU,20,484,-442,521,
0.088985,1468138951282140672,196.920211427712,35.03177443202148,100.20626007692181,81.367542013969,0.20293868674690896,0.17731234,-0.13277341471613233,0.15046987,-0.2617724015149468,0.18215846,18.798994,569.3100138999602,1.689979,19.065943,18.385386,0.68055725,2016.0,J130740.85+350154.3,196.9202207,+35.0317509,0.0945,0.0884,20.8,15.722,14.388,11.485,8.539,,,,0.042,0.045,0.149,0.284,,,,1973134801351043125,0000,0,02nn,AABB,73,300,-178,320,
0.135978,1462697532660254336,199.2812105550561,29.688758739111773,58.822256667907816,83.79973940042439,0.07387897786644113,0.09900779,0.07657257757495638,0.091482006,0.12195029113223921,0.12236203,18.209934,979.4297120941304,2.1092496,18.447435,17.722322,0.7251129,2016.0,J131707.49+294119.6,199.2812390,+29.6887873,0.0813,0.0770,17.1,15.357,14.087,10.529,8.407,,,,0.039,0.040,0.079,0.285,,,,2000130201351010690,0000,0,111n,AAAB,360,263,255,278,
0.080517,1473663378736835456,201.06230983274426,35.74936366679029,85.93572830281468,78.90561408572718,-0.12088965294038878,0.091484,0.01946883467164522,0.10894268,0.1319386462850969,0.17265636,18.771324,584.0055148397072,4.0946274,18.75027,18.344595,0.4056759,2016.0,J132414.95+354457.6,201.0623106,+35.7493413,0.0623,0.0597,5.0,14.934,13.942,11.211,8.881,17.368,16.302,15.703,0.029,0.034,0.101,0.321,0.236,0.209,0.166,2014136301351008196,0000,0,00nn,AAAB,259,172,182,182,0.278
0.237592,1462733168004978304,199.40776530904535,29.940996623251934,60.52626020372572,83.59795958221483,0.053501832128578945,0.099216506,0.06039854507639387,0.09494225,0.01858723747871473,0.1358282,18.14596,1038.8740016885833,2.7052658,18.351933,17.753366,0.59856606,2016.0,J131737.86+295627.8,199.4077502,+29.9410613,0.0549,0.0529,169.8,14.687,13.312,10.142,8.209,16.870,16.395,15.776,0.029,0.028,0.058,0.262,0.165,0.180,,2000130201351013130,0000,0,110n,AAAB,167,172,212,178,0.583
0.127807,1462750584095932288,199.43322197524475,30.23174503972217,62.7679187930258,83.45257127134856,-0.037366806789964215,0.15221766,-0.0016543326052738338,0.13086008,0.12521217539444607,0.18809448,18.603725,681.4852052123256,5.423824,18.77984,18.234385,0.54545593,2016.0,J131743.96+301354.2,199.4331809,+30.2317467,0.0921,0.0852,19.9,15.672,14.307,10.719,8.085,,,,0.043,0.044,0.084,0.191,,,,2000130201351036858,0000,0,011n,AAAB,132,303,564,323,
0.098451,1462777698225377792,198.4009913757232,29.970899288681366,64.51954204676854,84.36425559795231,-0.08395794618192134,0.089074336,0.006354610153600904,0.081890665,-0.06531393135558941,0.13087444,17.90076,1302.0944102110373,7.7551947,18.03661,17.638235,0.39837456,2016.0,J131336.23+295815.3,198.4009731,+29.9709216,0.0477,0.0457,149.7,14.104,12.860,10.209,7.954,16.801,16.695,15.576,0.026,0.027,0.055,0.173,0.147,0.297,0.177,1982130201351018754,0000,0,000n,AAAB,251,122,172,127,0.622
0.051078,1462789930292250112,198.64648572534938,30.30088642967254,66.30816867816844,84.01609161575678,0.10183428433361813,0.09922092,-0.11814174092153812,0.09476266,0.04518299270012702,0.12812096,18.036924,1148.6213015780056,3.4323328,18.392662,17.453217,0.9394455,2016.0,J131435.15+301803.2,198.6464942,+30.3008986,0.0585,0.0569,16.0,14.890,13.617,10.211,7.591,16.596,16.526,15.737,0.031,0.031,0.055,0.106,0.139,,0.220,1982130201351029311,0000,0,001n,AAAA,51,181,410,186,0.321
0.266283,1462797592513984128,199.06644527437328,30.264461059719718,64.33933223238174,83.71837617991879,-0.2888695993985102,0.32500014,0.45015649497438237,0.3355641,-0.10739232020133291,0.4164305,18.724926,609.5037085303037,4.346646,16.855507,15.565241,1.290266,2016.0,J131615.93+301551.8,199.0663947,+30.2644014,0.0316,0.0312,147.3,11.522,11.196,7.342,5.416,14.158,13.036,12.878,0.022,0.021,0.016,0.033,0.107,0.089,0.077,1982130201351026360,0000,5,3300,AAAA,40,35,72,36,0.467
0.201980,1462804911138215296,198.9852176321748,30.34505622437662,65.29572906481744,83.74078593377442,0.2762275094260897,0.14311028,-0.05499648494181847,0.124418676,-0.17869841350104584,0.16211541,18.522165,734.6502214398101,2.0413365,18.675941,18.10669,0.569252,2016.0,J131556.43+302042.1,198.9851578,+30.3450342,0.0785,0.0728,21.1,15.299,14.285,10.488,7.860,17.453,16.210,15.385,0.037,0.042,0.063,0.177,0.264,,0.160,1982130201351026435,0000,0,110n,AAAB,165,259,-8,269,0.379
0.191276,1462819372292267904,199.0708314162841,30.506838465966997,66.23469375343008,83.59620910762112,0.1505853083205559,0.17996071,-0.014503686976857411,0.14225197,0.022743484260360186,0.19199541,18.917307,510.5327814293786,1.2061003,19.130705,18.562395,0.5683098,2016.0,J131616.98+303024.5,199.0707716,+30.5068256,0.0917,0.0854,14.0,15.714,14.176,10.957,8.999,,,,0.045,0.040,0.114,0.447,,,,1982130201351048995,0000,0,011n,AABC,488,294,-26,317,
0.079002,1468243782845317120,202.84479772493162,31.015734539480295,59.316126480647426,80.4514009802549,-1.924709310945124E-4,0.13431652,0.012972401036736596,0.10684771,-0.009589311692738633,0.19229168,18.80967,563.7403626854671,1.7185646,18.77482,18.420826,0.35399437,2016.0,J133122.74+310056.7,202.8447852,+31.0157537,0.0552,0.0545,5.4,14.530,13.418,10.318,7.629,,,,0.028,0.030,0.060,0.138,,,,2034130201351064907,0000,0,001n,AAAB,29,238,-47,200,
0.145325,1468245393455341696,202.11280584374276,30.459511768584548,57.45123604150725,81.23710559319832,-0.1552710497570377,0.12454034,-0.15885308327887002,0.11947819,0.04529291705137211,0.1613665,18.556938,711.4947083710665,2.6355238,18.511847,18.238207,0.27363968,2016.0,J132827.07+302734.3,202.1127969,+30.4595514,0.0425,0.0408,126.0,13.542,12.432,9.705,7.361,16.575,16.160,15.094,0.024,0.023,0.045,0.127,0.114,0.173,0.110,2017130201351048432,0000,0,1100,AAAB,171,54,89,57,0.361
0.092772,1473805559334085120,198.35472084549852,34.37441059457735,91.20912798606231,81.3545515990484,0.0716842879043952,0.16584884,0.24843285678550223,0.14418077,0.2698989016900927,0.2005079,18.837477,549.4853845553126,1.6903065,18.947422,18.633156,0.3142662,2016.0,J131325.12+342227.8,198.3546903,+34.3744052,0.0596,0.0577,5.6,14.766,13.511,10.920,8.427,,,,0.031,0.030,0.101,0.281,,,,1991134801351013468,0000,0,000n,AAAB,230,161,94,169,
0.207640,1462864765802452992,197.99973271843172,29.866591611123226,65.3626682760437,84.71838540424989,0.029902896465428423,0.0793307,-0.06003600046196318,0.066198856,-0.021450943119092063,0.09502352,17.71705,1542.1483882270975,1.7079173,17.94286,17.32916,0.61369896,2016.0,J131159.93+295159.5,197.9997380,+29.8665341,0.0484,0.0474,177.1,14.507,13.052,9.753,7.456,,,,0.029,0.025,0.041,0.111,,,,1982130201351015910,0000,0,0011,AAAB,125,158,58,160,
0.116373,1473813182899598976,198.3959147321143,34.50023511427082,91.49368952619827,81.23154538568856,-0.3234960953367691,0.1929126,0.022458524462180947,0.18147385,-0.013342906470414521,0.21021938,18.957418,492.0163862214079,1.6443002,19.230047,18.441595,0.78845215,2016.0,J131335.02+343000.9,198.3959180,+34.5002673,0.1010,0.0920,29.3,15.592,14.347,11.065,8.355,,,,0.049,0.044,0.126,0.291,,,,1991134801351013488,0000,0,11nn,AABB,86,275,775,293,
0.137101,1468274431731335040,202.20953118770353,30.9055417117205,59.94806449751552,80.99778286287912,0.04668980089609157,0.11689335,-0.06304772037856236,0.09667886,0.09852988108603732,0.1519894,18.53198,728.0386357954166,4.6643248,18.39778,17.855488,0.54229164,2016.0,J132850.29+305420.0,202.2095653,+30.9055661,0.0521,0.0509,173.1,14.388,13.389,10.391,7.339,17.211,16.469,15.787,0.028,0.028,0.071,0.126,0.191,0.224,0.186,2017130201351056429,0000,0,0111,AAAB,243,88,31,95,0.469
0.230043,1468277966487653120,202.11658676178942,30.937461505212667,60.334107782643386,81.0590388746597,-0.1400550546211463,0.11278296,0.09547318112403455,0.10380956,-0.06962708612286787,0.15749608,18.449211,785.710588108937,0.9891901,18.653444,18.077171,0.57627296,2016.0,J132827.98+305615.0,202.1165884,+30.9375254,0.0751,0.0714,7.5,15.404,14.140,10.996,9.214,,,,0.036,0.037,0.115,0.520,,,,2017130201351056480,0000,0,000n,AABC,-244,268,396,281,
0.168484,1468289309498103808,202.60092869554643,30.96255349592433,59.48535939167807,80.66532580489284,0.18840974432329316,0.12011222,-0.03616716291557032,0.10372112,-0.003662870183047267,0.18936135,18.660345,646.857264736712,1.3821182,18.823591,18.312588,0.5110035,2016.0,J133024.22+305745.3,202.6009555,+30.9625943,0.0788,0.0735,2.6,15.449,14.084,11.274,8.977,,,,0.037,0.039,0.145,0.461,,,,2017130201351053858,0000,0,00nn,AABC,179,249,209,265,
0.037350,1462920802239345152,197.12364718326546,30.094165762273487,72.32708804114696,85.22477303501302,0.04954024221250244,0.046202347,0.010764055916095302,0.034384172,-0.047796992567967274,0.059654206,16.694715,3954.217436273782,4.615877,16.859964,16.362698,0.49726677,2016.0,J130829.67+300538.9,197.1236590,+30.0941641,0.0366,0.0343,121.1,12.760,11.548,9.010,6.695,15.282,15.170,14.275,0.023,0.020,0.028,0.067,0.045,0.077,0.065,1965130201351024083,0000,0,1110,AAAA,122,43,181,45,0.026
