#GAIA_ID RA Dec SDSS-u err_SDSS-u SDSS-g err_SDSS-g SDSS-r err_SDSS-r SDSS-i err_SDSS-i SDSS-z err_SDSS-z UKIDSS_Y err_UKIDSS_Y UKIDSS_J err_UKIDSS_J UKIDSS_H err_UKIDSS_H UKIDSS_K err_UKIDSS_K 2MASS_J err_2MASS_J 2MASS_H err_2MASS_H 2MASS_K err_2MASS_K WISE_W1 err_WISE_W1 WISE_W2 err_WISE_W2 WISE_W3 err_WISE_W3 WISE_W4 err_WISE_W4
3977591752814153600 172.6766572552873 19.697658032983988 19.028 0.023 18.889 0.009 18.916 0.011 18.627 0.017 18.695 0.04 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.986 0.06 14.797 0.067 12.008 0.323 99.999 99.999
3977612476031829376 171.7001955511746 19.42075330148789 18.271 0.015 17.731 0.005 17.337 0.005 17.307 0.006 17.16 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.05 0.083 15.652 0.115 15.209 0.131 13.667 0.026 12.583 0.025 9.832 0.052 7.014 0.099
3977642815680818944 172.30471437320668 19.77251710868746 16.131 0.008 14.532 0.002 13.844 0.002 13.509 0.002 13.257 0.0 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 12.971 0.037 12.537 0.061 12.22 0.044 11.515 0.023 11.569 0.021 10.765 0.109 99.999 99.999
3977659308355419776 172.17717372425616 19.886996252330576 17.823 0.021 16.545 0.004 15.986 0.003 15.656 0.003 15.378 0.0 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.125 0.058 14.501 0.063 13.553 0.049 12.268 0.025 11.349 0.023 7.929 0.02 5.331 0.046
3977665179575064832 172.93426524186225 19.57479292124694 19.853 0.04 19.206 0.01 18.915 0.011 18.843 0.012 18.697 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.962 0.055 15.058 0.083 99.999 99.999 99.999 99.999
3977686894929761280 172.68814880598794 19.79129749608671 19.632 0.036 19.251 0.01 18.923 0.011 18.651 0.011 18.547 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.543 0.044 14.657 0.06 12.054 0.301 99.999 99.999
3977744928528008320 172.7856556525916 20.08091828077954 19.009 0.022 18.729 0.009 18.57 0.009 18.535 0.011 18.386 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.163 0.027 13.008 0.029 10.193 0.068 7.945 0.213
3977764410499777664 172.73599448200738 20.297489501705563 18.759 0.019 19.004 0.01 18.549 0.009 18.567 0.011 18.545 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.5 0.044 14.651 0.065 11.777 0.29 8.538 0.391
3977771145008472960 172.96172672533535 20.221501716945134 19.363 0.034 19.186 0.013 18.557 0.01 18.087 0.01 17.797 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 17.008 0.159 16.292 0.207 15.344 0.136 14.624 0.031 13.789 0.037 11.087 0.136 8.908 0.469
3977886353211132032 170.10267913169645 18.81557954065304 18.511 0.017 18.411 0.007 18.285 0.008 18.283 0.009 18.289 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.009 0.036 13.561 0.033 10.413 0.085 7.68 0.169
3965436037589191936 171.67876830091146 12.390244971247306 18.89 0.023 18.609 0.008 18.387 0.008 18.167 0.009 18.189 0.02 99.999 99.999 17.196 0.018 16.533 0.016 16.216 0.026 16.971 0.159 16.1 0.196 15.84 0.181 14.808 0.034 13.276 0.031 10.015 0.057 7.763 0.194
3965439297468928384 171.49284839464434 12.271153695297329 18.788 0.022 18.386 0.007 18.503 0.009 18.366 0.01 18.444 0.03 99.999 99.999 17.213 0.019 16.593 0.016 15.681 0.017 17.586 9.999 16.676 9.999 15.395 0.142 13.995 0.027 12.814 0.027 10.118 0.072 7.897 0.213
3977916108744294400 170.08534329583406 19.025401522121058 19.186 0.027 19.39 0.011 19.346 0.013 19.176 0.022 18.948 0.04 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.105 0.06 15.182 0.09 11.572 0.216 8.715 0.397
3965484892842051584 172.00684136689804 12.800413356823118 19.198 0.024 18.748 0.009 18.68 0.01 18.601 0.012 18.629 0.03 99.999 99.999 17.587 0.025 16.806 0.019 15.904 0.021 99.999 99.999 99.999 99.999 99.999 99.999 14.459 0.03 13.523 0.033 11.068 0.145 99.999 99.999
3965516675599979136 171.2264572771396 12.6982000270448 18.543 0.017 18.545 0.008 18.524 0.009 18.332 0.011 18.292 0.03 99.999 99.999 17.78 0.03 17.5 0.034 16.74 0.042 99.999 99.999 99.999 99.999 99.999 99.999 15.727 0.051 14.309 0.052 10.949 0.129 8.585 0.435
3978009842111124352 171.34058870645146 19.645543246986126 19.782 0.038 19.229 0.01 18.946 0.011 18.862 0.013 18.693 0.04 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.767 0.051 14.999 0.077 11.565 0.233 99.999 99.999
3965576014868136320 172.4439801101256 12.995054892273915 19.311 0.028 19.163 0.011 18.922 0.012 18.892 0.015 18.975 0.04 99.999 99.999 18.229 0.053 17.607 0.07 16.775 0.049 99.999 99.999 99.999 99.999 99.999 99.999 15.099 0.037 14.004 0.042 11.172 0.178 8.66 0.439
3978072346769923968 170.79743439062347 19.835698806961542 19.26 0.027 18.375 0.007 18.129 0.007 18.091 0.008 17.959 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.34 0.038 14.385 0.049 10.833 0.114 99.999 99.999
3978073205763448064 170.63538674437268 19.762804018351567 18.941 0.022 18.766 0.008 18.575 0.009 18.291 0.009 18.067 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.064 0.036 14.014 0.042 10.494 0.096 8.456 0.372
3978080490027906816 170.92624564757963 19.93321260208436 19.329 0.031 19.327 0.012 19.253 0.013 19.069 0.021 18.78 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.09 0.056 14.744 0.062 11.262 0.154 99.999 99.999
3965690776394541952 172.10957270310288 13.628607241532384 19.601 0.027 19.304 0.011 19.157 0.012 19.004 0.013 18.977 0.03 99.999 99.999 17.861 0.039 17.486 0.055 17.184 0.07 99.999 99.999 99.999 99.999 99.999 99.999 16.112 0.065 14.809 0.072 11.761 0.244 99.999 99.999
3959890715118645888 186.79423267079625 24.163077454465498 18.222 0.014 18.137 0.006 18.237 0.008 18.24 0.009 17.693 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.587 9.999 15.995 0.223 14.837 0.11 14.215 0.028 13.035 0.027 10.217 0.069 7.879 0.234
3965695655477407488 172.32106071377214 13.704726288851036 19.081 0.02 18.783 0.009 18.659 0.009 18.631 0.011 18.534 0.02 99.999 99.999 17.323 0.022 17.097 0.039 16.076 0.026 99.999 99.999 99.999 99.999 99.999 99.999 14.451 0.029 13.163 0.03 10.543 0.091 8.348 0.316
3959925109217039104 187.17155897641683 24.48545206903149 19.386 0.027 19.253 0.011 19.212 0.012 19.369 0.022 19.326 0.05 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.163 0.037 14.288 0.044 11.593 0.217 9.09 0.508
3965722490432444160 170.7705040303273 12.963363019117729 18.486 0.017 18.314 0.007 17.989 0.007 18.04 0.009 17.482 0.01 99.999 99.999 16.931 0.016 16.181 0.02 15.319 0.014 16.456 0.131 16.042 9.999 15.173 0.144 14.007 0.028 12.931 0.027 9.615 0.048 6.581 0.079
3965730427532062592 170.95501012561954 13.093385730879051 19.796 0.042 19.402 0.012 18.861 0.012 18.249 0.01 17.929 0.02 99.999 99.999 16.804 0.017 16.259 0.022 15.505 0.016 16.65 0.128 16.239 0.27 15.568 0.176 14.227 0.028 12.889 0.029 9.66 0.048 7.787 0.172
3965735173471643136 170.84265273540774 13.162251959062289 18.799 0.026 18.889 0.014 18.099 0.01 17.875 0.011 17.996 0.03 99.999 99.999 16.586 0.013 15.858 0.015 14.982 0.01 99.999 99.999 99.999 99.999 99.999 99.999 13.209 0.025 12.657 0.027 9.885 0.05 7.184 0.1
3978235551232055168 170.36462152921783 19.664172943087717 18.879 0.022 18.688 0.008 18.637 0.009 18.814 0.011 18.771 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.292 0.039 14.061 0.043 11.476 0.192 99.999 99.999
3978243350892710784 170.26284980647878 19.850644284962357 19.59 0.03 19.123 0.01 19.055 0.011 19.062 0.015 18.863 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.223 0.07 15.069 0.083 11.658 0.254 99.999 99.999
3978283929743784064 170.273923517427 20.063334299581676 18.369 0.016 18.223 0.007 17.866 0.006 17.452 0.006 17.423 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.472 0.124 15.59 0.12 14.95 0.101 13.682 0.026 12.792 0.025 9.814 0.051 7.568 0.149
3960023206269855744 187.13500967885543 24.57189706345096 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 9.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.609 0.043 14.457 0.05 11.499 0.185 8.578 0.352
3960041142053366784 187.63679838465734 24.767894376917752 18.467 0.017 18.485 0.007 18.43 0.008 18.217 0.009 18.055 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.35 0.039 14.076 0.041 10.435 0.077 7.832 0.25
3960042379003958656 187.6312711194106 24.807781722023794 17.462 0.01 17.357 0.005 17.211 0.006 17.113 0.006 17.09 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.559 0.134 15.589 0.111 15.608 9.999 14.096 0.026 12.59 0.025 9.325 0.033 7.243 0.115
3965841375127550848 170.87997275279142 13.831816987104366 19.252 0.025 18.976 0.009 18.749 0.01 18.677 0.013 18.689 0.04 99.999 99.999 17.827 0.033 17.078 0.027 16.512 0.033 99.999 99.999 99.999 99.999 99.999 99.999 15.102 0.036 14.066 0.043 11.262 0.187 8.478 0.309
3960069763715130368 187.73306771853376 25.19661316248558 19.866 0.034 19.474 0.011 19.419 0.014 19.544 0.019 19.378 0.06 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.995 0.034 13.817 0.036 10.815 0.101 8.393 0.281
3965874085598350976 171.4309124201215 13.73933457409451 19.244 0.021 18.886 0.009 18.612 0.009 18.345 0.01 18.279 0.02 99.999 99.999 17.204 0.023 16.762 0.033 16.36 0.034 99.999 99.999 99.999 99.999 99.999 99.999 15.482 0.04 14.434 0.051 11.366 0.167 99.999 99.999
3965875322548954368 171.60641325298127 13.777213611522797 19.448 0.026 19.259 0.01 19.267 0.013 19.067 0.02 19.122 0.04 99.999 99.999 17.984 0.039 17.565 0.042 17.052 0.054 99.999 99.999 99.999 99.999 99.999 99.999 15.805 0.052 14.414 0.052 11.283 0.185 99.999 99.999
3960096018851230208 186.12772656806874 24.351501228508017 18.765 0.019 18.655 0.008 18.516 0.008 18.701 0.011 18.827 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.938 0.033 13.643 0.036 10.967 0.121 99.999 99.999
3960099381809684480 186.28751539774353 24.401355791591254 18.616 0.016 17.973 0.006 17.779 0.007 17.668 0.007 17.469 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.818 0.139 15.974 0.142 15.417 0.131 14.501 0.03 13.086 0.027 9.787 0.051 7.848 0.194
3965881163704468864 172.01563774799897 13.762349846623293 18.482 0.015 18.355 0.007 18.339 0.008 18.139 0.008 18.134 0.02 99.999 99.999 17.292 0.023 16.935 0.026 16.25 0.029 99.999 99.999 99.999 99.999 99.999 99.999 15.183 0.038 13.874 0.039 10.661 0.106 7.805 0.241
3965887657695056896 172.05710570065392 13.82345985609139 18.272 0.013 18.527 0.008 18.279 0.008 18.288 0.009 17.647 0.01 99.999 99.999 16.554 0.012 15.811 0.01 14.837 0.009 16.413 0.092 15.829 0.153 14.743 0.08 13.349 0.025 12.323 0.025 9.494 0.042 6.961 0.104
3960115741340878976 186.84686095234017 24.494145377887463 19.732 0.032 19.044 0.01 18.76 0.01 18.787 0.012 18.334 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.521 0.041 14.481 0.052 11.401 0.158 8.777 0.386
3978392716970422528 171.34565983494943 19.859590604458855 18.883 0.048 17.062 0.005 16.161 0.004 15.687 0.004 15.302 0.0 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.954 0.047 14.146 0.051 13.727 0.046 13.074 0.024 12.743 0.025 8.98 0.028 5.796 0.044
3960123845943308928 186.88962819692503 24.74084138851202 19.48 0.029 19.379 0.011 19.403 0.014 19.139 0.015 19.135 0.04 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.185 0.063 15.04 0.077 12.54 0.531 99.999 99.999
3960148348732513024 185.880811247354 24.527996243358352 19.129 0.023 17.759 0.006 17.11 0.005 16.852 0.005 16.816 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.649 0.054 15.074 0.066 14.495 0.062 13.967 0.028 12.935 0.028 9.092 0.03 6.078 0.044
3960155632997066496 186.100775686557 24.606527745591038 17.279 0.009 16.964 0.004 16.702 0.005 16.525 0.005 16.368 0.0 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.404 0.058 14.62 0.066 14.009 0.058 13.361 0.025 12.635 0.024 10.554 0.086 8.327 0.253
3960172430613796608 186.03518438837386 24.842884993327417 19.068 0.021 19.044 0.009 18.962 0.011 18.642 0.011 18.53 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.446 0.042 14.1 0.042 10.988 0.134 99.999 99.999
3978442298072859648 171.13446162970726 19.899874228858863 19.409 0.027 19.21 0.011 18.724 0.01 18.661 0.012 18.593 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.685 0.032 13.41 0.032 10.526 0.086 8.173 0.239
3978449513617897344 171.49475820460447 20.09842715528062 18.379 0.022 17.365 0.005 16.618 0.004 16.205 0.005 15.911 0.0 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.074 0.052 14.344 0.053 13.743 0.046 12.448 0.024 11.672 0.022 9.114 0.033 6.958 0.086
3960191951240530176 186.4147915844071 24.976772869561785 17.628 0.011 17.587 0.005 17.361 0.006 17.346 0.007 16.777 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.476 0.138 15.518 0.153 14.622 0.085 12.777 0.023 11.787 0.022 9.451 0.043 7.045 0.09
3978462673397671552 171.11005136711697 20.195926755060242 18.346 0.015 18.238 0.007 18.038 0.007 18.07 0.008 18.147 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 17.085 0.206 16.737 0.332 15.996 0.252 14.611 0.031 13.344 0.03 10.692 0.105 8.107 0.222
3965966650733755264 171.41788582597593 14.13139102032871 19.61 0.028 18.849 0.009 18.17 0.007 18.098 0.009 18.207 0.02 99.999 99.999 17.307 0.024 16.399 0.016 16.082 0.024 99.999 99.999 99.999 99.999 99.999 99.999 14.678 0.032 13.275 0.03 10.089 0.071 7.702 0.156
3965967750245401728 171.55043293040814 14.170225613249157 19.392 0.024 18.974 0.009 18.953 0.011 19.081 0.015 18.995 0.04 99.999 99.999 17.82 0.032 17.185 0.029 16.415 0.03 99.999 99.999 99.999 99.999 99.999 99.999 14.966 0.034 14.088 0.041 11.427 0.169 99.999 99.999
3960203526176902912 186.34671666106564 24.98035041358311 18.797 0.018 18.326 0.007 18.289 0.008 18.303 0.01 18.114 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.846 0.199 16.522 0.351 15.539 0.206 15.331 0.04 14.16 0.044 10.73 0.098 8.796 0.389
3960210299340802816 186.31872540398797 25.162130216859424 18.484 0.017 18.418 0.007 18.198 0.007 18.181 0.009 18.166 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 13.996 0.026 12.47 0.023 9.395 0.036 7.266 0.102
3978494417500649216 171.4724559459908 20.454496616818943 19.133 0.025 19.051 0.01 18.854 0.01 18.765 0.013 18.679 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.389 0.042 14.147 0.047 11.205 0.163 8.466 0.347
3978498167007425280 171.34269768159774 20.469396987531965 19.125 0.027 19.002 0.009 18.646 0.009 18.525 0.011 18.552 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.477 0.041 14.31 0.049 11.246 0.164 8.699 0.378
3960228922318831744 187.18738655572787 25.05021094393745 18.616 0.025 16.948 0.004 16.21 0.004 15.903 0.004 15.651 0.0 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.871 0.062 14.2 0.059 13.864 0.056 13.402 0.025 13.357 0.031 99.999 99.999 99.999 99.999
3965997578793572352 173.04398024364602 13.585895168098654 17.563 0.009 17.451 0.005 17.246 0.006 16.865 0.006 16.966 0.01 99.999 99.999 15.73 0.007 14.929 0.006 13.762 0.004 15.569 0.068 14.665 0.065 13.775 0.048 12.392 0.023 11.289 0.021 8.258 0.024 5.535 0.044
3978509707584884992 172.27042591403998 20.191948673301173 20.376 0.056 19.57 0.013 19.134 0.012 18.894 0.013 18.662 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.29 0.039 14.46 0.055 10.989 0.153 8.509 0.356
3978518366238465152 172.39779951845904 20.3578688408884 20.32 0.057 18.62 0.008 17.815 0.006 17.617 0.007 17.462 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.463 0.137 15.82 0.162 15.268 0.137 14.98 0.035 14.631 0.056 12.255 0.511 99.999 99.999
3966012177386871168 173.00478797718515 13.691789022011696 19.18 0.022 18.843 0.009 18.865 0.01 18.937 0.013 18.867 0.03 99.999 99.999 17.746 0.034 17.215 0.043 16.387 0.034 99.999 99.999 99.999 99.999 99.999 99.999 14.949 0.033 14.023 0.042 11.661 0.247 8.608 0.364
3978531697816773504 172.00037096105717 20.437752335190776 18.737 0.02 18.66 0.008 18.381 0.008 18.373 0.01 18.39 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.038 0.035 13.895 0.042 10.854 0.095 8.196 0.259
3990781150703707520 170.20640299536305 21.181147195002804 18.815 0.019 18.758 0.008 18.543 0.009 18.564 0.01 18.659 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.024 0.037 13.607 0.035 10.552 0.083 8.254 0.322
3960262766661145216 187.55870559584056 25.301982278990454 15.443 0.005 15.029 0.004 14.693 0.004 18.511 0.023 14.229 0.0 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 13.185 0.021 12.431 0.017 11.692 0.018 10.74 0.022 9.78 0.02 7.377 0.018 5.278 0.034
3960271425315175168 187.12249573429398 25.340560627044216 19.476 0.028 19.392 0.011 19.044 0.011 18.924 0.013 18.932 0.04 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.268 0.037 14.1 0.04 11.484 0.185 8.67 0.511
3960282587934554496 186.69454919191293 24.973675941202984 18.651 0.017 18.529 0.008 18.478 0.008 18.421 0.01 18.308 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.806 0.049 14.615 0.057 11.213 0.145 8.706 0.389
3966042551395725312 173.20016217330272 13.946418482227303 19.175 0.021 18.878 0.009 18.874 0.01 18.603 0.011 18.572 0.03 99.999 99.999 17.577 0.028 17.009 0.026 16.573 0.034 99.999 99.999 99.999 99.999 99.999 99.999 14.978 0.035 13.624 0.034 10.522 0.094 8.22 0.263
3960286642383748992 186.79199184271442 25.16517569832155 19.203 0.026 18.955 0.009 18.9 0.01 18.621 0.011 18.869 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.653 0.046 14.368 0.048 11.297 0.143 8.686 0.316
3966044956577411200 173.35379716995018 13.94850100999632 18.922 0.018 18.76 0.008 18.743 0.009 18.518 0.01 18.519 0.03 99.999 99.999 18.02 0.04 17.646 0.045 17.102 0.053 99.999 99.999 99.999 99.999 99.999 99.999 15.689 0.05 14.255 0.048 11.189 0.147 8.893 0.487
3960288399025884672 186.5174048186279 25.11044048857159 17.225 0.011 16.642 0.004 16.244 0.004 15.88 0.004 15.735 0.0 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.787 0.05 13.782 0.052 12.969 0.037 11.747 0.023 10.931 0.02 8.412 0.024 6.049 0.044
3978569665327967744 172.62644292873776 20.765722798548875 18.685 0.02 18.104 0.006 17.918 0.006 17.722 0.007 17.726 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.745 0.141 16.103 0.152 15.027 0.094 13.472 0.025 12.297 0.024 9.555 0.041 6.996 0.085
3990818190501464064 170.42456931823108 21.46894390292123 19.67 0.033 19.121 0.01 18.584 0.009 18.256 0.009 18.189 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.682 0.141 16.063 0.181 15.287 0.134 14.425 0.029 13.537 0.034 10.612 0.085 7.989 0.207
3960312480907107968 186.73605840546784 25.457405060239363 19.962 0.038 19.563 0.012 19.056 0.011 19.059 0.015 19.126 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.875 0.032 13.615 0.032 10.879 0.096 7.909 0.194
3960313962671236992 186.62915028897626 25.422818973213644 18.52 0.019 18.046 0.007 17.475 0.006 16.874 0.005 16.842 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.725 0.076 15.07 0.094 14.023 0.063 12.927 0.024 12.068 0.023 9.807 0.052 7.654 0.151
3978602066560996480 171.6457790752942 20.756466218714188 18.305 0.016 18.283 0.007 18.29 0.008 18.034 0.008 18.204 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.284 0.04 14.037 0.04 10.586 0.074 8.493 0.315
3966087429509341312 172.61961686896848 14.106592398887944 18.079 0.012 17.73 0.005 17.509 0.006 17.51 0.006 17.561 0.01 99.999 99.999 16.905 0.016 16.364 0.015 15.681 0.015 16.681 0.122 16.283 0.186 15.3 0.13 13.988 0.028 12.464 0.025 9.407 0.039 7.343 0.127
3972241151276482048 174.63081606383525 15.204261556190755 18.895 0.018 18.613 0.008 18.582 0.009 18.464 0.011 18.492 0.03 99.999 99.999 17.81 0.033 17.169 0.056 16.205 0.034 99.999 99.999 99.999 99.999 99.999 99.999 14.419 0.03 13.339 0.03 10.667 0.095 8.315 0.281
3972253726940370304 174.0386306407335 15.062160156702593 19.079 0.022 18.757 0.008 18.593 0.009 18.417 0.01 18.174 0.02 99.999 99.999 17.843 0.026 17.402 0.063 16.687 0.048 99.999 99.999 99.999 99.999 99.999 99.999 15.394 0.04 14.234 0.046 10.816 0.104 8.268 0.279
3960349726863566720 186.89881427573607 25.762012251012855 21.57 0.101 19.17 0.01 18.307 0.008 18.163 0.009 18.119 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 17.392 0.268 16.212 0.242 15.652 0.203 15.263 0.037 14.721 0.059 11.014 0.122 8.361 0.267
3960350968109482112 187.05326796740246 25.82634188263229 18.12 0.018 17.118 0.004 16.514 0.004 16.149 0.004 15.923 0.0 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.104 0.061 14.403 0.067 13.936 0.06 13.343 0.025 12.686 0.024 9.423 0.041 6.836 0.087
3990886841258851840 170.2359925342484 21.848334640956548 19.193 0.026 18.745 0.008 18.549 0.009 18.352 0.009 18.434 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.936 0.033 13.621 0.034 10.507 0.083 8.029 0.217
3978634536514228864 172.14808934880375 21.043710016587593 19.007 0.02 18.935 0.009 18.835 0.01 18.719 0.011 18.77 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.428 0.04 14.218 0.044 11.397 0.165 8.407 0.266
3960370033468926336 188.60541657838922 25.05236682378492 17.524 0.018 17.354 0.007 16.811 0.006 16.536 0.006 16.141 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.554 0.163 14.818 9.999 14.428 9.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999
3978637697610185088 172.01557253541725 21.124511325816684 18.8 0.018 18.494 0.007 18.35 0.008 18.247 0.009 18.296 0.02 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 14.867 0.034 13.457 0.03 10.445 0.084 7.868 0.203
3972286093814302720 174.27494947018752 15.246520474773666 19.791 0.029 19.498 0.012 19.632 0.016 19.449 0.022 19.081 0.04 99.999 99.999 17.942 0.05 17.1 0.055 16.318 0.039 99.999 99.999 99.999 99.999 99.999 99.999 14.969 0.034 14.022 0.042 11.787 0.264 99.999 99.999
3990923060718930176 170.90223296920155 21.87077873728173 18.335 0.016 18.206 0.007 17.851 0.007 17.437 0.007 17.396 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.089 0.097 15.282 0.106 14.53 0.071 13.486 0.024 12.727 0.027 9.973 0.067 7.47 0.15
3960413189300385024 188.63234982970414 25.366172005329673 19.511 0.029 19.394 0.011 19.354 0.013 19.164 0.015 19.119 0.05 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 16.036 0.054 14.802 0.06 11.827 0.239 99.999 99.999
3960416384756065920 188.8125737124177 25.417611212194593 18.7 0.018 18.632 0.008 18.334 0.008 18.12 0.009 18.068 0.01 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 17.377 0.246 16.172 0.186 16.014 0.241 14.888 0.033 13.48 0.031 10.456 0.082 8.227 0.239
3960419855089650944 188.74833074416995 25.46310339127429 19.208 0.024 19.061 0.01 18.967 0.011 18.749 0.012 18.777 0.03 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 99.999 15.671 0.046 14.355 0.047 11.245 0.137 99.999 99.999
