angDist,source_id,ra,dec,l,b,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ref_epoch,objID,RA_ICRS,DE_ICRS,errHalfMaj,errHalfMin,errPosAng,mode,class,clean,e_RA_ICRS,e_DE_ICRS,umag,gmag,rmag,imag,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,zsp,e_zsp,f_zsp,spCl,subCl,pmRA,pmDE,e_pmRA,e_pmDE,sigRA,sigDE,zph,e_zph,<zph>,Q,SDSS16,Sp-ID,MJD
0.080556,1461880355002458880,199.93929261567433,29.111453103468154,52.20076885784759,83.44987930081854,0.14817060530208107,0.11786038,0.02855125932523936,0.11087778,-0.08410621660120901,0.1638878,18.350368,860.5958318504958,1.4433019,18.552738,17.955091,0.5976467,2016.0,1237667258283130890,199.939289,29.111475,0.004,0.003,90,2,6,0,0.004,0.003,18.378,18.176,18.167,17.951,17.937,0.015,0.006,0.007,0.008,0.020,,,,,,1.18,2.31,2.80,2.80,150.57,112.40,,,,3,SDSS J131945.42+290641.3,,53354.5131
0.090689,1461880355002458880,199.93929261567433,29.111453103468154,52.20076885784759,83.44987930081854,0.14817060530208107,0.11786038,0.02855125932523936,0.11087778,-0.08410621660120901,0.1638878,18.350368,860.5958318504958,1.4433019,18.552738,17.955091,0.5976467,2016.0,1237667258283130889,199.939290,29.111478,0.004,0.003,90,3,6,0,0.004,0.003,18.366,18.174,18.163,17.944,17.923,0.015,0.006,0.007,0.008,0.022,,,,,,,,,,,,,,,3,SDSS J131945.42+290641.3,,53354.5131
0.018872,1472832766421069184,200.48587668151384,33.904868624396514,80.70160986055095,80.56770286733244,0.3764028564179102,0.29100317,-0.26581802570998,0.31637084,-0.2865939140253421,0.3570357,18.94912,495.7915529668941,1.351895,18.338985,17.50605,0.83293533,2016.0,1237665024910688299,200.485870,33.904868,0.004,0.004,90,1,3,1,0.004,0.004,18.741,18.089,17.788,17.456,17.488,0.021,0.006,0.006,0.006,0.018,0.11134,0.00001,0,GALAXY,STARBURST,-0.11,-38.87,4.11,4.11,169.95,713.16,0.1400,0.0200,0.1232,3,SDSS J132156.60+335417.5,2112-53534-0377,53108.3125
0.023927,1472832766421069184,200.48587668151384,33.904868624396514,80.70160986055095,80.56770286733244,0.3764028564179102,0.29100317,-0.26581802570998,0.31637084,-0.2865939140253421,0.3570357,18.94912,495.7915529668941,1.351895,18.338985,17.50605,0.83293533,2016.0,1237665024910688298,200.485876,33.904862,0.004,0.004,90,3,3,0,0.004,0.004,18.714,18.066,17.758,17.433,17.431,0.021,0.006,0.006,0.006,0.019,,,,,,,,,,,,,,,3,SDSS J132156.61+335417.5,,53108.3125
0.022164,1472852175377169792,200.32319170377593,34.1313487676578,82.25753804744497,80.50424345715255,-0.02930983937945449,0.17149144,0.1076934711391733,0.1817581,-0.26039730918439075,0.22754513,18.909266,514.3280911783409,1.5786998,19.139153,18.60505,0.5341034,2016.0,1237665128549515381,200.323190,34.131343,0.005,0.004,90,3,0,0,0.005,0.004,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J132117.56+340752.8,,53111.3428
0.025509,1472852175377169792,200.32319170377593,34.1313487676578,82.25753804744497,80.50424345715255,-0.02930983937945449,0.17149144,0.1076934711391733,0.1817581,-0.26039730918439075,0.22754513,18.909266,514.3280911783409,1.5786998,19.139153,18.60505,0.5341034,2016.0,1237665128549450008,200.323191,34.131342,0.005,0.004,90,3,6,0,0.005,0.004,19.113,18.934,18.974,18.816,18.885,0.026,0.009,0.011,0.012,0.042,,,,,,,,,,,,,,,3,SDSS J132117.56+340752.8,,53111.3424
0.028079,1472852175377169792,200.32319170377593,34.1313487676578,82.25753804744497,80.50424345715255,-0.02930983937945449,0.17149144,0.1076934711391733,0.1817581,-0.26039730918439075,0.22754513,18.909266,514.3280911783409,1.5786998,19.139153,18.60505,0.5341034,2016.0,1237665128549450009,200.323182,34.131347,0.005,0.004,90,1,6,1,0.005,0.004,19.122,18.943,18.983,18.827,18.882,0.023,0.009,0.011,0.012,0.039,1.72065,0.00065,0,QSO,BROADLINE,0.20,2.56,3.05,3.05,146.96,196.48,,,,3,SDSS J132117.56+340752.8,2023-53851-0015,53111.3424
0.032825,1472852175377169792,200.32319170377593,34.1313487676578,82.25753804744497,80.50424345715255,-0.02930983937945449,0.17149144,0.1076934711391733,0.1817581,-0.26039730918439075,0.22754513,18.909266,514.3280911783409,1.5786998,19.139153,18.60505,0.5341034,2016.0,1237665128549515382,200.323181,34.131348,0.005,0.004,90,4,0,0,0.005,0.004,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J132117.56+340752.8,,53111.3428
0.043232,1467467252756750592,194.6936610252378,33.37627849102139,109.15744411431848,83.55460775621142,-0.12747655165343055,0.13277653,-0.021799165523124997,0.10813295,0.2723450818011106,0.15562354,18.176477,1010.0799195239254,1.3898047,18.347916,17.858057,0.48985863,2016.0,1237665228382732340,194.693670,33.376288,0.005,0.005,90,3,6,0,0.005,0.005,18.376,18.343,18.273,18.189,18.054,0.017,0.007,0.008,0.009,0.022,,,,,,,,,,,,,,,3,SDSS J125846.48+332234.6,,53120.3556
0.047305,1467467252756750592,194.6936610252378,33.37627849102139,109.15744411431848,83.55460775621142,-0.12747655165343055,0.13277653,-0.021799165523124997,0.10813295,0.2723450818011106,0.15562354,18.176477,1010.0799195239254,1.3898047,18.347916,17.858057,0.48985863,2016.0,1237665228382732342,194.693661,33.376292,0.005,0.005,90,2,6,0,0.005,0.005,18.397,18.342,18.277,18.189,18.053,0.017,0.007,0.008,0.009,0.021,,,,,,-2.72,-0.15,2.76,2.76,116.85,139.70,,,,3,SDSS J125846.47+332234.6,,53120.3556
0.047305,1467467252756750592,194.6936610252378,33.37627849102139,109.15744411431848,83.55460775621142,-0.12747655165343055,0.13277653,-0.021799165523124997,0.10813295,0.2723450818011106,0.15562354,18.176477,1010.0799195239254,1.3898047,18.347916,17.858057,0.48985863,2016.0,1237665228382732341,194.693661,33.376292,0.005,0.005,90,3,6,0,0.005,0.005,18.397,18.342,18.277,18.189,18.053,0.017,0.007,0.008,0.009,0.021,,,,,,,,,,,,,,,3,SDSS J125846.47+332234.6,,53120.3556
0.060624,1467467252756750592,194.6936610252378,33.37627849102139,109.15744411431848,83.55460775621142,-0.12747655165343055,0.13277653,-0.021799165523124997,0.10813295,0.2723450818011106,0.15562354,18.176477,1010.0799195239254,1.3898047,18.347916,17.858057,0.48985863,2016.0,1237665126936870972,194.693681,33.376281,0.003,0.003,0,1,6,1,0.003,0.003,18.441,18.335,18.294,18.219,18.014,0.015,0.007,0.008,0.009,0.019,2.07184,0.00030,0,QSO,BROADLINE,-0.38,0.07,2.78,2.78,116.18,114.67,,,,3,SDSS J125846.48+332234.6,2006-53476-0239,53111.3300
0.060624,1467467252756750592,194.6936610252378,33.37627849102139,109.15744411431848,83.55460775621142,-0.12747655165343055,0.13277653,-0.021799165523124997,0.10813295,0.2723450818011106,0.15562354,18.176477,1010.0799195239254,1.3898047,18.347916,17.858057,0.48985863,2016.0,1237665126936870971,194.693681,33.376281,0.003,0.003,0,3,6,0,0.003,0.003,18.441,18.335,18.294,18.219,18.014,0.015,0.007,0.008,0.009,0.019,,,,,,,,,,,,,,,3,SDSS J125846.48+332234.6,,53111.3300
0.090904,1467467252756750592,194.6936610252378,33.37627849102139,109.15744411431848,83.55460775621142,-0.12747655165343055,0.13277653,-0.021799165523124997,0.10813295,0.2723450818011106,0.15562354,18.176477,1010.0799195239254,1.3898047,18.347916,17.858057,0.48985863,2016.0,1237665126936870970,194.693690,33.376284,0.003,0.003,0,3,6,0,0.003,0.003,18.442,18.332,18.292,18.219,18.013,0.015,0.007,0.008,0.009,0.024,,,,,,,,,,,,,,,3,SDSS J125846.48+332234.6,,53111.3300
0.065276,1467469000807400192,194.71159291170133,33.41766248342371,109.12226683325233,83.51077781127148,-0.19574125735017636,0.20637505,-0.008308050187041996,0.15564679,-0.16747036500922008,0.22989507,18.922615,508.04334038651206,1.35025,19.046978,18.691767,0.35521126,2016.0,1237665126936871080,194.711614,33.417666,0.006,0.005,0,3,6,0,0.005,0.006,19.274,19.207,19.060,19.084,18.907,0.024,0.010,0.011,0.014,0.037,,,,,,,,,,,,,,,3,SDSS J125850.78+332503.5,,53111.3300
0.065731,1467469000807400192,194.71159291170133,33.41766248342371,109.12226683325233,83.51077781127148,-0.19574125735017636,0.20637505,-0.008308050187041996,0.15564679,-0.16747036500922008,0.22989507,18.922615,508.04334038651206,1.35025,19.046978,18.691767,0.35521126,2016.0,1237665126936871081,194.711614,33.417666,0.006,0.005,0,1,6,1,0.005,0.006,19.289,19.221,19.084,19.114,18.973,0.024,0.010,0.011,0.014,0.039,0.98137,0.00041,0,QSO,BROADLINE,1.73,2.14,3.23,3.23,180.32,217.13,,,,3,SDSS J125850.78+332503.5,2006-53476-0233,53111.3300
0.096143,1467469000807400192,194.71159291170133,33.41766248342371,109.12226683325233,83.51077781127148,-0.19574125735017636,0.20637505,-0.008308050187041996,0.15564679,-0.16747036500922008,0.22989507,18.922615,508.04334038651206,1.35025,19.046978,18.691767,0.35521126,2016.0,1237665126936871079,194.711624,33.417667,0.006,0.005,0,3,6,0,0.005,0.006,19.276,19.204,19.060,19.081,18.911,0.025,0.010,0.011,0.014,0.040,,,,,,,,,,,,,,,3,SDSS J125850.78+332503.6,,53111.3300
0.011187,1467482852078335616,195.7344869042771,33.211289217335136,101.41669522339934,83.42966153300416,-0.224660903896131,0.19994025,-0.06802643195233725,0.14982039,0.020857227116467227,0.24324492,18.979614,482.05975142613124,1.6469364,19.202675,18.53663,0.66604424,2016.0,1237665228383125602,195.734487,33.211286,0.008,0.008,90,3,6,0,0.008,0.008,19.093,19.016,18.912,18.636,18.589,0.024,0.009,0.011,0.012,0.030,,,,,,,,,,,,,,,3,SDSS J130256.27+331240.6,,53120.3581
0.011192,1467482852078335616,195.7344869042771,33.211289217335136,101.41669522339934,83.42966153300416,-0.224660903896131,0.19994025,-0.06802643195233725,0.14982039,0.020857227116467227,0.24324492,18.979614,482.05975142613124,1.6469364,19.202675,18.53663,0.66604424,2016.0,1237665228383125603,195.734487,33.211286,0.008,0.008,90,1,6,1,0.008,0.008,19.093,19.016,18.912,18.637,18.588,0.024,0.009,0.011,0.012,0.030,1.73748,0.00033,0,QSO,BROADLINE,2.58,-1.86,3.07,3.07,227.69,232.11,,,,3,SDSS J130256.27+331240.6,2006-53476-0143,53120.3581
0.044377,1467482852078335616,195.7344869042771,33.211289217335136,101.41669522339934,83.42966153300416,-0.224660903896131,0.19994025,-0.06802643195233725,0.14982039,0.020857227116467227,0.24324492,18.979614,482.05975142613124,1.6469364,19.202675,18.53663,0.66604424,2016.0,1237665228383125601,195.734496,33.211279,0.008,0.008,90,3,6,0,0.008,0.008,19.072,19.006,18.897,18.630,18.567,0.025,0.009,0.011,0.012,0.031,,,,,,,,,,,,,,,3,SDSS J130256.27+331240.6,,53120.3581
0.053341,1467486356771931264,195.59154887506728,33.21508833115496,102.39854157718577,83.47179122754713,0.49434615218010947,0.6641117,-0.10719429706830261,0.53004515,0.5079371561695116,0.730345,18.743235,599.3117252907468,5.8652797,16.534546,15.225524,1.309022,2016.0,1237665228383059996,195.591537,33.215099,0.002,0.002,0,3,3,0,0.002,0.002,17.458,15.755,15.006,14.629,14.333,0.014,0.003,0.002,0.002,0.004,,,,,,,,,,,,,,,3,SDSS J130221.96+331254.3,,53120.3577
0.085619,1467486356771931264,195.59154887506728,33.21508833115496,102.39854157718577,83.47179122754713,0.49434615218010947,0.6641117,-0.10719429706830261,0.53004515,0.5079371561695116,0.730345,18.743235,599.3117252907468,5.8652797,16.534546,15.225524,1.309022,2016.0,1237665228383059997,195.591529,33.215106,0.002,0.002,0,3,3,0,0.002,0.002,17.483,15.759,15.009,14.629,14.334,0.014,0.003,0.002,0.002,0.004,,,,,,,,,,,,,,,3,SDSS J130221.96+331254.3,,53120.3577
0.085619,1467486356771931264,195.59154887506728,33.21508833115496,102.39854157718577,83.47179122754713,0.49434615218010947,0.6641117,-0.10719429706830261,0.53004515,0.5079371561695116,0.730345,18.743235,599.3117252907468,5.8652797,16.534546,15.225524,1.309022,2016.0,1237665228383059998,195.591529,33.215106,0.002,0.002,0,1,3,1,0.002,0.002,17.483,15.759,15.009,14.629,14.335,0.014,0.003,0.002,0.002,0.004,0.02401,0.00001,0,GALAXY,,-3.02,3.57,2.34,2.34,302.71,422.27,0.0322,0.0106,0.0347,3,SDSS J130221.96+331254.3,2006-53476-0147,53120.3577
0.034575,1472897598951283712,200.25590087291468,34.11609100610664,82.4346339549081,80.55411050593516,-0.03480652963171538,0.13610575,0.09485145704487272,0.13262527,0.003838179487390396,0.16099097,18.244781,948.4926046735984,5.6606245,18.314013,17.650557,0.66345596,2016.0,1237665128549449801,200.255890,34.116087,0.004,0.004,90,1,6,1,0.004,0.004,19.012,18.849,18.583,18.551,18.043,0.022,0.008,0.009,0.010,0.023,0.33421,0.00008,0,QSO,BROADLINE,-3.24,-3.28,2.56,2.56,101.80,114.59,,,,3,SDSS J132101.41+340657.9,3377-54950-0540,53111.3424
0.028769,1472898354866380672,200.14878648718346,34.1373860413255,82.91453952618981,80.60039960290588,-0.13882031585021617,0.22944021,0.06561264155251083,0.21662898,0.07141857761106037,0.28362918,18.8119,562.5840567250157,1.560507,18.106907,17.282337,0.8245697,2016.0,1237665128549449860,200.148781,34.137393,0.004,0.004,0,1,3,0,0.004,0.004,15.877,14.658,14.480,14.420,14.665,0.017,0.003,0.004,0.005,0.022,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.0214,0.0552,0.0476,3,SDSS J132035.70+340814.6,,53111.3424
0.036818,1483094817681016960,208.95499878189386,35.15062288437049,67.15286708913948,74.08901570329975,-0.3521373196762746,0.24967988,0.03632735483829684,0.44160137,-0.7125123755559065,0.52353287,18.855991,540.1943054107053,2.738138,17.104986,15.806539,1.2984476,2016.0,1237664673257619485,208.954987,35.150626,0.003,0.002,0,3,3,0,0.002,0.003,17.768,16.058,15.308,14.946,14.643,0.017,0.003,0.003,0.003,0.005,,,,,,,,,,,,,,,3,SDSS J135549.19+350902.2,,53052.5160
0.043831,1483094817681016960,208.95499878189386,35.15062288437049,67.15286708913948,74.08901570329975,-0.3521373196762746,0.24967988,0.03632735483829684,0.44160137,-0.7125123755559065,0.52353287,18.855991,540.1943054107053,2.738138,17.104986,15.806539,1.2984476,2016.0,1237662684680028261,208.954993,35.150612,0.003,0.002,0,3,3,0,0.002,0.003,17.812,16.065,15.353,14.989,14.686,0.020,0.003,0.003,0.003,0.006,,,,,,,,,,,,,,,3,SDSS J135549.19+350902.2,,52814.1650
0.059581,1483094817681016960,208.95499878189386,35.15062288437049,67.15286708913948,74.08901570329975,-0.3521373196762746,0.24967988,0.03632735483829684,0.44160137,-0.7125123755559065,0.52353287,18.855991,540.1943054107053,2.738138,17.104986,15.806539,1.2984476,2016.0,1237664673257619486,208.954983,35.150633,0.003,0.002,0,3,3,0,0.002,0.003,17.755,16.049,15.292,14.937,14.643,0.017,0.003,0.003,0.003,0.006,,,,,,,,,,,,,,,3,SDSS J135549.19+350902.2,,53052.5160
0.059581,1483094817681016960,208.95499878189386,35.15062288437049,67.15286708913948,74.08901570329975,-0.3521373196762746,0.24967988,0.03632735483829684,0.44160137,-0.7125123755559065,0.52353287,18.855991,540.1943054107053,2.738138,17.104986,15.806539,1.2984476,2016.0,1237664673257619487,208.954983,35.150633,0.003,0.002,0,1,3,1,0.002,0.003,17.765,16.059,15.301,14.946,14.653,0.017,0.003,0.003,0.003,0.006,0.03454,0.00001,0,GALAXY,BROADLINE,-0.61,4.81,2.37,2.37,153.56,146.77,0.0333,0.0112,0.0347,3,SDSS J135549.19+350902.2,1838-53467-0396,53052.5160
0.078677,1483094817681016960,208.95499878189386,35.15062288437049,67.15286708913948,74.08901570329975,-0.3521373196762746,0.24967988,0.03632735483829684,0.44160137,-0.7125123755559065,0.52353287,18.855991,540.1943054107053,2.738138,17.104986,15.806539,1.2984476,2016.0,1237662684680028262,208.954974,35.150614,0.003,0.002,0,3,3,0,0.002,0.003,17.781,16.039,15.319,14.960,14.655,0.019,0.003,0.003,0.003,0.006,,,,,,,,,,,,,,,3,SDSS J135549.19+350902.2,,52814.1650
0.078678,1483094817681016960,208.95499878189386,35.15062288437049,67.15286708913948,74.08901570329975,-0.3521373196762746,0.24967988,0.03632735483829684,0.44160137,-0.7125123755559065,0.52353287,18.855991,540.1943054107053,2.738138,17.104986,15.806539,1.2984476,2016.0,1237662684680028263,208.954974,35.150614,0.003,0.002,0,2,3,0,0.002,0.003,17.790,16.047,15.326,14.968,14.664,0.019,0.003,0.003,0.003,0.006,,,,,,-0.83,3.73,2.40,2.40,184.14,151.05,,,,3,SDSS J135549.19+350902.2,,52814.1650
0.054941,1461968904343931520,199.47623106729046,29.68572804004796,58.204327051687386,83.64434331055998,0.14451532272648157,0.13323066,-0.03164261146150452,0.12686749,0.09860819305487968,0.17740902,18.546791,718.1753234103692,2.0723665,18.64685,17.996908,0.6499424,2016.0,1237665442591277143,199.476244,29.685739,0.009,0.009,90,1,6,1,0.009,0.009,19.528,19.004,18.878,18.664,18.636,0.033,0.010,0.011,0.014,0.040,0.59546,0.00012,0,QSO,BROADLINE,0.45,-1.82,3.35,3.35,92.00,168.49,,,,3,SDSS J131754.29+294108.6,2002-53471-0390,53148.2793
0.067270,1461968904343931520,199.47623106729046,29.68572804004796,58.204327051687386,83.64434331055998,0.14451532272648157,0.13323066,-0.03164261146150452,0.12686749,0.09860819305487968,0.17740902,18.546791,718.1753234103692,2.0723665,18.64685,17.996908,0.6499424,2016.0,1237665442591277142,199.476250,29.685737,0.009,0.009,90,3,6,0,0.009,0.009,19.494,18.978,18.852,18.635,18.588,0.033,0.010,0.011,0.013,0.040,,,,,,,,,,,,,,,3,SDSS J131754.29+294108.6,,53148.2793
0.080266,1467527622817378944,195.6052174474663,33.49258719317236,103.18481758472004,83.20944566303282,0.09964896540916127,0.12594715,0.15064675758659177,0.09956583,-0.01143056206521335,0.16244009,18.45297,782.99466270088,2.5699344,18.585642,18.107414,0.47822762,2016.0,1237665023835242497,195.605198,33.492572,0.004,0.004,0,3,0,0,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J130225.24+332933.2,,53108.3017
0.087957,1467527622817378944,195.6052174474663,33.49258719317236,103.18481758472004,83.20944566303282,0.09964896540916127,0.12594715,0.15064675758659177,0.09956583,-0.01143056206521335,0.16244009,18.45297,782.99466270088,2.5699344,18.585642,18.107414,0.47822762,2016.0,1237665023835242498,195.605191,33.492577,0.004,0.004,0,4,0,0,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J130225.24+332933.2,,53108.3017
0.104558,1467527622817378944,195.6052174474663,33.49258719317236,103.18481758472004,83.20944566303282,0.09964896540916127,0.12594715,0.15064675758659177,0.09956583,-0.01143056206521335,0.16244009,18.45297,782.99466270088,2.5699344,18.585642,18.107414,0.47822762,2016.0,1237665023835177045,195.605189,33.492571,0.004,0.004,0,3,6,0,0.004,0.004,18.572,18.337,18.149,18.211,18.102,0.016,0.007,0.007,0.009,0.022,,,,,,,,,,,,,,,3,SDSS J130225.24+332933.2,,53108.3013
0.120039,1467527622817378944,195.6052174474663,33.49258719317236,103.18481758472004,83.20944566303282,0.09964896540916127,0.12594715,0.15064675758659177,0.09956583,-0.01143056206521335,0.16244009,18.45297,782.99466270088,2.5699344,18.585642,18.107414,0.47822762,2016.0,1237665023835177046,195.605181,33.492574,0.004,0.004,0,1,6,1,0.004,0.004,18.583,18.338,18.152,18.212,18.097,0.016,0.007,0.007,0.009,0.021,0.92079,0.00018,0,QSO,BROADLINE,-6.93,1.31,2.64,2.64,136.36,151.62,,,,3,SDSS J130225.24+332933.2,2006-53476-0151,53108.3013
0.021903,1483102686061104128,209.09324528316046,35.24912608467777,67.2957776648191,73.94439190034639,-0.011967945497803048,0.1071552,0.0077181386194350304,0.20369305,-0.2597282664488884,0.21662486,18.740612,600.7617581018866,4.2013135,17.820168,16.452679,1.3674889,2016.0,1237664853641789773,209.093253,35.249126,0.004,0.004,0,3,0,0,0.004,0.004,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J135622.38+351456.8,,53081.4082
0.024579,1483102686061104128,209.09324528316046,35.24912608467777,67.2957776648191,73.94439190034639,-0.011967945497803048,0.1071552,0.0077181386194350304,0.20369305,-0.2597282664488884,0.21662486,18.740612,600.7617581018866,4.2013135,17.820168,16.452679,1.3674889,2016.0,1237664853641724128,209.093253,35.249125,0.004,0.004,0,3,3,0,0.004,0.004,18.235,16.718,15.906,15.473,15.187,0.027,0.004,0.004,0.003,0.008,,,,,,,,,,,,,,,3,SDSS J135622.38+351456.8,,53081.4078
0.024582,1483102686061104128,209.09324528316046,35.24912608467777,67.2957776648191,73.94439190034639,-0.011967945497803048,0.1071552,0.0077181386194350304,0.20369305,-0.2597282664488884,0.21662486,18.740612,600.7617581018866,4.2013135,17.820168,16.452679,1.3674889,2016.0,1237664853641724129,209.093253,35.249125,0.004,0.004,0,1,3,1,0.004,0.004,18.272,16.748,15.931,15.496,15.211,0.027,0.004,0.004,0.003,0.008,0.09819,0.00002,0,QSO,STARBURST,13.33,-55.54,2.47,2.47,371.58,598.87,0.0844,0.0139,0.0789,3,SDSS J135622.38+351456.8,1838-53467-0398,53081.4078
0.032040,1483102686061104128,209.09324528316046,35.24912608467777,67.2957776648191,73.94439190034639,-0.011967945497803048,0.1071552,0.0077181386194350304,0.20369305,-0.2597282664488884,0.21662486,18.740612,600.7617581018866,4.2013135,17.820168,16.452679,1.3674889,2016.0,1237664853641789775,209.093243,35.249135,0.065,0.057,0,4,3,0,0.057,0.065,20.363,19.704,,18.186,18.112,0.053,0.014,,0.009,0.024,,,,,,,,,,,,,,,3,SDSS J135622.37+351456.8,,53081.4082
0.055422,1483102686061104128,209.09324528316046,35.24912608467777,67.2957776648191,73.94439190034639,-0.011967945497803048,0.1071552,0.0077181386194350304,0.20369305,-0.2597282664488884,0.21662486,18.740612,600.7617581018866,4.2013135,17.820168,16.452679,1.3674889,2016.0,1237664853641724127,209.093264,35.249123,0.004,0.004,0,3,3,0,0.004,0.004,18.183,16.693,15.874,15.445,15.135,0.027,0.004,0.004,0.003,0.008,,,,,,,,,,,,,,,3,SDSS J135622.38+351456.8,,53081.4078
0.561475,1483102686061104128,209.09324528316046,35.24912608467777,67.2957776648191,73.94439190034639,-0.011967945497803048,0.1071552,0.0077181386194350304,0.20369305,-0.2597282664488884,0.21662486,18.740612,600.7617581018866,4.2013135,17.820168,16.452679,1.3674889,2016.0,1237664853641789774,209.093427,35.249077,0.007,0.004,0,3,0,0,0.004,0.007,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J135622.42+351456.6,,53081.4082
0.045115,1461986011197241088,201.0626908254258,28.779772628993932,47.675193921242986,82.56986140007687,0.3210684642011772,0.2788821,0.10852119175523411,0.17344157,-0.2545722360553577,0.201446,18.780016,579.3488474171537,2.653191,18.891808,18.476582,0.41522598,2016.0,1237665441518190612,201.062704,28.779768,0.005,0.005,0,1,6,1,0.005,0.005,18.728,18.676,18.441,18.500,18.493,0.020,0.008,0.008,0.011,0.035,1.00500,0.00027,0,QSO,BROADLINE,-1.64,-2.67,2.93,2.93,281.95,126.17,,,,3,SDSS J132415.04+284647.1,2002-53471-0067,53148.2834
0.045860,1461986011197241088,201.0626908254258,28.779772628993932,47.675193921242986,82.56986140007687,0.3210684642011772,0.2788821,0.10852119175523411,0.17344157,-0.2545722360553577,0.201446,18.780016,579.3488474171537,2.653191,18.891808,18.476582,0.41522598,2016.0,1237665441518190611,201.062704,28.779768,0.005,0.005,0,3,6,0,0.005,0.005,18.726,18.671,18.435,18.494,18.459,0.020,0.008,0.008,0.011,0.035,,,,,,,,,,,,,,,3,SDSS J132415.04+284647.1,,53148.2834
0.036158,1467546692472105344,195.01460391001777,33.39336308356956,106.91861570922805,83.46474042659447,0.09453476580386547,0.1585704,0.07782160606919816,0.11001668,0.19707328643562066,0.19278987,18.786266,576.0233670985556,1.5477128,18.911577,18.489481,0.42209625,2016.0,1237665126937002025,195.014596,33.393371,0.005,0.004,0,3,6,0,0.004,0.005,19.160,18.880,18.714,18.768,18.706,0.022,0.009,0.009,0.012,0.035,,,,,,,,,,,,,,,3,SDSS J130003.50+332336.1,,53111.3308
0.054409,1467546692472105344,195.01460391001777,33.39336308356956,106.91861570922805,83.46474042659447,0.09453476580386547,0.1585704,0.07782160606919816,0.11001668,0.19707328643562066,0.19278987,18.786266,576.0233670985556,1.5477128,18.911577,18.489481,0.42209625,2016.0,1237665126937002026,195.014588,33.393370,0.005,0.004,0,1,6,1,0.004,0.005,19.179,18.883,18.721,18.775,18.697,0.022,0.009,0.009,0.012,0.032,0.91940,0.00029,0,QSO,BROADLINE,-0.07,0.45,3.05,3.05,121.23,208.13,,,,3,SDSS J130003.50+332336.1,2006-53476-0199,53111.3308
0.026718,1483118693402711040,208.87113062359197,35.39226171630076,68.05249317377078,74.04336316303448,0.012925562255509223,0.052023478,0.0993796241636147,0.090000406,0.07651244163242779,0.1026279,17.668056,1613.3326752709545,4.3306127,17.768354,17.143394,0.62495995,2016.0,1237664853641658424,208.871127,35.392255,0.002,0.002,0,3,6,0,0.002,0.002,17.044,16.956,16.995,17.111,16.571,0.008,0.004,0.005,0.006,0.009,,,,,,,,,,,,,,,3,SDSS J135529.07+352332.1,,53081.4074
0.041735,1483118693402711040,208.87113062359197,35.39226171630076,68.05249317377078,74.04336316303448,0.012925562255509223,0.052023478,0.0993796241636147,0.090000406,0.07651244163242779,0.1026279,17.668056,1613.3326752709545,4.3306127,17.768354,17.143394,0.62495995,2016.0,1237664853641658425,208.871117,35.392257,0.002,0.002,0,1,6,1,0.002,0.002,17.044,16.956,16.996,17.113,16.575,0.008,0.004,0.005,0.006,0.009,0.31478,0.00004,0,QSO,BROADLINE,1.25,4.04,2.46,2.46,137.60,172.93,,,,3,SDSS J135529.06+352332.1,8878-57785-0255,53081.4074
0.024907,1472949172918806784,200.17360388979534,34.717956473398914,85.1775734248885,80.15932393667644,0.17745125170897472,0.13367498,-0.1265089292798565,0.11466557,0.12909067255441517,0.14259358,18.393118,827.3699489576647,2.8833783,18.575405,18.073177,0.5022278,2016.0,1237665025984233548,200.173608,34.717962,0.005,0.005,90,3,6,0,0.005,0.005,18.794,18.706,18.760,18.564,18.500,0.019,0.008,0.009,0.011,0.027,,,,,,,,,,,,,,,3,SDSS J132041.66+344304.6,,53108.3112
0.024991,1472949172918806784,200.17360388979534,34.717956473398914,85.1775734248885,80.15932393667644,0.17745125170897472,0.13367498,-0.1265089292798565,0.11466557,0.12909067255441517,0.14259358,18.393118,827.3699489576647,2.8833783,18.575405,18.073177,0.5022278,2016.0,1237665025984233549,200.173608,34.717962,0.005,0.005,90,1,6,1,0.005,0.005,18.810,18.723,18.770,18.575,18.522,0.019,0.008,0.009,0.011,0.027,1.84072,0.00048,0,QSO,BROADLINE,-0.92,0.55,2.80,2.80,197.12,63.12,,,,3,SDSS J132041.66+344304.6,2023-53851-0158,53108.3112
