angDist,source_id,ra,dec,l,b,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,phot_g_mean_mag,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ref_epoch,objID,RA_ICRS,DE_ICRS,errHalfMaj,errHalfMin,errPosAng,mode,class,clean,e_RA_ICRS,e_DE_ICRS,umag,gmag,rmag,imag,zmag,e_umag,e_gmag,e_rmag,e_imag,e_zmag,zsp,e_zsp,f_zsp,spCl,subCl,pmRA,pmDE,e_pmRA,e_pmDE,sigRA,sigDE,zph,e_zph,<zph>,Q,SDSS16,Sp-ID,MJD
0.027328,3961812627084176896,192.48112004095455,27.39421704043421,174.50910475477832,89.57121226393568,0.009883360749010459,0.25118494,-0.21547182972221574,0.27279872,-0.0329139437898036,0.27559903,18.999037,473.5129013334513,1.8930101,19.349358,18.670874,0.67848396,2016.0,1237667323259912209,192.481125,27.394211,0.006,0.005,90,1,6,1,0.006,0.005,18.876,18.939,19.025,18.753,18.596,0.020,0.009,0.011,0.012,0.034,2.02455,0.00013,0,QSO,BROADLINE,-3.49,0.20,2.83,2.83,50.80,171.61,,,,3,SDSS J124955.47+272339.1,5987-56339-0746,53360.4917
0.027657,3961812627084176896,192.48112004095455,27.39421704043421,174.50910475477832,89.57121226393568,0.009883360749010459,0.25118494,-0.21547182972221574,0.27279872,-0.0329139437898036,0.27559903,18.999037,473.5129013334513,1.8930101,19.349358,18.670874,0.67848396,2016.0,1237667323259912208,192.481125,27.394211,0.006,0.005,90,3,6,0,0.006,0.005,18.852,18.928,19.013,18.741,18.566,0.019,0.009,0.011,0.012,0.034,,,,,,,,,,,,,,,3,SDSS J124955.47+272339.1,,53360.4917
0.030625,3961812627084176896,192.48112004095455,27.39421704043421,174.50910475477832,89.57121226393568,0.009883360749010459,0.25118494,-0.21547182972221574,0.27279872,-0.0329139437898036,0.27559903,18.999037,473.5129013334513,1.8930101,19.349358,18.670874,0.67848396,2016.0,1237667323259912207,192.481129,27.394215,0.006,0.005,90,3,6,0,0.006,0.005,18.841,18.920,19.012,18.735,18.553,0.019,0.009,0.011,0.012,0.035,,,,,,,,,,,,,,,3,SDSS J124955.47+272339.1,,53360.4917
0.043863,3961816612813792384,192.19224481825466,27.28963966651746,197.56463448327406,89.3850433887656,0.03320057637455316,0.26906967,0.015861384807989435,0.23336239,-0.24570231259041064,0.25233403,18.957657,491.9078689223363,1.3944107,19.28057,18.442305,0.83826447,2016.0,1237667442973868248,192.192257,27.289646,0.007,0.006,90,1,6,1,0.007,0.006,19.780,19.416,19.070,18.826,18.673,0.035,0.012,0.012,0.013,0.036,1.51402,0.00052,0,QSO,BROADLINE,-6.81,3.58,3.02,3.02,139.89,48.95,,,,3,SDSS J124846.14+271722.7,2240-53823-0303,53388.3976
0.048366,3961816612813792384,192.19224481825466,27.28963966651746,197.56463448327406,89.3850433887656,0.03320057637455316,0.26906967,0.015861384807989435,0.23336239,-0.24570231259041064,0.25233403,18.957657,491.9078689223363,1.3944107,19.28057,18.442305,0.83826447,2016.0,1237667442973868247,192.192257,27.289647,0.007,0.006,90,3,6,0,0.007,0.006,19.730,19.403,19.061,18.822,18.665,0.035,0.011,0.012,0.013,0.038,,,,,,,,,,,,,,,3,SDSS J124846.14+271722.7,,53388.3976
0.059628,3961825374547123584,192.35819347034032,27.44292963213195,177.58227602819514,89.45456351029668,-0.11262062940933792,0.15370266,0.07985631006844035,0.17717198,-0.18773900813109087,0.18057047,18.291658,908.4137726173022,2.4543748,18.427168,18.020786,0.4063816,2016.0,1237667323259846839,192.358206,27.442942,0.004,0.003,90,1,6,1,0.004,0.003,18.665,18.525,18.346,18.402,18.468,0.018,0.007,0.008,0.010,0.031,1.15581,0.00022,0,QSO,BROADLINE,-3.03,0.07,2.70,2.70,114.20,108.41,,,,3,SDSS J124925.96+272634.5,2240-53823-0311,53360.4913
0.059628,3961825374547123584,192.35819347034032,27.44292963213195,177.58227602819514,89.45456351029668,-0.11262062940933792,0.15370266,0.07985631006844035,0.17717198,-0.18773900813109087,0.18057047,18.291658,908.4137726173022,2.4543748,18.427168,18.020786,0.4063816,2016.0,1237667323259846838,192.358206,27.442942,0.004,0.003,90,3,6,0,0.004,0.003,18.665,18.525,18.345,18.401,18.466,0.018,0.007,0.008,0.010,0.031,,,,,,,,,,,,,,,3,SDSS J124925.96+272634.5,,53360.4913
0.073673,3961825374547123584,192.35819347034032,27.44292963213195,177.58227602819514,89.45456351029668,-0.11262062940933792,0.15370266,0.07985631006844035,0.17717198,-0.18773900813109087,0.18057047,18.291658,908.4137726173022,2.4543748,18.427168,18.020786,0.4063816,2016.0,1237667323259846837,192.358209,27.442945,0.004,0.003,90,3,6,0,0.004,0.003,18.665,18.520,18.344,18.401,18.431,0.018,0.007,0.008,0.010,0.031,,,,,,,,,,,,,,,3,SDSS J124925.97+272634.6,,53360.4913
0.134889,3961943232745599744,193.0086752184355,27.838502740695052,112.41011692949155,89.27752015738534,-0.09122360954451551,0.24144113,0.08806330608743047,0.23094925,0.2708187950899402,0.2426229,18.830465,553.0455653813619,3.3429816,19.016724,18.497908,0.518816,2016.0,1237667323796979746,193.008718,27.838501,0.006,0.005,90,1,6,1,0.006,0.005,19.287,18.765,18.694,18.729,18.504,0.023,0.008,0.009,0.012,0.028,2.48468,0.00024,0,QSO,BROADLINE,4.75,-1.16,2.87,2.87,175.50,104.29,,,,3,SDSS J125202.09+275018.6,6480-56340-0310,53360.4929
0.141950,3961943232745599744,193.0086752184355,27.838502740695052,112.41011692949155,89.27752015738534,-0.09122360954451551,0.24144113,0.08806330608743047,0.23094925,0.2708187950899402,0.2426229,18.830465,553.0455653813619,3.3429816,19.016724,18.497908,0.518816,2016.0,1237667323796979745,193.008720,27.838503,0.006,0.005,90,3,6,0,0.006,0.005,19.273,18.766,18.692,18.736,18.495,0.023,0.008,0.009,0.012,0.030,,,,,,,,,,,,,,,3,SDSS J125202.09+275018.6,,53360.4929
0.011110,3961953403228165376,193.2045067403104,28.065665589079853,104.94596699220533,89.01397722992519,0.17774694875770805,0.23135513,-0.01541635265338113,0.28027463,-0.3287562905598157,0.24554487,18.914669,511.7749179152201,1.8278944,19.017519,18.642462,0.37505722,2016.0,1237667444048003167,193.204504,28.065668,0.008,0.006,90,3,6,0,0.008,0.006,19.393,19.301,19.185,19.335,19.175,0.029,0.011,0.012,0.024,0.050,,,,,,,,,,,,,,,3,SDSS J125249.08+280356.4,,53388.4001
0.018605,3961953403228165376,193.2045067403104,28.065665589079853,104.94596699220533,89.01397722992519,0.17774694875770805,0.23135513,-0.01541635265338113,0.28027463,-0.3287562905598157,0.24554487,18.914669,511.7749179152201,1.8278944,19.017519,18.642462,0.37505722,2016.0,1237667444048003169,193.204501,28.065666,0.008,0.006,90,1,6,1,0.008,0.006,19.430,19.323,19.208,19.364,19.206,0.027,0.011,0.013,0.018,0.048,,,,,,0.82,-0.78,2.86,2.86,187.45,84.43,,,,3,SDSS J125249.08+280356.3,,53388.4001
0.019959,3961953403228165376,193.2045067403104,28.065665589079853,104.94596699220533,89.01397722992519,0.17774694875770805,0.23135513,-0.01541635265338113,0.28027463,-0.3287562905598157,0.24554487,18.914669,511.7749179152201,1.8278944,19.017519,18.642462,0.37505722,2016.0,1237667444048003168,193.204500,28.065665,0.008,0.006,90,3,6,0,0.008,0.006,19.409,19.312,19.193,19.345,19.202,0.026,0.011,0.012,0.018,0.048,,,,,,,,,,,,,,,3,SDSS J125249.08+280356.3,,53388.4001
0.129593,3961955121215050496,192.80109750698728,27.872884893267305,126.89669858950111,89.25356660848887,0.21069963447524215,0.21191916,-0.19311186528642002,0.18466066,-0.02303506427605964,0.19263923,18.779465,579.6436764487613,1.2988763,18.959818,18.479593,0.4802246,2016.0,1237667323796914211,192.801136,27.872895,0.005,0.005,0,1,6,1,0.005,0.005,18.976,18.786,18.537,18.527,18.605,0.019,0.008,0.009,0.011,0.029,1.04442,0.00033,0,QSO,BROADLINE,5.91,5.60,2.98,2.98,167.84,230.81,,,,3,SDSS J125112.27+275222.4,2238-54205-0587,53360.4925
0.154344,3961955121215050496,192.80109750698728,27.872884893267305,126.89669858950111,89.25356660848887,0.21069963447524215,0.21191916,-0.19311186528642002,0.18466066,-0.02303506427605964,0.19263923,18.779465,579.6436764487613,1.2988763,18.959818,18.479593,0.4802246,2016.0,1237667323796914210,192.801145,27.872895,0.005,0.005,0,3,6,0,0.005,0.005,18.963,18.781,18.536,18.529,18.597,0.019,0.008,0.009,0.011,0.032,,,,,,,,,,,,,,,3,SDSS J125112.27+275222.4,,53360.4925
0.036521,3961971265996658816,193.01430524252257,28.259513040860785,116.05824503354128,88.86046134992577,-0.11130896952314874,0.24125515,0.33062021588943313,0.22369264,0.1998977301618584,0.24060594,18.92032,509.11801572606566,1.7203153,19.078703,18.59476,0.48394203,2016.0,1237667324333850769,193.014317,28.259514,0.008,0.007,90,1,6,1,0.008,0.007,19.472,19.294,19.257,19.047,19.100,0.029,0.010,0.013,0.015,0.049,1.61223,0.00034,0,QSO,BROADLINE,1.71,-5.34,3.03,3.03,193.02,186.08,,,,3,SDSS J125203.43+281534.2,2240-53823-0337,53360.4929
0.036737,3961971265996658816,193.01430524252257,28.259513040860785,116.05824503354128,88.86046134992577,-0.11130896952314874,0.24125515,0.33062021588943313,0.22369264,0.1998977301618584,0.24060594,18.92032,509.11801572606566,1.7203153,19.078703,18.59476,0.48394203,2016.0,1237667324333850768,193.014317,28.259515,0.008,0.007,90,3,6,0,0.008,0.007,19.438,19.281,19.249,19.038,19.042,0.029,0.010,0.013,0.018,0.047,,,,,,,,,,,,,,,3,SDSS J125203.43+281534.2,,53360.4929
0.080665,3961994080863232000,192.11271800208098,27.940211420243806,161.95825665772637,88.95226488891284,0.17020798709957904,0.22293267,0.04991630066482394,0.216458,0.007777129549632746,0.22105636,18.834103,551.1953630573264,2.7731004,18.918863,18.590479,0.3283844,2016.0,1237667323796652170,192.112740,27.940200,0.008,0.007,90,1,6,1,0.008,0.007,19.977,19.566,19.512,19.635,19.319,0.034,0.013,0.014,0.022,0.051,,,,,,-6.73,-6.21,3.21,3.21,546.29,265.06,,,,3,SDSS J124827.05+275624.7,,53360.4909
0.080665,3961994080863232000,192.11271800208098,27.940211420243806,161.95825665772637,88.95226488891284,0.17020798709957904,0.22293267,0.04991630066482394,0.216458,0.007777129549632746,0.22105636,18.834103,551.1953630573264,2.7731004,18.918863,18.590479,0.3283844,2016.0,1237667323796652169,192.112740,27.940200,0.008,0.007,90,3,6,0,0.008,0.007,19.976,19.565,19.511,19.633,19.317,0.034,0.013,0.014,0.022,0.051,,,,,,,,,,,,,,,3,SDSS J124827.05+275624.7,,53360.4909
0.102043,3961994080863232000,192.11271800208098,27.940211420243806,161.95825665772637,88.95226488891284,0.17020798709957904,0.22293267,0.04991630066482394,0.216458,0.007777129549632746,0.22105636,18.834103,551.1953630573264,2.7731004,18.918863,18.590479,0.3283844,2016.0,1237667323796652168,192.112749,27.940205,0.008,0.007,90,3,6,0,0.008,0.007,19.986,19.571,19.508,19.618,19.299,0.035,0.013,0.014,0.026,0.052,,,,,,,,,,,,,,,3,SDSS J124827.05+275624.7,,53360.4909
0.132106,3962003224848695936,192.25699551316006,28.145237559715884,150.48450652179577,88.85146484377195,-0.2634053762645877,0.2850581,-0.2887513910676987,0.32619625,0.22047776119688414,0.3398895,17.630808,1669.6443273228992,18.897467,16.20776,15.09155,1.11621,2016.0,1237667444047609903,192.257032,28.145220,0.001,0.001,90,3,3,0,0.001,0.001,17.353,15.729,15.077,14.784,14.567,0.011,0.003,0.003,0.003,0.004,,,,,,,,,,,,,,,3,SDSS J124901.68+280842.7,,53388.3976
0.135433,3962003224848695936,192.25699551316006,28.145237559715884,150.48450652179577,88.85146484377195,-0.2634053762645877,0.2850581,-0.2887513910676987,0.32619625,0.22047776119688414,0.3398895,17.630808,1669.6443273228992,18.897467,16.20776,15.09155,1.11621,2016.0,1237667444047609904,192.257032,28.145219,0.001,0.001,90,1,3,1,0.001,0.001,17.369,15.737,15.084,14.778,14.573,0.011,0.003,0.003,0.003,0.004,0.06030,0.00001,16,GALAXY,BROADLINE,3.69,5.58,2.32,2.32,178.85,211.09,0.0360,0.0151,0.0366,3,SDSS J124901.68+280842.7,2238-54205-0563,53388.3976
0.141213,3962003224848695936,192.25699551316006,28.145237559715884,150.48450652179577,88.85146484377195,-0.2634053762645877,0.2850581,-0.2887513910676987,0.32619625,0.22047776119688414,0.3398895,17.630808,1669.6443273228992,18.897467,16.20776,15.09155,1.11621,2016.0,1237667324333522965,192.257039,28.145230,0.001,0.001,90,3,0,0,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J124901.68+280842.8,,53360.4909
0.025455,3962026829988970496,192.57476069861775,28.265414560235417,135.36561987609707,88.83522887367154,-0.21453136735561545,0.21828035,-0.10477925869051191,0.21743697,0.12536277624956388,0.22244015,18.983345,480.40665896842427,1.6372684,19.14342,18.680904,0.46251488,2016.0,1237667324333654085,192.574769,28.265413,0.006,0.006,90,1,6,1,0.006,0.006,19.824,19.147,19.124,19.077,18.870,0.034,0.010,0.011,0.015,0.038,2.49964,0.00020,0,QSO,BROADLINE,-1.67,-1.21,3.00,3.00,223.06,56.13,,,,3,SDSS J125017.94+281555.4,6480-56340-0612,53360.4917
0.030214,3962026829988970496,192.57476069861775,28.265414560235417,135.36561987609707,88.83522887367154,-0.21453136735561545,0.21828035,-0.10477925869051191,0.21743697,0.12536277624956388,0.22244015,18.983345,480.40665896842427,1.6372684,19.14342,18.680904,0.46251488,2016.0,1237667324333654084,192.574770,28.265413,0.006,0.006,90,3,6,0,0.006,0.006,19.807,19.133,19.120,19.074,18.858,0.034,0.010,0.011,0.015,0.039,,,,,,,,,,,,,,,3,SDSS J125017.94+281555.4,,53360.4917
0.075303,3962030055509187840,192.32670532338662,28.295448586388574,144.8121204516561,88.7411095635911,-0.04021649406255187,0.14732558,0.29748150792811107,0.16956219,-0.005792778424864117,0.14751525,18.204914,983.9677239137532,4.5827456,18.315119,17.81761,0.497509,2016.0,1237667324333588498,192.326729,28.295450,0.005,0.004,90,1,6,1,0.005,0.004,18.667,18.463,18.467,18.234,18.250,0.018,0.007,0.008,0.009,0.024,1.70643,0.00029,0,QSO,BROADLINE,2.44,-1.52,2.68,2.68,88.32,142.88,,,,3,SDSS J124918.41+281743.6,2238-54205-0608,53360.4913
0.100110,3962030055509187840,192.32670532338662,28.295448586388574,144.8121204516561,88.7411095635911,-0.04021649406255187,0.14732558,0.29748150792811107,0.16956219,-0.005792778424864117,0.14751525,18.204914,983.9677239137532,4.5827456,18.315119,17.81761,0.497509,2016.0,1237667324333588497,192.326737,28.295451,0.005,0.004,90,3,6,0,0.005,0.004,18.661,18.463,18.464,18.225,18.241,0.018,0.007,0.008,0.009,0.025,,,,,,,,,,,,,,,3,SDSS J124918.41+281743.6,,53360.4913
0.060957,3962252367311419776,190.91423620129905,27.55107334806104,198.73666713260866,88.22108530279652,0.032879961603519185,0.14245564,-0.0973808208821501,0.13845329,-0.21042645838087937,0.13682094,18.135443,1048.9854342799197,7.4677753,18.110298,17.509462,0.6008358,2016.0,1237667323259322449,190.914252,27.551063,0.007,0.006,90,1,6,1,0.007,0.006,19.151,18.946,18.764,18.455,18.093,0.024,0.009,0.010,0.010,0.026,0.40636,0.00007,0,QSO,BROADLINE,3.18,-2.89,2.74,2.74,83.26,135.80,,,,3,SDSS J124339.42+273303.8,2236-53729-0588,53360.4879
0.060957,3962252367311419776,190.91423620129905,27.55107334806104,198.73666713260866,88.22108530279652,0.032879961603519185,0.14245564,-0.0973808208821501,0.13845329,-0.21042645838087937,0.13682094,18.135443,1048.9854342799197,7.4677753,18.110298,17.509462,0.6008358,2016.0,1237667323259322448,190.914252,27.551063,0.007,0.006,90,3,6,0,0.007,0.006,19.151,18.946,18.763,18.454,18.092,0.024,0.009,0.010,0.010,0.026,,,,,,,,,,,,,,,3,SDSS J124339.42+273303.8,,53360.4879
0.069290,3962252367311419776,190.91423620129905,27.55107334806104,198.73666713260866,88.22108530279652,0.032879961603519185,0.14245564,-0.0973808208821501,0.13845329,-0.21042645838087937,0.13682094,18.135443,1048.9854342799197,7.4677753,18.110298,17.509462,0.6008358,2016.0,1237667323259322447,190.914257,27.551068,0.007,0.006,90,3,6,0,0.007,0.006,19.159,18.933,18.748,18.444,18.074,0.025,0.009,0.010,0.010,0.028,,,,,,,,,,,,,,,3,SDSS J124339.42+273303.8,,53360.4879
0.045120,3962255008715515648,190.17766293724276,27.094101990329886,213.14016133686096,87.61265154842678,0.058321841522630785,0.17500463,-0.17508009246356476,0.19164202,0.1838776109147211,0.17943664,18.49765,751.4271969060025,3.1916585,18.638775,18.231548,0.40722656,2016.0,1237667322722123823,190.177677,27.094104,0.005,0.004,90,3,6,0,0.005,0.004,18.758,18.663,18.441,18.543,18.583,0.018,0.008,0.008,0.011,0.033,,,,,,,,,,,,,,,3,SDSS J124042.64+270538.7,,53360.4859
0.052503,3962255008715515648,190.17766293724276,27.094101990329886,213.14016133686096,87.61265154842678,0.058321841522630785,0.17500463,-0.17508009246356476,0.19164202,0.1838776109147211,0.17943664,18.49765,751.4271969060025,3.1916585,18.638775,18.231548,0.40722656,2016.0,1237667322722123824,190.177678,27.094107,0.005,0.004,90,1,6,1,0.005,0.004,18.776,18.672,18.455,18.563,18.576,0.018,0.008,0.008,0.012,0.031,0.99844,0.00027,0,QSO,BROADLINE,0.43,0.63,2.64,2.64,222.06,204.89,,,,3,SDSS J124042.64+270538.7,2236-53729-0110,53360.4859
0.103344,3962263495571199744,190.4062878703625,27.243653964172072,209.34466199619382,87.81480187529243,0.16374482902614934,0.22277705,-0.32219088896502257,0.20776607,-0.13620825577942333,0.24030337,18.825691,555.4827667932593,3.1311557,18.78431,18.47187,0.31243896,2016.0,1237667442973212773,190.406260,27.243668,0.008,0.007,90,3,6,0,0.008,0.007,19.449,19.061,19.067,18.914,18.927,0.029,0.010,0.012,0.014,0.048,,,,,,,,,,,,,,,3,SDSS J124137.50+271437.2,,53388.3935
0.103344,3962263495571199744,190.4062878703625,27.243653964172072,209.34466199619382,87.81480187529243,0.16374482902614934,0.22277705,-0.32219088896502257,0.20776607,-0.13620825577942333,0.24030337,18.825691,555.4827667932593,3.1311557,18.78431,18.47187,0.31243896,2016.0,1237667442973212774,190.406260,27.243668,0.008,0.007,90,1,6,1,0.008,0.007,19.449,19.061,19.067,18.914,18.927,0.029,0.010,0.012,0.014,0.048,0.61680,0.00009,0,QSO,BROADLINE,0.64,1.10,2.82,2.82,73.08,227.63,,,,3,SDSS J124137.50+271437.2,2236-53729-0116,53388.3935
0.111503,3962263495571199744,190.4062878703625,27.243653964172072,209.34466199619382,87.81480187529243,0.16374482902614934,0.22277705,-0.32219088896502257,0.20776607,-0.13620825577942333,0.24030337,18.825691,555.4827667932593,3.1311557,18.78431,18.47187,0.31243896,2016.0,1237667442973212772,190.406261,27.243674,0.008,0.007,90,3,6,0,0.008,0.007,19.411,19.058,19.056,18.911,18.892,0.030,0.010,0.012,0.014,0.048,,,,,,,,,,,,,,,3,SDSS J124137.50+271437.2,,53388.3935
0.019341,3962281912391047680,190.29763847314703,27.427058531553154,204.86973359323093,87.70356662389837,0.04976251099821517,0.16318093,0.07974601713896576,0.18676604,-0.09730622336325442,0.20170869,18.437654,794.1175153798338,2.9769528,18.699415,18.05289,0.6465244,2016.0,1237667323259060283,190.297636,27.427054,0.005,0.005,90,1,6,1,0.005,0.005,19.044,18.946,18.583,18.490,18.607,0.022,0.009,0.009,0.011,0.035,1.19838,0.00030,0,QSO,BROADLINE,2.61,2.98,2.88,2.88,205.07,163.28,,,,3,SDSS J124111.43+272537.3,2238-54205-0352,53360.4863
0.019341,3962281912391047680,190.29763847314703,27.427058531553154,204.86973359323093,87.70356662389837,0.04976251099821517,0.16318093,0.07974601713896576,0.18676604,-0.09730622336325442,0.20170869,18.437654,794.1175153798338,2.9769528,18.699415,18.05289,0.6465244,2016.0,1237667323259060282,190.297636,27.427054,0.005,0.005,90,3,6,0,0.005,0.005,19.044,18.946,18.583,18.490,18.607,0.022,0.009,0.009,0.011,0.035,,,,,,,,,,,,,,,3,SDSS J124111.43+272537.3,,53360.4863
0.022853,3962281912391047680,190.29763847314703,27.427058531553154,204.86973359323093,87.70356662389837,0.04976251099821517,0.16318093,0.07974601713896576,0.18676604,-0.09730622336325442,0.20170869,18.437654,794.1175153798338,2.9769528,18.699415,18.05289,0.6465244,2016.0,1237667323259060281,190.297640,27.427052,0.005,0.005,90,3,6,0,0.005,0.005,19.034,18.938,18.571,18.482,18.603,0.022,0.009,0.009,0.011,0.036,,,,,,,,,,,,,,,3,SDSS J124111.43+272537.3,,53360.4863
0.009283,3962475671250959616,190.17583997901104,27.604642978932446,201.01330219851516,87.56961126297979,0.21358109547886506,0.19078144,0.09142477805902473,0.17952095,-0.1170932593805768,0.17762248,18.449186,785.7278963656648,1.4667413,18.645552,18.05641,0.58914185,2016.0,1237667323258994711,190.175843,27.604644,0.005,0.004,90,1,6,1,0.005,0.004,18.662,18.506,18.446,18.306,18.307,0.018,0.007,0.008,0.010,0.027,,,,,,0.04,-0.63,2.76,2.76,156.40,64.35,,,,3,SDSS J124042.20+273616.7,,53360.4859
0.032835,3962475671250959616,190.17583997901104,27.604642978932446,201.01330219851516,87.56961126297979,0.21358109547886506,0.19078144,0.09142477805902473,0.17952095,-0.1170932593805768,0.17762248,18.449186,785.7278963656648,1.4667413,18.645552,18.05641,0.58914185,2016.0,1237667323258994710,190.175849,27.604648,0.005,0.004,90,3,6,0,0.005,0.004,18.654,18.503,18.442,18.298,18.306,0.018,0.007,0.008,0.010,0.030,,,,,,,,,,,,,,,3,SDSS J124042.20+273616.7,,53360.4859
0.036193,3962476152287281664,190.0489646890551,27.599240583240032,201.60222042835522,87.45997955946304,0.09827692325736358,0.24499547,0.029290192820945315,0.2353204,0.13909292607425477,0.23283976,18.712246,616.6636415467855,1.756248,19.003225,18.222427,0.78079796,2016.0,1237667323258994750,190.048958,27.599249,0.006,0.005,90,3,6,0,0.006,0.005,19.434,19.069,18.805,18.488,18.561,0.028,0.009,0.010,0.011,0.034,,,,,,,,,,,,,,,3,SDSS J124011.74+273557.2,,53360.4859
0.053460,3962476152287281664,190.0489646890551,27.599240583240032,201.60222042835522,87.45997955946304,0.09827692325736358,0.24499547,0.029290192820945315,0.2353204,0.13909292607425477,0.23283976,18.712246,616.6636415467855,1.756248,19.003225,18.222427,0.78079796,2016.0,1237667323258929328,190.048958,27.599254,0.006,0.005,90,3,0,0,0.006,0.005,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J124011.74+273557.3,,53360.4855
0.061135,3962476152287281664,190.0489646890551,27.599240583240032,201.60222042835522,87.45997955946304,0.09827692325736358,0.24499547,0.029290192820945315,0.2353204,0.13909292607425477,0.23283976,18.712246,616.6636415467855,1.756248,19.003225,18.222427,0.78079796,2016.0,1237667323258994751,190.048946,27.599243,0.006,0.005,90,1,6,1,0.006,0.005,19.437,19.071,18.801,18.498,18.577,0.028,0.009,0.010,0.011,0.032,1.59837,0.00019,0,QSO,BROADLINE,-4.03,-3.36,2.85,2.85,184.01,101.72,,,,3,SDSS J124011.74+273557.2,2238-54205-0353,53360.4859
0.077903,3962476152287281664,190.0489646890551,27.599240583240032,201.60222042835522,87.45997955946304,0.09827692325736358,0.24499547,0.029290192820945315,0.2353204,0.13909292607425477,0.23283976,18.712246,616.6636415467855,1.756248,19.003225,18.222427,0.78079796,2016.0,1237667323258929329,190.048942,27.599250,0.006,0.005,90,4,0,0,0.006,0.005,,,,,,,,,,,,,,,,,,,,,,,,,3,SDSS J124011.74+273557.2,,53360.4855
0.132717,3962635336659952384,191.31753552518774,27.831309403632908,185.3771324116089,88.46195738879938,0.13685856441235092,0.21299517,0.18906111101858608,0.26615563,-0.18257851259720903,0.2754244,18.840492,547.9613078758108,1.5840664,19.017399,18.470764,0.5466347,2016.0,1237667323796324477,191.317575,27.831298,0.006,0.006,90,1,6,1,0.006,0.006,19.763,19.003,18.934,18.891,18.657,0.030,0.009,0.010,0.013,0.030,2.35421,0.00035,0,QSO,BROADLINE,-2.06,-0.67,2.88,2.88,239.45,140.25,,,,3,SDSS J124516.21+274952.6,5968-56356-0900,53360.4888
0.136090,3962635336659952384,191.31753552518774,27.831309403632908,185.3771324116089,88.46195738879938,0.13685856441235092,0.21299517,0.18906111101858608,0.26615563,-0.18257851259720903,0.2754244,18.840492,547.9613078758108,1.5840664,19.017399,18.470764,0.5466347,2016.0,1237667323796324476,191.317577,27.831300,0.006,0.006,90,3,6,0,0.006,0.006,19.765,19.003,18.928,18.883,18.651,0.032,0.009,0.010,0.013,0.033,,,,,,,,,,,,,,,3,SDSS J124516.21+274952.6,,53360.4888
0.062344,3962661797953737984,191.52801692965318,28.014561889813827,175.72057809068895,88.52403021626594,0.1803054620592977,0.22636437,0.02131884595700466,0.17791472,-0.06415287400852442,0.19487616,18.581806,695.3832663057121,4.599595,18.623392,18.260948,0.36244392,2016.0,1237667444047347759,191.528022,28.014545,0.005,0.005,90,3,6,0,0.005,0.005,18.688,18.432,18.568,18.474,18.432,0.018,0.007,0.009,0.011,0.032,,,,,,,,,,,,,,,3,SDSS J124606.72+280052.3,,53388.3960
0.070642,3962661797953737984,191.52801692965318,28.014561889813827,175.72057809068895,88.52403021626594,0.1803054620592977,0.22636437,0.02131884595700466,0.17791472,-0.06415287400852442,0.19487616,18.581806,695.3832663057121,4.599595,18.623392,18.260948,0.36244392,2016.0,1237667444047347760,191.528022,28.014543,0.005,0.005,90,3,6,0,0.005,0.005,18.696,18.436,18.576,18.478,18.449,0.018,0.007,0.009,0.011,0.029,,,,,,,,,,,,,,,3,SDSS J124606.72+280052.3,,53388.3960
0.070642,3962661797953737984,191.52801692965318,28.014561889813827,175.72057809068895,88.52403021626594,0.1803054620592977,0.22636437,0.02131884595700466,0.17791472,-0.06415287400852442,0.19487616,18.581806,695.3832663057121,4.599595,18.623392,18.260948,0.36244392,2016.0,1237667444047347761,191.528022,28.014543,0.005,0.005,90,1,6,1,0.005,0.005,18.696,18.436,18.576,18.478,18.450,0.018,0.007,0.009,0.011,0.029,0.51936,0.00003,0,QSO,BROADLINE,-0.65,-3.97,2.73,2.73,174.83,348.75,,,,3,SDSS J124606.72+280052.3,2238-54205-0449,53388.3960
0.014347,3962679660722395904,190.83290235964077,27.742178656022073,193.6207658155985,88.09949101903419,0.1426872161268329,0.16732232,-0.08621192844660003,0.15892026,-0.043751979114547666,0.18433383,18.498423,750.8923464824186,3.2509716,18.535973,18.102604,0.43336868,2016.0,1237667443510214695,190.832903,27.742183,0.004,0.003,90,3,6,0,0.004,0.003,18.484,18.207,18.262,18.132,18.199,0.017,0.006,0.008,0.009,0.030,,,,,,,,,,,,,,,3,SDSS J124319.89+274431.8,,53388.3943
0.022966,3962679660722395904,190.83290235964077,27.742178656022073,193.6207658155985,88.09949101903419,0.1426872161268329,0.16732232,-0.08621192844660003,0.15892026,-0.043751979114547666,0.18433383,18.498423,750.8923464824186,3.2509716,18.535973,18.102604,0.43336868,2016.0,1237667443510214696,190.832903,27.742172,0.004,0.003,90,3,6,0,0.004,0.003,18.494,18.211,18.263,18.135,18.209,0.017,0.006,0.008,0.009,0.028,,,,,,,,,,,,,,,3,SDSS J124319.89+274431.8,,53388.3943
